id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0076ab7f,184,183,1,1,0,0,0,0,0,0,0,0,175,0,0
01226327,168,128,40,3,0,0,13,31,6,5,1,0,128,0,4
0127419a,138,133,5,2,0,1,4,1,1,0,0,0,111,0,3
01ccefab,13,11,2,1,0,0,3,1,0,0,0,0,11,0,0
01da7812,125,108,16,5,0,2,12,1,6,2,3,0,89,1,3
02caf6e0,200,146,54,3,0,1,6,51,0,0,0,0,170,0,0
0331786b,18,14,4,0,0,0,3,4,0,0,0,0,13,0,1
0362c29e,115,98,17,0,0,0,8,17,0,0,0,0,92,0,3
03b6afa9,198,161,37,3,0,0,4,34,0,0,0,0,165,0,3
03f946ed,115,110,4,0,1,2,2,0,0,0,0,0,92,1,3
048a1cbc,78,66,12,2,0,0,1,10,0,0,0,0,67,0,0
04e17fd5,23,21,2,0,0,1,0,0,0,0,0,0,22,0,0
056269d7,106,91,15,1,0,1,4,14,0,0,0,0,96,0,0
05bffdb1,208,141,65,21,0,0,0,0,0,0,0,0,142,2,1
05d548d8,181,178,3,2,1,2,1,1,0,0,0,0,148,0,1
0683f364,145,98,46,1,0,0,11,43,2,1,1,0,90,1,3
068f4dec,49,47,2,1,0,2,0,0,1,0,0,0,40,0,2
06df8256,363,352,11,9,0,3,1,2,0,0,0,0,299,0,2
072e68ed,66,43,21,10,0,0,0,0,0,0,0,0,40,2,0
0743d0ec,104,59,45,9,0,0,0,0,0,0,0,0,64,0,0
080440a4,356,328,24,18,0,2,1,6,0,0,0,0,267,4,2
08c982a0,57,44,12,0,0,0,1,12,0,0,0,0,44,1,1
0a084b35,186,158,28,5,0,2,2,23,0,0,0,0,156,0,3
0a215326,101,101,0,0,0,0,3,0,0,0,0,0,70,0,5
0a89e877,303,252,51,2,0,2,15,49,0,0,0,0,229,0,6
0a98ecc2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
0b243559,82,68,14,0,0,0,8,12,2,2,0,0,61,0,1
0b5a292a,211,188,22,5,1,4,10,16,1,0,1,0,180,1,2
0c2ac3cb,75,74,1,1,0,0,0,0,0,0,0,0,70,0,0
0c5c94d0,77,62,15,3,0,0,5,11,1,1,0,0,56,0,1
