id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
b052b8bf,Saturnin Allagbé,bj BEN,GK,Dijon,26,1993,12,12,1080,12.0,30,2.50,66,36,56.1,2,2,8,3,25.0,3,1,1,1,50.0,Matches
be13e5a8,Stefan Bajic,fr FRA,GK,Saint-Étienne,18,2001,1,1,90,1.0,4,4.00,4,0,0.0,0,0,1,0,0.0,1,0,0,1,,Matches
8a2248b4,Walter Benítez,ar ARG,GK,Nice,27,1993,38,38,3420,38.0,53,1.39,176,123,73.9,15,7,16,9,23.7,7,7,0,0,0.0,Matches
28dabd43,Paul Bernardoni,fr FRA,GK,Angers,23,1997,38,38,3420,38.0,58,1.53,139,82,63.3,12,8,18,9,23.7,8,7,1,0,12.5,Matches
380a15e2,Dimitry Bertaud,fr FRA,GK,Montpellier,22,1998,9,7,745,8.3,11,1.33,42,31,76.2,4,2,1,3,42.9,1,1,0,0,0.0,Matches
db87a2c4,Marcin Bułka,pl POL,GK,Paris S-G,20,1999,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
5ee6e943,Marc-Aurèle Caillard,fr FRA,GK,Metz,26,1994,5,4,361,4.0,10,2.49,23,13,69.6,0,1,3,0,0.0,3,3,0,0,0.0,Matches
2b9b37b2,Sébastien Cibois,fr FRA,GK,Brest,22,1998,3,3,270,3.0,4,1.33,11,7,72.7,1,1,1,1,33.3,1,1,0,0,0.0,Matches
2434f24a,Benoît Costil,fr FRA,GK,Bordeaux,33,1987,38,38,3420,38.0,56,1.47,156,100,68.6,13,6,19,14,36.8,8,7,1,0,12.5,Matches
eedea60b,Yehvann Diouf,fr FRA,GK,Reims,20,1999,2,1,135,1.5,1,0.67,6,5,100.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
fbf83734,Matthieu Dreyer,fr FRA,GK,Lorient,31,1989,15,15,1350,15.0,25,1.67,56,32,66.1,5,5,5,2,13.3,6,6,0,0,0.0,Matches
2c127b6f,Wuilker Faríñez,ve VEN,GK,Lens,22,1998,3,1,107,1.2,3,2.52,7,4,71.4,0,0,1,0,0.0,1,1,0,0,0.0,Matches
cecbce23,Alfred Gomis,sn SEN,GK,Dijon,26,1993,5,5,450,5.0,10,2.00,31,22,77.4,0,1,4,0,0.0,3,3,0,0,0.0,Matches
cecbce23,Alfred Gomis,sn SEN,GK,Rennes,26,1993,22,22,1980,22.0,25,1.14,76,52,71.1,7,5,10,5,22.7,4,3,0,1,0.0,Matches
667b65da,Etienne Green,eng ENG,GK,Saint-Étienne,20,2000,8,8,720,8.0,8,1.00,28,19,78.6,4,1,3,3,37.5,4,2,1,1,33.3,Matches
3814120d,Bingourou Kamara,sn SEN,GK,Strasbourg,23,1996,8,8,720,8.0,14,1.75,32,19,59.4,2,0,6,2,25.0,1,1,0,0,0.0,Matches
a4527d33,Eiji Kawashima,jp JPN,GK,Strasbourg,37,1983,24,24,2160,24.0,31,1.29,91,59,69.2,8,7,9,8,33.3,5,3,1,1,25.0,Matches
4e7db402,Alban Lafont,fr FRA,GK,Nantes,21,1999,38,38,3420,38.0,55,1.45,168,113,73.2,9,13,16,5,13.2,12,10,1,1,9.1,Matches
b49729cb,Gautier Larsonneur,fr FRA,GK,Brest,23,1997,35,35,3150,35.0,62,1.77,169,108,68.0,10,7,18,6,17.1,10,8,1,1,11.1,Matches
edbe46dc,Jean-Louis Leca,fr FRA,GK,Lens,34,1985,37,37,3313,36.8,51,1.39,136,88,69.9,15,12,10,8,21.6,10,10,0,0,0.0,Matches
2fa2a875,Benjamin Lecomte,fr FRA,GK,Monaco,29,1991,28,28,2520,28.0,27,0.96,68,42,64.7,18,5,5,13,46.4,3,3,0,0,0.0,Matches
f00de885,Anthony Lopes,pt POR,GK,Lyon,29,1990,38,38,3420,38.0,43,1.13,134,92,71.6,22,10,6,11,28.9,7,5,1,1,16.7,Matches
fcb38f57,Mike Maignan,fr FRA,GK,Lille,25,1995,38,38,3420,38.0,23,0.61,107,85,79.4,24,11,3,21,55.3,2,1,1,0,50.0,Matches
20de219a,Radosław Majecki,pl POL,GK,Monaco,20,1999,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
1d2d5cc8,Steve Mandanda,fr FRA,GK,Marseille,35,1985,37,37,3330,37.0,45,1.22,127,83,66.9,16,12,9,8,21.6,3,3,0,0,0.0,Matches
c4173f1a,Vito Mannone,it ITA,GK,Monaco,32,1988,9,9,810,9.0,14,1.56,33,19,63.6,5,1,3,2,22.2,2,2,0,0,0.0,Matches
33887998,Edouard Mendy,sn SEN,GK,Rennes,28,1992,1,1,90,1.0,1,1.00,1,0,0.0,0,1,0,0,0.0,0,0,0,0,,Matches
28a65a2c,Jessy Moulin,fr FRA,GK,Saint-Étienne,34,1986,29,29,2610,29.0,42,1.45,100,60,62.0,8,9,12,9,31.0,4,4,0,0,0.0,Matches
2d70dbe5,Paul Nardi,fr FRA,GK,Lorient,26,1994,23,23,2070,23.0,43,1.87,111,68,64.9,6,4,13,3,13.0,5,4,0,1,0.0,Matches
ecada4fc,Keylor Navas,cr CRC,GK,Paris S-G,33,1986,29,29,2520,28.0,18,0.64,92,73,81.5,21,3,5,14,48.3,2,1,1,0,50.0,Matches
