id,Gls,Sh,SoT,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG,TotDist
00242715,4,10,3,0,2,2,3.9,2.3,0.1,-0.3,151.0
00242b75,1,32,10,0,0,0,2.5,2.5,-1.5,-1.5,624.0
00672803,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,42.8
00963611,4,33,11,0,0,0,2.7,2.7,1.3,1.3,458.7
009a4f60,2,17,6,0,0,0,1.3,1.3,0.7,0.7,336.6
0174ba21,0,31,6,2,0,0,1.9,1.9,-1.9,-1.9,666.5
01834aa0,1,13,4,0,0,0,1.1,1.1,-0.1,-0.1,143.0
037130ca,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,33.8
042e8a49,6,46,20,0,0,0,4.0,4.0,2.0,2.0,791.2
048a1cbc,4,32,10,8,1,1,2.9,2.1,1.1,0.9,812.8
049751d7,1,7,3,0,0,0,0.6,0.6,0.4,0.4,133.7
054849d2,2,12,5,0,0,0,0.9,0.9,1.1,1.1,220.8
056d2d95,2,20,5,1,0,0,1.4,1.4,0.6,0.6,362.0
05ba9d7c,0,13,3,0,0,0,0.8,0.8,-0.8,-0.8,218.4
05d548d8,1,12,3,0,0,0,0.9,0.9,0.1,0.1,116.4
05e2d5ea,1,2,1,0,0,0,0.3,0.3,0.7,0.7,24.2
05f99a4a,11,78,33,0,1,1,12.8,12.0,-1.8,-2.0,1123.2
061e8e23,1,15,1,2,0,0,1.2,1.2,-0.2,-0.2,333.0
07c7eb0c,2,34,9,0,0,0,2.2,2.2,-0.2,-0.2,656.2
07d3bfec,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
080440a4,1,16,4,1,0,0,1.2,1.2,-0.2,-0.2,316.8
08593525,2,15,4,0,0,0,1.1,1.1,0.9,0.9,261.0
088ca1bd,0,5,1,1,0,0,0.2,0.2,-0.2,-0.2,110.5
091c86e2,0,9,5,0,0,0,0.8,0.8,-0.8,-0.8,191.7
0a3d6d2b,1,9,1,0,0,0,1.2,1.2,-0.2,-0.2,72.9
0a3f6cde,1,29,10,0,0,0,2.0,2.0,-1.0,-1.0,440.8
0a89e877,3,15,6,0,0,0,1.3,1.3,1.7,1.7,217.5
0b104510,1,10,2,0,0,0,1.2,1.2,-0.2,-0.2,172.0
0b4f388a,9,48,23,0,0,0,8.4,8.4,-0.4,-0.4,657.6
0c61c77c,2,20,8,0,1,1,3.8,3.0,-1.8,-2.0,820.0
0c7a48f8,1,9,1,0,0,0,0.6,0.6,0.4,0.4,135.9
0cc5f4a5,8,52,22,0,0,0,8.8,8.8,-0.8,-0.8,665.6
