id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
01b8a2b2,1,2,0,11.5,2.5,84,165,361,84,96,196,11,13,11840.8,4195.2,185.9
03760df0,1,5,2,40.8,-0.2,179,437,632,80,226,429,13,19,24521.6,11187.0,248.9
048877f5,2,11,4,56.3,1.3,249,620,799,176,394,651,16,14,29403.2,16823.8,144.2
085e71a7,1,1,0,5.6,-2.4,10,30,41,6,10,31,1,1,1750.7,493.0,11.0
08f5afaa,0,4,1,38.9,-2.1,174,392,968,150,267,487,16,39,28749.6,10092.6,549.9
0d422df7,0,1,0,4.7,-2.3,11,25,30,10,24,33,0,0,906.0,1176.0,0.0
10dc46f0,3,5,0,47.0,2.0,237,541,987,198,319,621,32,49,33656.7,14131.7,676.2
18736214,0,1,0,5.0,0.0,32,76,123,30,42,58,1,5,4182.0,2150.4,86.5
30223b33,1,4,3,41.8,-1.2,334,683,942,138,318,632,17,37,36267.0,15677.4,521.7
326d09ef,4,9,2,64.5,-4.5,363,878,1038,247,399,728,49,32,42661.8,21945.0,406.4
32b9b5fa,1,9,4,44.6,-3.4,253,576,791,141,300,525,25,30,30058.0,14640.0,393.0
339fe0e8,2,3,2,51.3,4.3,217,466,884,180,307,437,18,35,30232.8,11911.6,518.0
343f753a,0,0,0,0.6,0.6,2,4,14,2,5,7,2,0,355.6,185.0,0.0
349601c3,0,0,0,2.1,1.1,8,14,14,1,8,17,0,0,592.2,452.8,0.0
41bd99ea,0,2,1,8.5,-1.5,28,93,115,23,42,80,1,2,4439.0,2154.6,22.2
4c62d0c8,1,2,2,42.2,2.2,330,769,919,125,347,541,24,25,37495.2,19432.0,327.5
4f8ce0e1,1,2,2,33.3,3.3,61,194,334,80,124,244,13,13,21342.6,9448.8,414.7
61228681,0,0,0,1.1,0.1,15,37,31,4,15,25,2,1,1472.5,856.5,11.5
6989550f,0,6,0,26.0,-5.0,87,263,384,63,116,204,20,27,15129.6,5927.6,440.1
74419746,1,1,4,30.5,4.5,127,280,808,250,312,546,20,23,21088.8,11200.8,322.0
7a2e46a8,0,2,0,35.4,7.4,213,416,1069,239,252,469,17,90,34314.9,10332.0,1701.0
7b5f516f,0,1,0,0.3,-0.7,1,1,3,2,0,1,0,0,99.9,0.0,0.0
8cabdc1e,3,7,1,50.5,-6.5,277,599,813,182,296,606,22,23,31950.9,14504.0,273.7
8cf63012,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
9413b19f,0,2,2,19.6,5.6,93,247,264,30,131,211,3,0,10639.2,6589.3,0.0
9fa26bc2,0,0,0,0.5,-0.5,5,21,40,6,8,16,1,1,1464.0,502.4,12.5
a4ec7d09,0,0,0,2.5,-0.5,2,10,12,3,10,18,0,0,369.6,483.0,0.0
ab4449d6,0,0,0,0.6,0.6,7,13,30,11,7,15,0,2,942.0,265.3,41.4
ac4003af,2,4,0,36.7,-1.3,152,376,773,202,270,508,31,23,24813.3,10449.0,278.3
b39dfab0,0,4,0,41.2,3.2,136,322,593,146,198,354,28,36,39908.9,16889.4,1105.2
cecbce23,1,5,2,44.8,3.8,161,486,571,103,221,415,13,20,25181.1,10784.8,276.0
dd06d56c,0,3,0,12.1,1.1,64,157,158,25,91,153,4,3,6335.8,4468.1,28.5
e358587b,2,3,0,26.3,-2.7,147,333,950,177,235,353,8,57,28500.0,8577.5,1071.6
e40d028b,0,2,2,17.5,5.5,84,191,474,97,150,242,3,19,15120.6,5520.0,266.0
e66ebabb,3,13,0,63.7,-2.3,312,916,824,98,355,691,8,32,39387.2,20803.0,441.6
ee833569,2,2,0,33.3,-0.7,183,412,609,169,233,396,18,25,21010.5,12582.0,352.5
f058ed1f,0,0,1,1.3,1.3,3,23,27,7,12,19,0,0,1061.1,550.8,0.0
f0f7f62f,0,1,0,5.6,1.6,22,51,145,24,50,90,2,5,4335.5,2245.0,78.5
f554e29b,4,1,1,43.7,-2.3,219,484,548,127,255,454,26,15,21152.8,14509.5,159.0
f6a06749,0,0,0,0.7,-0.3,0,0,5,3,0,7,1,0,135.0,0.0,0.0
