id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
01b8a2b2,0,3,1,25.1,6.1,140,255,537,122,205,358,9,27,17559.9,7974.5,423.9
03760df0,0,2,0,24.0,-1.0,120,275,421,45,163,239,5,9,15829.6,7106.8,110.7
048877f5,2,6,2,49.6,-8.4,201,462,603,94,296,506,8,8,22311.0,12313.6,76.8
07f55871,0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,56.1,0.0,0.0
085e71a7,0,3,0,27.8,1.8,77,250,407,101,184,266,10,23,29466.8,16118.4,565.8
08f5afaa,1,5,1,34.8,4.8,146,305,873,203,300,546,15,22,24007.5,10950.0,281.6
0acda699,1,0,0,3.8,-1.2,13,40,59,15,15,34,3,0,2129.9,763.5,0.0
10dc46f0,0,4,0,40.7,5.7,287,635,823,119,300,539,26,36,31274.0,15300.0,500.4
277da414,0,4,1,29.3,-5.7,73,185,361,103,123,279,12,8,12454.5,4920.0,97.6
30223b33,0,2,0,10.5,4.5,72,160,227,41,91,166,2,6,8035.8,4668.3,79.8
339fe0e8,2,4,3,43.7,7.7,173,452,848,170,243,476,11,27,29510.4,10060.2,429.3
343f753a,1,8,4,55.7,0.7,319,736,752,140,466,831,36,13,29929.6,23999.0,122.2
41bd99ea,0,0,0,13.4,0.4,65,140,171,33,93,142,2,4,6156.0,4278.0,40.0
4c62d0c8,0,1,0,8.4,0.4,36,79,161,39,68,116,2,3,4991.0,2720.0,30.3
4e7db402,1,5,3,32.7,-4.3,158,436,750,164,262,522,15,29,27150.0,11213.6,411.8
514f0896,0,1,0,2.6,0.6,24,55,60,9,27,43,1,1,2490.0,1347.3,12.0
649b01d8,2,6,1,49.5,-0.5,123,370,860,181,297,587,25,48,24682.0,11612.7,720.0
67f649be,0,7,1,45.2,0.2,242,698,661,100,294,522,14,14,30868.7,18139.8,162.4
71dac2c2,0,0,1,0.9,-0.1,5,16,24,5,15,29,0,0,840.0,559.5,0.0
74419746,1,3,3,33.1,3.1,140,299,901,203,265,492,16,27,24597.3,9831.5,391.5
77e401c7,0,1,0,2.0,-1.0,2,8,26,8,9,16,0,2,709.8,366.3,32.0
7b5f516f,0,0,0,0.0,0.0,1,1,1,0,0,0,0,0,50.0,0.0,0.0
806f7a26,0,0,0,0.2,0.2,11,24,45,8,14,19,0,1,1561.5,630.0,16.5
82b1198a,1,3,0,16.4,-3.6,43,134,347,70,115,186,12,10,10236.5,4473.5,130.0
85b011bb,0,0,0,8.1,1.1,28,99,182,38,63,109,4,6,5896.8,2935.8,84.6
85ea4399,0,1,0,0.9,-0.1,12,23,26,3,6,10,0,1,1149.2,324.0,25.0
8cabdc1e,0,10,2,54.3,0.3,178,436,887,159,286,590,16,29,29004.9,10753.6,397.3
9413b19f,0,1,0,10.0,1.0,29,100,252,42,99,190,2,8,7257.6,3989.7,103.2
9fa26bc2,0,1,0,3.0,-1.0,8,32,57,20,21,27,1,1,1920.9,1035.3,10.1
a111cf41,0,6,1,42.4,3.4,237,540,559,106,313,593,17,10,21577.4,16025.6,98.0
ab4449d6,1,4,1,50.6,-4.4,251,543,776,225,353,599,32,14,28246.4,16485.1,158.2
ac4003af,2,8,1,54.7,-8.3,178,532,882,222,341,584,20,21,30693.6,16197.5,289.8
c4f573f4,0,1,0,4.7,-2.3,6,13,19,3,5,6,0,2,704.9,235.0,39.4
c8a88acd,0,0,0,4.2,0.2,17,35,42,5,22,37,1,2,1738.8,1034.0,38.4
cecbce23,0,7,0,23.0,-4.0,113,286,531,121,151,263,7,10,18054.0,6477.9,121.0
e1b0a70d,0,1,1,12.1,0.1,32,94,221,52,82,144,2,8,14077.7,5608.8,224.8
e358587b,0,0,0,4.2,-0.8,14,40,90,18,24,51,4,2,2907.0,1024.8,22.8
e7ee38c3,0,5,1,37.0,-4.0,142,324,652,159,214,413,10,25,21776.8,9651.4,362.5
ee833569,1,5,3,18.2,-3.8,91,199,345,90,135,208,8,19,10453.5,6979.5,275.5
f02dde20,0,1,0,8.1,0.1,44,115,143,26,52,148,11,3,5691.4,2865.2,27.3
f058ed1f,0,2,0,3.8,-0.2,17,37,45,9,29,33,1,0,1579.5,1281.8,0.0
f0f7f62f,2,1,0,21.2,0.2,95,257,454,83,137,240,4,30,15072.8,7370.6,534.0
f554e29b,2,4,2,61.5,9.5,337,722,884,175,369,646,25,31,32619.6,19778.4,396.8
f6a06749,1,0,0,1.0,-1.0,6,10,22,6,14,15,0,0,677.6,501.2,0.0
f794b426,0,1,1,7.4,-1.6,25,51,80,11,34,58,0,6,2824.0,1587.8,132.6
