id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
649b01d8,48,1,1,4,1,43.1,-3.9,203,472,786,120,212,418,22,25,28531.8,10091.2,337.5
ad263695,0,0,0,0,0,0.2,0.2,0,4,3,0,1,3,0,0,183.0,60.0,0.0
0acda699,2,0,0,0,0,2.7,0.7,5,19,35,6,13,24,2,0,1155.0,417.3,0.0
4f8ce0e1,49,3,0,4,2,40.8,-6.2,147,339,392,76,182,329,12,14,15484.0,9081.8,177.8
ec1f737d,3,0,0,0,0,2.3,-0.7,4,19,23,4,7,12,0,0,913.1,410.9,0.0
ee833569,8,2,0,0,0,10.2,2.2,53,188,240,37,78,148,7,10,9456.0,4570.8,146.0
8cabdc1e,63,8,0,10,1,56.0,-6.0,186,431,1219,174,246,491,21,30,37667.1,7084.8,402.0
f554e29b,63,6,4,10,1,52.4,-9.6,321,703,890,112,316,484,22,33,35066.0,15231.2,495.0
085e71a7,8,1,0,1,0,8.1,0.1,43,97,304,23,39,61,2,20,9363.2,1567.8,446.0
9f5a610b,14,1,0,0,1,11.8,-1.2,63,150,284,42,74,164,7,2,9428.8,3330.0,20.4
a2565f79,5,0,0,1,0,2.7,-2.3,11,17,19,4,12,16,0,0,691.6,609.6,0.0
53e494ec,0,0,0,0,0,0.2,0.2,6,24,31,1,3,10,0,1,1481.8,168.9,21.0
74419746,30,4,0,3,1,33.2,4.2,139,301,1118,176,142,393,15,10,31415.8,3763.0,112.0
c9c32262,9,0,0,0,0,9.3,0.3,22,59,155,39,44,100,2,3,4696.5,1364.0,41.4
14a96e1c,27,5,0,4,0,28.2,1.2,70,221,379,74,143,275,6,10,13644.0,5062.2,108.0
fcb38f57,21,2,0,4,1,24.3,4.3,157,374,1004,164,149,347,25,45,33132.0,5438.5,756.0
880fcdbb,0,0,0,0,0,0.1,0.1,0,0,1,1,0,1,0,0,15.0,0.0,0.0
9413b19f,6,0,0,0,0,6.4,0.4,13,29,160,45,36,89,3,5,4016.0,954.0,73.0
9fa26bc2,33,7,2,4,0,26.7,-6.3,192,659,849,97,169,290,18,22,37695.6,11204.7,314.6
c1d95617,50,2,1,7,2,40.6,-7.4,189,577,733,120,231,495,21,23,31005.9,10741.5,301.3
a111cf41,42,3,0,2,3,37.5,-1.5,147,348,744,170,208,308,28,39,23287.2,10337.6,643.5
82b1198a,25,1,0,3,1,27.6,3.6,73,193,842,124,135,353,18,31,24081.2,3037.5,527.0
cf1c23d8,8,0,0,0,0,7.0,-1.0,12,42,89,19,22,56,1,2,2634.4,899.8,26.4
457cb02f,6,1,1,1,0,5.7,-0.3,15,26,53,9,15,22,1,1,1754.3,556.5,11.3
79b0d6a0,43,5,2,5,2,42.2,1.2,174,393,854,141,222,393,12,26,29206.8,6993.0,371.8
f058ed1f,3,0,0,1,0,1.8,-1.2,2,5,26,4,8,8,1,0,694.2,158.4,0.0
4c62d0c8,7,0,0,1,1,5.4,-0.6,13,34,108,17,26,77,1,4,3196.8,759.2,50.4
f6a06749,1,1,0,0,0,1.1,0.1,1,1,10,0,1,12,0,0,296.0,37.0,0.0
277da414,52,9,3,4,3,47.6,-1.4,206,616,957,133,229,476,28,25,38375.7,11839.3,295.0
67f649be,2,0,0,0,0,1.6,-0.4,4,8,19,2,4,4,0,1,632.7,119.2,16.0
0dfce079,5,1,1,0,0,6.4,1.4,22,62,72,10,28,42,1,1,2988.0,1430.8,13.8
d7a35008,1,1,0,0,0,1.0,0.0,2,4,2,0,2,1,0,0,114.0,131.0,0.0
e358587b,29,4,0,2,0,23.7,-5.3,66,133,429,73,99,186,10,10,12784.2,2979.9,137.0
1e26e376,33,6,0,1,2,30.8,-0.2,90,236,443,100,142,265,14,11,15327.8,5509.6,129.8
7b5f516f,1,0,0,0,0,1.0,0.0,2,6,12,0,4,3,0,0,453.6,157.2,0.0
b1f0b916,0,0,0,0,0,0.8,0.8,0,0,0,0,1,1,0,0,0.0,22.0,0.0
f02dde20,1,0,0,0,0,0.9,-0.1,6,21,30,3,7,14,2,0,1155.0,364.0,0.0
343f753a,24,3,0,1,0,24.6,0.6,166,320,433,45,130,235,10,13,17666.4,6032.0,208.0
0d422df7,50,5,0,4,1,45.5,-3.5,167,430,677,106,252,462,16,10,24845.9,9676.8,110.0
10dc46f0,59,4,3,7,2,50.6,-6.4,257,605,916,100,263,476,14,20,33525.6,12071.7,258.0
ab4449d6,53,8,1,3,2,53.3,2.3,193,459,956,164,294,498,27,14,32504.0,7820.4,158.2
ac4003af,5,2,0,1,0,5.6,0.6,8,33,107,33,28,45,1,4,2782.0,1316.0,55.6
339fe0e8,29,1,1,3,1,28.6,0.6,79,161,618,92,119,283,11,16,17613.0,2808.4,232.0
01b8a2b2,29,3,2,5,0,30.6,1.6,124,273,836,159,172,481,24,25,25748.8,5418.0,337.5
b056e3da,10,2,0,1,1,8.9,-0.1,33,74,168,14,36,82,6,3,5594.4,1260.0,37.5
e1b0a70d,43,2,0,2,2,31.6,-9.4,197,464,1356,141,170,291,22,51,43663.2,5729.0,851.7
77d6fd4d,70,5,1,5,6,65.2,1.2,133,386,1066,215,257,602,35,38,31447.0,9637.5,528.2
cc1a0c57,19,1,0,3,0,13.1,-5.9,20,69,182,41,54,95,2,6,5587.4,2019.6,98.4
54f6afe3,0,0,0,0,0,0.0,0.0,1,4,8,3,2,4,0,2,287.2,70.0,57.0
