id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
00b86f5e,10,31,21,1,2,3,1,2,1,1,0
01b8a2b2,1,5,4,2,1,0,2,0,0,0,0
072e68ed,9,20,11,4,2,1,2,1,1,0,0
0880e10b,4,7,3,0,1,1,0,0,0,0,0
10072610,8,32,24,4,1,1,2,1,1,0,0
10161491,13,40,28,0,1,5,0,1,1,0,0
1d2d5cc8,8,16,9,4,2,1,1,2,2,0,0
1e064bfb,3,10,7,0,0,2,0,0,0,0,0
277da414,11,28,16,2,2,2,1,3,2,1,0
2edbd8d5,3,8,5,0,0,1,0,0,0,0,0
2f18d0b8,1,1,0,0,1,0,0,0,0,0,0
31139973,3,5,2,0,0,1,0,1,1,0,0
374ee424,4,12,8,5,0,2,4,0,0,0,0
37998008,0,1,1,0,0,0,1,0,0,0,0
4030c7ae,11,34,23,3,1,3,1,1,1,0,0
41f0b196,4,21,17,1,1,1,0,0,0,0,0
466fb2c5,2,7,5,1,0,1,1,0,0,0,0
4a51ba65,3,14,11,4,1,0,3,1,1,0,0
4c5039bd,1,8,7,0,2,0,1,0,0,0,0
4e7db402,15,50,36,3,1,4,1,2,2,0,0
510c6a3f,1,3,2,1,0,0,0,0,0,0,0
53d93280,9,27,18,2,2,2,2,0,0,0,0
54bb5c3f,6,14,8,0,0,3,0,0,0,0,0
595ccab1,5,26,21,2,2,2,3,2,2,0,0
5e8936be,11,29,19,2,0,4,0,1,1,0,0
60713cb3,7,22,15,2,0,3,2,1,1,0,0
60831426,10,31,22,1,1,4,0,0,0,0,0
6115fddd,16,34,19,1,0,5,0,0,0,0,0
625c144a,3,9,6,0,1,1,1,1,1,0,0
65d62814,3,12,9,1,2,0,1,0,0,0,0
6f51e382,4,10,7,0,1,1,0,0,0,0,0
79b0d6a0,6,21,15,5,1,2,3,0,0,0,0
7b456af7,5,13,8,0,0,2,0,0,0,0,0
7ba6d84e,7,27,20,7,1,1,4,2,2,0,0
8a2248b4,6,29,23,4,1,2,3,0,0,0,0
9052e98c,5,15,10,0,0,2,0,0,0,0,0
939bc634,13,36,23,2,3,3,1,2,1,1,0
99351886,10,33,23,4,2,1,2,1,0,0,1
9e17ccff,3,6,3,0,1,0,0,0,0,0,0
a04e2dd2,5,18,13,0,0,2,0,0,0,0,0
a70b8345,6,21,15,5,2,2,4,0,0,0,0
a9107589,6,26,20,0,0,4,0,2,2,0,0
a92ab7be,3,21,18,4,1,1,3,0,0,0,0
ac295d9e,2,11,8,1,0,1,1,0,0,0,0
ad3389d5,5,10,6,2,0,1,1,1,1,0,0
afb0c500,13,40,28,4,1,3,1,1,1,0,0
b69dfb42,10,24,14,2,2,2,3,1,1,0,0
bcf5058a,2,3,1,0,0,1,0,0,0,0,0
be855308,9,31,22,2,1,3,1,2,2,0,0
cfd68aa7,6,22,16,0,0,3,0,1,1,0,0
dbd1b101,1,5,4,0,1,0,0,0,0,0,0
ea83bfa6,0,3,3,1,0,0,1,0,0,0,0
eb2b33aa,4,10,6,0,0,2,0,0,0,0,0
ef3909cd,7,23,16,3,1,2,2,1,1,0,0
f63a8347,6,19,13,3,0,2,2,1,1,0,0
f6798fc3,0,4,4,1,0,0,1,0,0,0,0
ff74841d,2,9,7,1,0,1,1,0,0,0,0
