id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
314c2af0,4,16,12,1,1,3,1,1,0,0,1
28d596a0,8,25,17,11,2,0,7,0,0,0,0
56901a62,3,11,8,0,0,2,0,0,0,0,0
0ef05b3e,0,2,2,0,1,0,1,0,0,0,0
e65dd8dc,12,35,26,0,1,3,1,0,0,0,0
1e064bfb,16,46,30,4,3,2,2,0,0,0,0
6115fddd,10,33,23,3,0,4,2,0,0,0,0
6503ae16,1,1,0,0,1,0,0,0,0,0,0
eb2b33aa,1,5,4,0,0,1,0,0,0,0,0
a179d516,2,3,2,1,1,0,1,0,0,0,0
71672fa0,11,34,24,7,1,3,6,1,1,0,0
c52b28d0,5,8,3,0,0,1,0,1,1,0,0
1c0ddebb,7,21,15,2,1,3,3,0,0,0,0
2434f24a,6,19,12,2,1,3,2,1,0,1,0
a04e2dd2,11,36,25,2,3,3,2,0,0,0,0
26383ea5,4,6,2,1,0,2,1,0,0,0,0
a3d524cb,7,25,18,0,2,3,1,1,1,0,0
6bfaecc4,6,21,15,0,3,2,1,1,1,0,0
88b748d2,7,23,16,2,2,2,1,1,0,1,0
e0238966,3,3,0,0,0,1,0,1,1,0,0
307fcd26,13,40,26,5,5,2,5,2,1,1,0
85b4255f,4,11,7,0,0,2,0,0,0,0,0
8ae07c1c,0,4,4,0,1,0,1,0,0,0,0
b15780e3,8,20,12,3,0,3,2,1,1,0,0
74419746,1,17,16,2,1,1,3,0,0,0,0
5e91ddf8,14,53,40,0,1,5,0,1,1,0,0
3f65d5ce,5,11,5,1,0,1,0,1,0,1,0
ad3389d5,8,21,13,3,2,1,2,0,0,0,0
088e6424,8,27,19,1,2,3,1,1,1,0,0
a98a9189,2,4,2,0,0,0,0,0,0,0,0
7f66ea09,1,2,1,0,1,0,0,0,0,0,0
32e7ce92,10,23,14,2,0,3,0,1,1,0,0
2fabebc0,2,5,3,0,0,1,0,0,0,0,0
f70e46e6,1,4,3,1,0,0,0,0,0,0,0
3470f44e,3,3,0,0,0,1,0,0,0,0,0
179d2851,14,34,21,5,3,4,5,1,1,0,0
dc366c36,12,37,25,4,1,2,1,0,0,0,0
0538066d,4,10,6,2,1,1,2,0,0,0,0
cd1b2304,4,11,7,1,0,1,0,0,0,0,0
b8798a46,4,16,13,2,1,1,2,1,1,0,0
2628fd2b,2,7,5,3,0,0,2,0,0,0,0
58f077c0,8,32,24,6,2,2,5,0,0,0,0
20b9f052,2,5,3,1,1,0,0,0,0,0,0
7847ad0c,11,23,13,0,1,3,1,2,2,0,0
8a6ab963,10,47,37,4,2,3,2,1,1,0,0
6f4e1c93,10,25,17,1,2,2,1,1,1,0,0
1d2d5cc8,3,4,1,0,0,1,0,0,0,0,0
7956236f,0,0,0,1,0,0,1,0,0,0,0
f3a97d02,8,21,14,1,3,2,2,0,0,0,0
9413b19f,7,26,20,3,0,3,2,1,1,0,0
a2abe631,2,9,7,0,1,1,1,1,1,0,0
dc29b608,8,20,12,2,1,3,1,0,0,0,0
a9dc785c,10,31,21,5,1,2,3,1,1,0,0
1e9bde92,9,31,22,3,1,2,2,1,1,0,0
a165a577,1,2,1,0,1,0,0,0,0,0,0
88b5445c,3,4,1,0,0,2,0,0,0,0,0
4c5039bd,12,25,14,1,0,5,0,1,1,0,0
76806215,10,18,10,0,1,3,0,0,0,0,0
c8a88acd,9,17,8,1,0,3,0,0,0,0,0
34c3b935,6,10,4,0,1,1,0,1,1,0,0
dc4511f3,7,26,19,1,2,2,1,1,1,0,0
50310821,2,5,3,0,0,1,0,0,0,0,0
e358587b,9,18,10,3,1,2,1,1,1,0,0
22db7a5e,2,10,8,1,1,1,1,0,0,0,0
cda0b317,6,23,18,2,3,1,4,1,1,0,0
a70b8345,1,6,5,2,0,0,1,0,0,0,0
903b6e8b,9,35,25,3,1,3,1,1,0,1,0
d97b252e,6,19,13,2,2,1,0,0,0,0,0
74733221,3,15,12,3,1,1,2,0,0,0,0
110a95ca,12,39,28,4,0,4,3,0,0,0,0
bea81d41,10,24,14,1,0,4,1,2,2,0,0
38d14822,7,12,5,0,0,4,0,0,0,0,0
0a86fd8b,2,5,3,0,0,1,0,0,0,0,0
5512b1a9,0,0,0,0,0,0,0,0,0,0,0
339fe0e8,5,15,10,2,0,2,0,0,0,0,0
387750b7,14,29,16,3,1,4,3,2,2,0,0
5640992b,10,29,18,3,2,3,4,1,0,1,0
9bc78273,3,9,7,0,0,1,0,0,0,0,0
ce17b5eb,13,57,43,7,4,1,4,4,3,1,0
7a8779f3,3,11,8,0,0,2,0,0,0,0,0
7b456af7,12,29,17,6,1,3,4,2,1,0,1
7750462c,7,20,13,2,1,2,1,1,1,0,0
1e101451,1,6,5,0,1,0,0,0,0,0,0
61911828,13,28,15,1,2,3,0,0,0,0,0
03df04ff,6,19,13,3,1,2,2,1,1,0,0
38cd5b8f,10,30,20,3,3,2,3,0,0,0,0
0be3255b,12,34,22,8,0,2,3,1,0,1,0
08a2c314,1,5,4,0,1,0,0,0,0,0,0
0f276764,6,9,3,1,0,1,1,1,1,0,0
