id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
b3de00a7,1,5,4,0,0,1,0,0,0,0,0
42ec696a,8,25,17,0,3,3,2,1,1,0,0
8fa8f8d2,3,7,4,4,0,0,2,0,0,0,0
011d8c56,0,1,1,1,0,0,1,0,0,0,0
9f0ea33f,0,2,2,1,0,0,1,0,0,0,0
55b93ae0,3,4,1,0,0,1,0,1,1,0,0
56901a62,10,21,10,0,1,2,0,1,0,1,0
60a6fe9c,8,23,16,1,2,3,2,1,1,0,0
f7b10c66,10,37,27,5,1,2,3,0,0,0,0
c2e41cfb,7,9,2,0,0,2,0,0,0,0,0
47064058,6,14,7,4,2,1,4,1,0,1,0
93b95f72,14,30,16,1,0,5,0,1,1,0,0
6ca0b04a,4,13,9,0,0,2,0,1,1,0,0
8a2248b4,15,29,14,1,0,4,1,0,0,0,0
53d93280,5,12,8,1,1,1,1,3,3,0,0
3d214e5f,5,23,18,2,2,2,2,0,0,0,0
79c536d7,14,32,18,1,1,4,0,5,5,0,0
b4a98bb4,3,3,0,0,0,1,0,0,0,0,0
fe7d8182,4,10,6,0,0,2,0,0,0,0,0
5e8936be,7,36,30,3,4,1,3,2,2,0,0
afff46e6,7,26,19,1,2,3,2,1,1,0,0
eb2b33aa,5,14,9,1,1,2,1,0,0,0,0
7f40333d,3,12,9,4,0,1,2,0,0,0,0
950ff24d,1,3,2,0,0,1,0,0,0,0,0
cd7dade5,2,5,3,0,0,1,0,0,0,0,0
f94e06da,10,26,16,3,2,3,2,1,1,0,0
6ce46a59,7,11,4,0,0,1,0,3,3,0,0
08f5afaa,12,32,20,2,4,2,0,2,2,0,0
67669ce7,0,1,1,0,1,0,1,0,0,0,0
54bb5c3f,12,34,22,1,1,4,0,1,1,0,0
11c7fa75,5,16,11,0,0,2,0,1,1,0,0
05bffdb1,7,16,9,2,1,1,0,4,3,0,1
7ba6d84e,6,22,17,3,1,1,2,1,1,0,0
8b3d765f,3,9,6,0,0,1,0,0,0,0,0
cb4f24c6,4,16,12,5,1,0,3,0,0,0,0
d1274b84,5,11,6,0,0,1,0,0,0,0,0
10161491,2,3,1,1,0,0,0,0,0,0,0
8f1d4155,8,17,9,0,0,3,0,1,0,0,1
e5a76dfe,1,12,11,2,2,0,3,1,0,0,1
ad3389d5,8,18,9,4,0,1,0,0,0,0,0
55bd7d45,16,37,21,0,0,5,0,2,1,1,0
c585302b,0,1,1,0,1,0,1,0,0,0,0
