id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
05bffdb1,9,20,11,2,0,4,1,1,1,0,0
072e68ed,6,15,9,0,2,1,0,0,0,0,0
0743d0ec,2,9,7,1,1,1,1,0,0,0,0
10072610,6,24,17,2,1,1,0,2,1,1,0
118b60ce,0,0,0,0,1,0,1,0,0,0,0
1d2d5cc8,0,0,0,1,0,0,1,0,0,0,0
20b9f052,7,14,8,0,4,1,2,0,0,0,0
20de219a,1,4,3,0,1,0,0,1,1,0,0
2f965a72,8,38,31,5,2,4,5,0,0,0,0
2fabebc0,3,3,0,0,0,1,0,0,0,0,0
332695f4,2,6,4,1,0,1,1,0,0,0,0
339fe0e8,7,25,19,2,4,2,4,2,2,0,0
34ccf6fa,1,6,5,1,0,1,1,0,0,0,0
374ee424,4,14,10,2,3,0,2,0,0,0,0
3b0108d6,1,3,3,0,1,0,0,0,0,0,0
4030c7ae,9,30,22,1,0,4,1,1,0,1,0
4535e4bb,7,20,12,0,1,2,0,3,2,1,0
4980c6be,4,13,9,0,0,2,0,2,2,0,0
510c6a3f,8,20,12,2,2,2,2,1,1,0,0
53af52f3,11,25,13,2,2,2,0,1,0,1,0
53e360bb,7,23,16,0,1,3,0,0,0,0,0
55b93ae0,2,8,6,1,0,1,1,0,0,0,0
56901a62,2,7,6,1,0,0,0,0,0,0,0
56f99ec7,3,4,1,0,0,1,0,0,0,0,0
58f077c0,9,31,22,4,1,3,3,1,1,0,0
5e8936be,8,31,24,3,2,2,1,2,2,0,0
6f4e1c93,7,12,4,1,0,2,0,0,0,0,0
6f51e382,8,23,15,2,3,1,1,2,2,0,0
7b456af7,12,30,18,3,0,5,2,1,1,0,0
7f40333d,10,27,17,1,2,3,1,3,2,0,1
82b1198a,2,5,3,0,1,0,0,0,0,0,0
8a6ab963,1,1,0,0,0,1,0,0,0,0,0
9328b835,0,0,0,1,0,0,1,0,0,0,0
939bc634,2,7,5,2,1,0,2,0,0,0,0
93fffbcf,5,17,12,1,2,1,0,0,0,0,0
9413b19f,13,24,11,3,1,3,1,2,2,0,0
972d595a,2,15,11,2,1,0,1,2,0,2,0
99047b00,5,12,6,0,2,1,0,2,1,1,0
a111cf41,6,18,12,4,1,1,2,2,1,1,0
a2abe631,3,22,18,3,3,0,4,1,0,1,0
a3b0ed18,5,17,12,0,2,2,0,1,1,0,0
a9a3b55d,7,19,12,1,1,2,2,0,0,0,0
ad3389d5,8,36,28,4,1,2,2,2,2,0,0
afb0c500,6,21,15,3,3,1,2,0,0,0,0
b69dfb42,10,29,19,0,2,4,0,1,1,0,0
b9139383,10,28,18,1,0,3,1,2,2,0,0
bcb2ccd8,7,17,10,3,2,1,2,1,1,0,0
be855308,1,11,10,0,1,1,1,0,0,0,0
c924b17d,9,28,19,0,2,3,1,0,0,0,0
cb4f24c6,13,32,20,2,0,3,1,1,1,0,0
cc1c5035,2,8,6,0,1,1,1,0,0,0,0
cd59b9df,6,11,6,0,1,1,0,2,2,0,0
ce17b5eb,13,47,33,7,6,0,2,3,2,1,0
d0d98611,2,9,7,0,0,1,0,0,0,0,0
d1a08b5a,0,1,1,1,0,0,1,0,0,0,0
d6f6ce93,4,8,4,0,1,1,0,0,0,0,0
ea83bfa6,11,25,15,2,2,2,2,1,1,0,0
ef3909cd,12,35,23,6,2,3,4,5,5,0,0
f00de885,6,23,17,6,2,0,4,0,0,0,0
f3a97d02,15,53,39,6,3,5,3,2,1,1,0
f6798fc3,4,19,15,2,0,2,1,1,1,0,0
f9e0c603,10,27,17,1,2,3,1,2,2,0,0
fd834d1d,3,6,3,0,0,1,0,1,1,0,0
