id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Köln,29-292,1993,6.4,151,136,14,0,1,1,13,6,0,0,0,0,106,1,5,Matches
501055d8,Karim Adeyemi,de GER,"FW,MF",Dortmund,21-052,2002,8.9,287,274,12,3,0,1,15,4,5,5,0,0,210,1,13,Matches
dcfb17f4,Amine Adli,fr FRA,FW,Leverkusen,22-305,2000,8.4,300,283,13,1,2,2,10,4,5,0,2,0,231,4,10,Matches
cb6d81b3,Felix Agu,de GER,"DF,FW",Werder Bremen,23-165,1999,0.5,25,19,6,0,0,0,1,6,0,0,0,0,16,0,2,Matches
a6c58494,Naouirou Ahamada,fr FRA,MF,Stuttgart,20-347,2002,15.5,529,514,13,4,2,1,6,5,0,0,0,0,449,2,13,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Mainz 05,29-014,1994,5.2,172,169,1,0,0,4,1,0,0,0,0,0,94,2,6,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,27-326,1995,13.3,652,610,42,17,1,9,7,25,0,0,0,0,512,0,14,Matches
834d0be5,Lucas Alario,ar ARG,FW,Eint Frankfurt,30-154,1992,3.0,64,60,4,0,0,0,0,0,0,0,0,0,43,0,1,Matches
00f518d8,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,21-236,2001,1.4,58,49,9,0,0,0,2,9,0,0,0,0,43,0,2,Matches
8ce30c57,Éder Álvarez Balanta,co COL,MF,Schalke 04,30-011,1993,1.6,44,41,1,1,1,1,0,0,0,0,0,0,28,2,1,Matches
cd682b6b,Lukáš Ambros,cz CZE,MF,Wolfsburg,18-279,2004,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",Leverkusen,26-135,1996,7.8,350,327,21,10,2,2,11,1,6,1,5,0,298,2,11,Matches
e0b113a7,Robert Andrich,de GER,MF,Leverkusen,28-170,1994,18.7,1048,1016,30,26,0,4,4,4,0,0,0,0,879,2,10,Matches
30941e96,Angeliño,es ESP,DF,Hoffenheim,26-066,1997,20.7,1119,843,262,23,1,10,135,204,35,10,20,0,739,14,31,Matches
5e66fa06,Waldemar Anton,de GER,DF,Stuttgart,26-234,1996,22.4,1393,1252,138,42,3,12,24,95,0,0,0,0,1098,3,25,Matches
0a3f6cde,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,29-032,1994,12.8,349,252,95,3,1,1,35,84,2,0,0,0,208,2,14,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,Leverkusen,33-328,1989,5.5,311,290,20,12,0,0,12,1,7,4,3,0,248,1,3,Matches
86e119e0,Maximilian Arnold,de GER,MF,Wolfsburg,28-288,1994,22.2,1144,917,217,132,4,23,117,5,68,47,19,0,861,10,6,Matches
13ddc856,Takuma Asano,jp JPN,"FW,MF",Bochum,28-121,1994,10.4,189,183,4,1,1,0,14,2,1,0,0,0,134,2,8,Matches
35f67a30,Fisnik Asllani,xk KVX,FW,Hoffenheim,20-215,2002,1.4,50,49,1,0,0,0,2,0,0,0,0,0,30,0,2,Matches
fe46e261,Mehmet-Can Aydin,de GER,DF,Schalke 04,21-030,2002,4.3,162,120,38,2,1,0,11,36,0,0,0,0,94,4,7,Matches
ce81d82d,Ayman Azhil,ma MAR,MF,Leverkusen,21-335,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
10549b49,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,28-069,1995,6.2,151,142,8,0,1,0,0,1,0,0,0,0,101,1,3,Matches
f582d5c1,Sanoussy Ba,de GER,DF,RB Leipzig,19-065,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
a8567629,Mitchel Bakker,nl NED,"MF,DF",Leverkusen,22-264,2000,11.8,643,527,115,11,1,6,18,104,0,0,0,0,508,1,13,Matches
442b56fa,Ridle Baku,de GER,DF,Wolfsburg,24-337,1998,21.9,1203,997,201,19,2,6,58,180,2,2,0,0,943,5,26,Matches
a2a85828,Aymen Barkok,ma MAR,MF,Mainz 05,24-294,1998,3.8,155,146,6,0,1,1,10,4,2,1,1,0,104,3,5,Matches
00242b75,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,23-067,2000,15.0,367,359,5,5,1,0,5,0,0,0,0,0,248,3,14,Matches
e61bdd69,Gil Bastião Dias,pt POR,FW,Stuttgart,26-164,1996,3.1,125,122,3,1,0,0,6,2,0,0,0,0,85,0,12,Matches
44a20f0c,Maximilian Bauer,de GER,DF,Augsburg,23-030,2000,12.2,438,426,11,10,0,5,1,1,0,0,0,0,311,1,6,Matches
47064058,Oliver Baumann,de GER,GK,Hoffenheim,32-282,1990,23.0,1002,807,192,49,0,5,0,0,0,0,0,0,806,3,1,Matches
bd7d2e6d,Timo Baumgartl,de GER,DF,Union Berlin,27-007,1996,4.5,235,226,9,7,0,2,5,0,0,0,0,0,190,0,1,Matches
69374ff5,Julian Baumgartlinger,at AUT,MF,Augsburg,35-068,1988,4.0,151,145,6,3,0,2,2,1,0,0,0,0,122,0,1,Matches
437f2b00,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,23-222,1999,20.5,699,644,49,7,2,7,23,28,1,0,0,0,470,6,32,Matches
fbbc8e15,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,26-202,1996,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
a53b661f,Ihlas Bebou,tg TOG,FW,Hoffenheim,28-322,1994,5.2,99,87,11,0,0,0,4,5,0,0,0,0,62,1,2,Matches
