id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
a7e4760c,Ismael Aaneba,fr FRA,DF,Strasbourg,19,1999,3,204,68,6.0,2.3,3,68,1,0,,7,0.33,0,2,-2,-0.88,-1.22,1.3,3.1,-1.8,-0.80,-0.57,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,30,1987,38,3420,90,100.0,38.0,38,90,38,0,,0,1.45,39,42,-3,-0.08,,38.1,45.0,-6.9,-0.18,,Matches
2f798b41,Aymen Abdennour,tn TUN,DF,Marseille,28,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Dijon,25,1992,26,2023,78,59.2,22.5,23,84,16,3,28,1,0.81,18,30,-12,-0.53,+0.56,22.2,31.3,-9.2,-0.41,+0.19,Matches
469d3d84,Charles Abi,fr FRA,"DF,FW",Saint-Étienne,18,2000,3,32,11,0.9,0.4,0,,0,3,11,4,1.67,0,0,0,0.00,-0.48,1.0,1.3,-0.3,-0.75,-0.92,Matches
16714a62,Khaled Adénon,bj BEN,DF,Amiens,33,1985,23,1994,87,58.3,22.2,22,89,20,1,45,10,0.91,16,32,-16,-0.72,-0.41,18.3,28.1,-9.7,-0.44,-0.14,Matches
26777636,Yacine Adli,fr FRA,MF,Bordeaux,18,2000,7,216,31,6.3,2.4,2,71,0,5,15,3,0.57,0,2,-2,-0.83,-0.66,2.0,2.9,-1.0,-0.40,-0.04,Matches
e621fe01,Amir Adouyev,ru RUS,MF,Montpellier,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Dijon,22,1996,13,1050,81,30.7,11.7,12,87,10,1,3,7,0.85,11,17,-6,-0.51,+0.36,11.1,15.9,-4.8,-0.41,+0.11,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Montpellier,25,1993,29,2528,87,73.9,28.1,29,87,26,0,,0,1.52,39,30,+9,+0.32,+0.12,37.7,31.8,+5.8,+0.21,-0.04,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Monaco,24,1994,17,1075,63,31.4,11.9,12,77,7,5,31,5,1.00,10,13,-3,-0.25,+0.36,15.6,13.9,+1.7,+0.14,+0.32,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,22,1996,13,936,72,27.4,10.4,11,82,7,2,16,1,1.85,16,9,+7,+0.67,+0.27,13.4,14.2,-0.8,-0.07,-0.33,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Monaco,22,1996,13,1073,83,31.4,11.9,12,88,10,1,20,4,0.85,13,18,-5,-0.42,+0.12,13.9,16.8,-2.8,-0.24,-0.24,Matches
9b398aea,Rayan Aït Nouri,fr FRA,"DF,MF",Angers,17,2001,3,57,19,1.7,0.6,0,,0,3,19,16,0.33,1,3,-2,-3.16,-3.08,0.9,2.0,-1.1,-1.77,-1.88,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Strasbourg,24,1994,25,1531,61,44.8,17.0,18,78,6,7,17,3,1.20,22,25,-3,-0.18,-0.80,17.6,23.3,-5.7,-0.33,-0.13,Matches
5314e067,Sofiane Alakouch,ma MAR,DF,Nîmes,20,1998,25,1895,76,55.4,21.1,23,80,14,2,26,3,1.24,28,36,-8,-0.38,-0.79,23.8,37.3,-13.6,-0.64,-1.06,Matches
0f4c0bad,Alexis Alegue,fr FRA,FW,Nantes,21,1996,1,5,5,0.1,0.1,0,,0,1,5,0,0.00,1,0,+1,+18.00,+18.03,0.0,0.0,0.0,+0.21,+0.15,Matches
8fa8f8d2,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,23,1995,25,2250,90,65.8,25.0,25,90,25,0,,12,1.04,24,43,-19,-0.76,+0.01,29.2,37.9,-8.7,-0.35,+0.40,Matches
67cd5f5d,Abdallah Ali Mohamed,km COM,DF,Marseille,19,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
bdedd861,Rachid Alioui,ma MAR,FW,Nîmes,26,1992,27,1252,46,36.6,13.9,11,86,9,16,19,4,1.52,23,21,+2,+0.14,+0.27,19.7,20.0,-0.3,-0.02,+0.24,Matches
8870154f,Bobby Allain,fr FRA,GK,Dijon,26,1991,13,1170,90,34.2,13.0,13,90,13,0,,25,0.62,7,17,-10,-0.77,-0.01,10.6,20.3,-9.7,-0.75,-0.40,Matches
0a63446f,Mickaël Alphonse,gp GLP,DF,Dijon,29,1989,11,571,52,16.7,6.3,6,90,6,5,6,11,1.00,7,16,-9,-1.42,-0.79,6.6,10.2,-3.5,-0.55,-0.08,Matches
c9e99e49,Dani Alves,br BRA,"MF,DF",Paris S-G,35,1983,23,1622,71,47.4,18.0,19,82,12,4,18,0,2.00,45,22,+23,+1.28,-1.08,42.4,19.9,+22.5,+1.25,-0.19,Matches
d7bf3d19,Romain Amalfitano,fr FRA,"MF,FW",Dijon,28,1989,32,2522,79,73.7,28.0,30,82,21,2,25,2,0.88,20,46,-26,-0.93,-0.63,25.9,43.2,-17.3,-0.62,-0.51,Matches
22721b88,Jordan Amavi,fr FRA,DF,Marseille,24,1994,28,2177,78,63.7,24.2,24,87,20,4,20,4,1.39,40,34,+6,+0.25,+0.10,33.1,31.0,+2.1,+0.09,-0.28,Matches
bcc81786,Kelvin Amian,fr FRA,DF,Toulouse,20,1998,32,2880,90,84.2,32.0,32,90,32,0,,1,1.09,31,47,-16,-0.50,+0.50,40.8,47.8,-7.1,-0.22,+0.38,Matches
aeed036d,Yanis Ammour,fr FRA,MF,Montpellier,19,1999,1,2,2,0.1,0.0,0,,0,1,2,2,3.00,0,0,0,0.00,-0.29,0.0,0.1,-0.1,-4.90,-5.12,Matches
ef9c1c95,Benjamin André,fr FRA,MF,Rennes,27,1990,30,2495,83,73.0,27.7,28,87,24,2,35,0,1.20,37,40,-3,-0.11,-0.69,38.5,34.2,+4.3,+0.16,-0.20,Matches
872cd68c,Yoann Andreu,fr FRA,DF,Angers,29,1989,1,4,4,0.1,0.0,0,,0,1,4,2,0.00,0,1,-1,-22.50,-22.39,0.0,0.4,-0.4,-9.27,-9.36,Matches
a5db0bec,Houssem Aouar,fr FRA,MF,Lyon,20,1998,37,3061,83,89.5,34.0,35,87,26,2,12,1,1.86,62,45,+17,+0.50,-1.00,65.3,41.5,+23.9,+0.70,-0.78,Matches
fa18c72e,Luiz Araújo,br BRA,"FW,MF",Lille,22,1996,25,781,31,22.8,8.7,6,74,1,19,18,11,1.76,12,11,+1,+0.12,-1.04,12.0,11.0,+1.0,+0.11,-0.45,Matches
2f965a72,Alphonse Areola,fr FRA,GK,Paris S-G,25,1993,21,1890,90,55.3,21.0,21,90,21,0,,13,2.43,55,17,+38,+1.81,-0.07,48.2,20.4,+27.8,+1.33,-0.05,Matches
9dd5da03,Yoël Armougom,fr FRA,DF,Caen,20,1998,29,1853,64,54.2,20.6,20,86,16,9,16,6,0.97,18,29,-11,-0.53,+0.27,17.7,35.5,-17.8,-0.87,0.00,Matches
6a827d8e,Youcef Atal,dz ALG,"DF,FW",Nice,22,1996,29,2263,78,66.2,25.1,25,87,23,4,21,0,1.38,21,21,0,0.00,+0.39,33.1,31.2,+1.9,+0.08,+0.52,Matches
d3ce9f1f,Ludovic Baal,gf GUF,DF,Rennes,32,1986,2,126,63,3.7,1.4,1,90,1,1,36,0,1.50,3,3,0,0.00,-0.08,1.2,2.2,-1.0,-0.73,-0.98,Matches
06df8256,Benoît Badiashile,fr FRA,DF,Monaco,17,2001,20,1762,88,51.5,19.6,20,88,19,0,,5,1.05,20,33,-13,-0.66,-0.34,22.4,29.0,-6.6,-0.34,-0.55,Matches
34e38ddf,Loic Badiashile,fr FRA,GK,Rennes,20,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
34e38ddf,Loic Badiashile,fr FRA,GK,Monaco,20,1998,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
5046b7d4,Stéphane Bahoken,cm CMR,FW,Angers,26,1992,32,2469,77,72.2,27.4,31,79,6,1,33,0,1.28,31,28,+3,+0.11,+0.87,33.7,33.4,+0.3,+0.01,-0.23,Matches
f449640d,Fodé Ballo-Touré,sn SEN,DF,Lille,21,1997,18,1593,89,46.6,17.7,18,89,16,0,,0,1.89,29,17,+12,+0.68,-0.46,26.2,21.7,+4.5,+0.25,-0.38,Matches
f449640d,Fodé Ballo-Touré,sn SEN,DF,Monaco,21,1997,18,1594,89,46.6,17.7,18,89,17,0,,0,1.22,21,26,-5,-0.28,+0.41,23.8,23.4,+0.4,+0.02,+0.18,Matches
4e7bfc23,Florent Balmont,fr FRA,MF,Dijon,38,1980,20,1076,54,31.5,12.0,15,66,4,5,18,8,0.95,9,25,-16,-1.34,-0.84,10.4,21.6,-11.2,-0.94,-0.66,Matches
8ff07990,Mario Balotelli,it ITA,FW,Nice,27,1990,10,752,75,22.0,8.4,9,79,2,1,45,0,1.70,5,4,+1,+0.12,+0.32,8.3,10.2,-1.9,-0.23,-0.17,Matches
8ff07990,Mario Balotelli,it ITA,FW,Marseille,27,1990,15,933,62,27.3,10.4,12,72,2,3,22,0,1.40,14,14,0,0.00,-0.29,13.9,11.5,+2.3,+0.22,+0.05,Matches
7fecbcdb,Abdoulaye Bamba,ci CIV,DF,Angers,28,1990,30,2573,86,75.2,28.6,29,89,27,1,1,4,1.33,36,33,+3,+0.10,+0.95,37.7,36.8,+0.9,+0.03,-0.17,Matches
b2bd0f6c,Jonathan Bamba,fr FRA,"FW,MF",Lille,22,1996,38,3004,79,87.8,33.4,35,84,25,3,20,0,1.97,62,29,+33,+0.99,+0.56,53.0,37.9,+15.0,+0.45,-0.06,Matches
a1d04509,Yacine Bammou,ma MAR,"FW,MF",Caen,26,1991,17,923,54,27.0,10.3,9,85,6,8,20,5,0.76,9,11,-2,-0.20,+0.63,10.0,14.2,-4.1,-0.40,+0.63,Matches
06d51feb,Théo Barbet,fr FRA,DF,Dijon,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
0557ff4f,Danilo Barbosa,br BRA,MF,Nice,22,1996,22,1548,70,45.3,17.2,18,81,10,4,21,5,1.55,15,17,-2,-0.12,+0.03,20.9,22.9,-2.0,-0.12,-0.03,Matches
6a189491,Antonio Barreca,it ITA,DF,Monaco,23,1995,7,593,85,17.3,6.6,7,85,4,0,,2,0.86,9,9,0,0.00,+0.60,10.7,8.0,+2.7,+0.40,+0.58,Matches
80556f08,Toma Bašić,hr CRO,MF,Bordeaux,21,1996,23,1333,58,39.0,14.8,16,75,6,7,19,8,0.78,11,18,-7,-0.47,-0.43,14.5,23.6,-9.1,-0.61,-0.41,Matches
65391fa7,Thomas Basila,fr FRA,DF,Nantes,19,1999,2,92,46,2.7,1.0,1,90,1,1,2,2,3.00,2,1,+1,+0.98,+1.01,1.0,1.6,-0.5,-0.54,-0.61,Matches
2515040a,Paul Baysse,fr FRA,DF,Bordeaux,30,1988,1,74,74,2.2,0.8,0,,0,1,74,0,0.00,0,2,-2,-2.43,-2.27,0.2,1.5,-1.3,-1.57,-1.24,Matches
2515040a,Paul Baysse,fr FRA,DF,Caen,30,1988,20,1788,89,52.3,19.9,20,89,19,0,,6,0.75,18,27,-9,-0.45,+0.43,18.1,29.8,-11.6,-0.58,+0.59,Matches
8ca253a3,Claudio Beauvue,gp GLP,"FW,MF",Caen,30,1988,25,1499,60,43.8,16.7,16,82,8,9,21,3,0.68,13,23,-10,-0.60,+0.10,15.0,27.3,-12.3,-0.74,+0.23,Matches
c05d65d1,Sami Ben Amar,ma MAR,FW,Nîmes,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
74dc806c,Hatem Ben Arfa,fr FRA,"FW,MF",Rennes,31,1987,26,2033,78,59.4,22.6,23,85,16,3,24,2,1.27,30,30,0,0.00,-0.19,32.2,26.4,+5.7,+0.25,+0.11,Matches
b7e7937d,Diego Benaglio,ch SUI,GK,Monaco,34,1983,23,2058,89,60.2,22.9,22,90,22,1,78,11,0.78,20,38,-18,-0.79,-0.72,25.9,33.1,-7.2,-0.31,-0.60,Matches
30395d3b,Nicolas Benezet,fr FRA,"MF,FW",Guingamp,27,1991,25,1666,67,48.7,18.5,18,82,12,7,28,0,0.68,11,28,-17,-0.92,+0.26,18.6,23.9,-5.3,-0.28,+0.11,Matches
8a2248b4,Walter Benítez,ar ARG,GK,Nice,25,1993,35,3150,90,92.1,35.0,35,90,35,0,,3,1.57,29,29,0,0.00,+1.67,42.4,46.7,-4.3,-0.12,-0.33,Matches
b6047994,Bilal Benkhedim,fr FRA,MF,Saint-Étienne,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
fbf76716,Yassine Benrahou,fr FRA,"MF,FW",Bordeaux,19,1999,4,177,44,5.2,2.0,1,90,1,3,29,2,0.00,0,2,-2,-1.02,-0.85,1.3,1.4,-0.1,-0.05,+0.33,Matches
378825c7,Ramy Bensebaini,dz ALG,DF,Rennes,23,1995,25,2152,86,62.9,23.9,24,86,21,1,78,1,1.36,33,33,0,0.00,-0.21,34.6,28.3,+6.2,+0.26,+0.14,Matches
6fbde63a,Yassine Benzia,dz ALG,MF,Lille,23,1994,2,160,80,4.7,1.8,2,80,0,0,,0,2.00,3,1,+2,+1.13,+0.21,2.1,1.7,+0.4,+0.22,-0.24,Matches
9001138b,Robert Berić,si SVN,FW,Saint-Étienne,27,1991,23,1175,51,34.4,13.1,12,78,5,11,22,12,1.43,26,13,+13,+1.00,+0.80,20.7,16.7,+4.1,+0.31,+0.22,Matches
28dabd43,Paul Bernardoni,fr FRA,GK,Nîmes,21,1997,38,3420,90,100.0,38.0,38,90,38,0,,0,1.39,57,58,-1,-0.03,,50.0,56.5,-6.5,-0.17,,Matches
433dc9a2,Juan Bernat,es ESP,"DF,MF",Paris S-G,25,1993,25,1836,73,53.7,20.4,21,84,15,4,19,0,2.28,55,15,+40,+1.96,+0.26,46.7,20.6,+26.1,+1.28,-0.15,Matches
07a821e4,Antoine Bernede,fr FRA,MF,Paris S-G,19,1999,2,169,85,4.9,1.9,2,85,1,0,,2,3.00,4,1,+3,+1.60,-0.26,4.5,1.3,+3.2,+1.70,+0.37,Matches
380a15e2,Dimitry Bertaud,fr FRA,GK,Montpellier,20,1998,1,90,90,2.6,1.0,1,90,1,0,,30,1.00,0,0,0,0.00,-0.30,0.5,0.8,-0.3,-0.29,-0.52,Matches
6f6d9eac,Dorian Bertrand,mg MAD,MF,Angers,25,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
4e9957ff,Loïc Bessile,tg TOG,DF,Toulouse,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
de40e38c,Giulian Biancone,fr FRA,DF,Monaco,18,2000,1,90,90,2.6,1.0,1,90,1,0,,5,0.00,0,2,-2,-2.00,-1.54,0.6,1.1,-0.4,-0.45,-0.39,Matches
29df114a,Yohan Bilingi,fr FRA,DF,Guingamp,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
6191093d,Ludovic Blas,fr FRA,"MF,FW",Guingamp,20,1997,34,2372,70,69.4,26.4,27,82,15,7,22,2,0.76,20,42,-22,-0.83,+0.71,26.6,35.2,-8.6,-0.33,+0.05,Matches
c69ef855,Alexis Blin,fr FRA,MF,Amiens,21,1996,27,1990,74,58.2,22.1,25,79,14,2,7,3,1.00,15,27,-12,-0.54,+0.02,20.3,29.3,-9.0,-0.41,-0.07,Matches
7d937aa1,Antonin Bobichon,fr FRA,MF,Nîmes,22,1995,30,2153,72,63.0,23.9,24,86,17,6,15,8,1.40,36,34,+2,+0.08,+0.30,31.9,36.3,-4.4,-0.19,-0.04,Matches
8c2c48a9,Yann Bodiger,fr FRA,MF,Toulouse,23,1995,1,13,13,0.4,0.1,0,,0,1,13,3,0.00,0,0,0,0.00,+0.58,0.1,0.0,+0.1,+0.42,+0.70,Matches
f3642ba8,Mathieu Bodmer,fr FRA,"MF,FW",Amiens,35,1982,26,1073,41,31.4,11.9,10,78,5,16,18,8,0.65,11,21,-10,-0.84,-0.42,10.5,18.8,-8.3,-0.70,-0.46,Matches
6c8ddd52,Sacha Boey,fr FRA,DF,Rennes,17,2000,1,14,14,0.4,0.2,0,,0,1,14,4,1.00,0,0,0,0.00,-0.08,0.5,0.2,+0.3,+2.13,+1.92,Matches
403f5d20,Olivier Boscagli,fr FRA,DF,Nice,20,1997,14,863,62,25.2,9.6,10,82,7,4,10,14,1.36,4,12,-8,-0.83,-0.94,9.2,12.5,-3.3,-0.35,-0.33,Matches
e90af77c,Gabriel Boschilia,br BRA,"FW,MF",Nantes,22,1996,29,1319,45,38.6,14.7,14,75,1,15,18,4,1.17,19,23,-4,-0.27,-0.44,19.0,21.7,-2.7,-0.19,-0.39,Matches
46291841,John Bostock,tt TRI,MF,Toulouse,26,1992,16,984,62,28.8,10.9,10,83,6,6,25,17,0.94,10,16,-6,-0.55,+0.04,13.8,17.3,-3.5,-0.32,-0.05,Matches
0b0cbe5b,Denis Bouanga,ga GAB,"MF,FW",Nîmes,23,1994,35,2633,75,77.0,29.3,29,85,15,6,28,1,1.46,41,44,-3,-0.10,-0.33,39.5,41.8,-2.3,-0.08,+0.41,Matches
249cdcff,Zacharie Boucher,fr FRA,GK,Angers,26,1992,2,180,90,5.3,2.0,2,90,2,0,,30,2.00,2,1,+1,+0.50,+0.67,2.9,2.1,+0.8,+0.39,+0.33,Matches
6e51bf28,Mehdi Boudjemaa,dz ALG,MF,Guingamp,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
