id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,31,1988,35.1,2,16,5,31.3,0.46,0.14,0.13,0.40,14.5,0,0,0,2.4,2.4,0.15,-0.4,-0.4,Matches
3ed84b2c,Bobby Adekanye,nl NED,FW,Lazio,20,1999,2.1,1,5,4,80.0,2.39,1.91,0.20,0.25,11.3,0,0,0,1.4,1.4,0.27,-0.4,-0.4,Matches
ce5b170a,Claud Adjapong,it ITA,DF,Hellas Verona,21,1998,2.6,0,3,1,33.3,1.17,0.39,0.00,0.00,14.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Inter,17,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Fiorentina,20,1998,0.7,0,4,0,0.0,5.63,0.00,0.00,,22.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Genoa,20,1998,7.4,1,10,2,20.0,1.35,0.27,0.10,0.50,17.4,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
fe0b8f0e,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,28,1990,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,22,1996,23.1,0,12,2,16.7,0.52,0.09,0.00,0.00,24.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,26,1992,34.6,6,97,27,27.8,2.80,0.78,0.05,0.19,21.6,11,1,1,6.6,5.8,0.06,-0.6,-0.8,Matches
95adf1e1,Enrico Alfonso,it ITA,GK,Brescia,31,1988,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
cc700722,Allan,br BRA,MF,Napoli,28,1991,14.2,2,12,7,58.3,0.84,0.49,0.17,0.29,21.1,0,0,0,0.5,0.5,0.05,+1.5,+1.5,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,37,1981,29.7,0,24,1,4.2,0.81,0.03,0.00,0.00,20.0,10,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
5a2cb25d,Sofyan Amrabat,ma MAR,MF,Hellas Verona,22,1996,32.4,1,18,6,33.3,0.55,0.18,0.00,0.00,22.7,0,1,1,2.0,1.3,0.07,-1.0,-1.3,Matches
ca241ad3,Djavan Anderson,nl NED,"FW,DF",Lazio,24,1995,1.9,0,1,0,0.0,0.54,0.00,0.00,,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
fe471a89,Lorenzo Andrenacci,it ITA,GK,Brescia,24,1995,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
df525574,Peter Ankersen,dk DEN,DF,Genoa,28,1990,11.8,0,13,3,23.1,1.10,0.25,0.00,0.00,23.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
bbafc0c4,Cristian Ansaldi,ar ARG,"DF,MF",Torino,32,1986,19.6,4,29,8,27.6,1.48,0.41,0.14,0.50,21.0,1,0,0,1.9,1.9,0.06,+2.1,+2.1,Matches
91976866,Mirko Antonucci,it ITA,"FW,MF",Roma,20,1999,0.9,0,3,0,0.0,3.29,0.00,0.00,,12.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2b15a82a,Guilherme Arana,br BRA,DF,Atalanta,22,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2f7407fa,Nicolò Armini,it ITA,DF,Lazio,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
089550f5,Kwadwo Asamoah,gh GHA,"DF,FW",Inter,30,1988,7.1,0,3,1,33.3,0.42,0.14,0.00,0.00,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
a69cc629,Kristoffer Askildsen,no NOR,MF,Sampdoria,18,2001,0.8,1,1,1,100.0,1.18,1.18,1.00,1.00,31.0,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,22,1997,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3cd3b384,Tommaso Augello,it ITA,DF,Sampdoria,24,1994,12.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
718b8afd,Florian Ayé,fr FRA,"FW,MF",Brescia,22,1997,15.3,0,23,7,30.4,1.50,0.46,0.00,0.00,14.7,0,0,0,2.4,2.4,0.10,-2.4,-2.4,Matches
422ec08a,Khouma Babacar,sn SEN,FW,Lecce,26,1993,15.8,3,47,16,34.0,2.97,1.01,0.06,0.19,16.0,0,0,2,6.6,4.9,0.10,-3.6,-1.9,Matches
e8c930bb,Milan Badelj,hr CRO,MF,Fiorentina,30,1989,17.6,1,15,2,13.3,0.85,0.11,0.07,0.50,23.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
8cb494c9,Marco Ballarini,it ITA,MF,Udinese,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8ff07990,Mario Balotelli,it ITA,FW,Brescia,28,1990,15.6,5,72,25,34.7,4.62,1.60,0.07,0.20,20.7,16,0,0,7.1,7.1,0.10,-2.1,-2.1,Matches
0821331c,Mattia Bani,it ITA,DF,Bologna,25,1993,24.5,4,16,7,43.8,0.65,0.29,0.25,0.57,10.3,0,0,0,3.7,3.7,0.23,+0.3,+0.3,Matches
01efac19,Antonín Barák,cz CZE,"MF,FW",Udinese,24,1994,2.2,0,4,2,50.0,1.86,0.93,0.00,0.00,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
01efac19,Antonín Barák,cz CZE,MF,Lecce,24,1994,15.2,2,33,13,39.4,2.17,0.85,0.06,0.15,17.0,0,0,0,3.9,3.9,0.12,-1.9,-1.9,Matches
6928979a,Nicolò Barella,it ITA,MF,Inter,22,1997,22.4,1,24,5,20.8,1.07,0.22,0.04,0.20,21.0,0,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches
a64cbd35,Antonino Barillà,it ITA,MF,Parma,31,1988,18.8,1,17,3,17.6,0.91,0.16,0.06,0.33,20.2,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
6a189491,Antonio Barreca,it ITA,"DF,FW",Genoa,24,1995,12.2,0,6,3,50.0,0.49,0.25,0.00,0.00,22.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
43a1bea5,Édgar Barreto,py PAR,MF,Sampdoria,35,1984,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
e5bf73f3,Musa Barrow,gm GAM,"FW,MF",Bologna,20,1998,15.0,9,64,21,32.8,4.25,1.40,0.13,0.38,21.2,7,1,1,5.3,4.5,0.07,+3.7,+3.5,Matches
e5bf73f3,Musa Barrow,gm GAM,"FW,MF",Atalanta,20,1998,2.1,0,11,5,45.5,5.21,2.37,0.00,0.00,14.5,0,0,1,2.4,1.6,0.15,-2.4,-1.6,Matches
ea06dd97,Daniele Baselli,it ITA,MF,Torino,27,1992,14.2,0,7,3,42.9,0.49,0.21,0.00,0.00,23.0,1,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
75b86fb3,Alessandro Bastoni,it ITA,DF,Inter,20,1999,21.3,2,8,4,50.0,0.37,0.19,0.25,0.50,10.1,0,0,0,1.3,1.3,0.16,+0.7,+0.7,Matches
c01c66d9,Bastos,ao ANG,DF,Lazio,28,1991,8.5,1,7,2,28.6,0.82,0.24,0.14,0.50,17.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
19e4eab9,Rodrigo Becão,br BRA,DF,Udinese,23,1996,24.6,1,7,2,28.6,0.28,0.08,0.14,0.50,15.0,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
7b4de647,Asmir Begović,ba BIH,GK,Milan,32,1987,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
d3d758d8,Valon Behrami,ch SUI,MF,Genoa,34,1985,12.3,0,5,1,20.0,0.41,0.08,0.00,0.00,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
e3756e72,Raoul Bellanova,it ITA,DF,Atalanta,19,2000,0.2,0,2,0,0.0,10.00,0.00,0.00,,18.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
d705ba44,Andrea Belotti,it ITA,FW,Torino,25,1993,33.4,16,96,33,34.4,2.87,0.99,0.09,0.27,17.2,5,7,8,16.7,10.5,0.11,-0.7,-1.5,Matches
0000acda,Marco Benassi,it ITA,MF,Fiorentina,24,1994,10.9,1,20,4,20.0,1.84,0.37,0.05,0.25,19.2,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
db092d3b,Ismaël Bennacer,dz ALG,MF,Milan,21,1997,27.6,1,15,1,6.7,0.54,0.04,0.07,1.00,27.4,1,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
3b8674e6,Rodrigo Bentancur,uy URU,MF,Juventus,22,1997,24.4,0,16,3,18.8,0.66,0.12,0.00,0.00,23.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
2e3596d1,Romario Benzar,ro ROU,DF,Lecce,27,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
53a0e358,Domenico Berardi,it ITA,FW,Sassuolo,24,1994,27.7,14,117,44,37.6,4.22,1.59,0.10,0.27,23.2,16,2,3,10.7,8.4,0.07,+3.3,+3.6,Matches
dc1c2fce,Álex Berenguer,es ESP,"MF,DF",Torino,24,1995,20.3,6,40,14,35.0,1.97,0.69,0.15,0.43,17.8,0,0,0,4.0,4.0,0.10,+2.0,+2.0,Matches
61b3978f,Bartosz Bereszyński,pl POL,DF,Sampdoria,27,1992,26.7,0,16,1,6.3,0.60,0.04,0.00,0.00,28.1,0,0,0,0.4,0.4,0.02,-0.4,-0.4,Matches
ee833569,Etrit Berisha,al ALB,GK,SPAL,30,1989,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
d5575935,Valon Berisha,xk KVX,MF,Lazio,26,1993,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ee93c1a9,Federico Bernardeschi,it ITA,"MF,FW",Juventus,25,1994,17.5,1,50,9,18.0,2.86,0.52,0.02,0.11,20.0,2,0,0,4.4,4.4,0.09,-3.4,-3.4,Matches
c75b6a02,Andrea Bertolacci,it ITA,MF,Sampdoria,28,1991,5.9,0,4,2,50.0,0.67,0.34,0.00,0.00,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
5710a281,Lucas Biglia,ar ARG,MF,Milan,33,1986,7.6,0,6,1,16.7,0.79,0.13,0.00,0.00,22.2,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
9e1577aa,Cristiano Biraghi,it ITA,DF,Inter,26,1992,17.5,2,9,5,55.6,0.51,0.29,0.22,0.40,19.6,5,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
64cd167d,Davide Biraschi,it ITA,DF,Genoa,25,1994,21.9,0,7,2,28.6,0.32,0.09,0.00,0.00,14.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
455a2b79,Valter Birsa,si SVN,"MF,FW",Cagliari,32,1986,4.8,0,3,0,0.0,0.63,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
16569fef,Dimitri Bisoli,it ITA,MF,Brescia,25,1994,23.9,1,25,9,36.0,1.05,0.38,0.04,0.11,13.3,0,0,0,2.3,2.3,0.09,-1.3,-1.3,Matches
da13074e,Birkir Bjarnason,is ISL,"MF,FW",Brescia,31,1988,8.9,0,8,3,37.5,0.90,0.34,0.00,0.00,20.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
f4ec4fd0,Kevin-Prince Boateng,gh GHA,FW,Fiorentina,32,1987,6.7,1,18,3,16.7,2.70,0.45,0.06,0.33,14.3,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
faa1b07d,Salvatore Bocchetti,it ITA,DF,Hellas Verona,32,1986,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
fe012aca,Jeremie Boga,ci CIV,FW,Sassuolo,22,1997,27.9,11,57,20,35.1,2.04,0.72,0.19,0.55,17.4,1,0,0,4.4,4.4,0.08,+6.6,+6.6,Matches
d995ed27,Giacomo Bonaventura,it ITA,"MF,FW",Milan,29,1989,14.9,3,44,14,31.8,2.96,0.94,0.07,0.21,20.8,0,0,0,3.3,3.3,0.08,-0.3,-0.3,Matches
bf57eaab,Federico Bonazzoli,it ITA,FW,Sampdoria,22,1997,8.3,6,43,15,34.9,5.20,1.81,0.14,0.40,17.5,0,0,0,3.6,3.6,0.08,+2.4,+2.4,Matches
fb77bfef,Kevin Bonifazi,it ITA,DF,Torino,23,1996,2.7,1,3,1,33.3,1.09,0.36,0.33,1.00,13.3,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
fb77bfef,Kevin Bonifazi,it ITA,DF,SPAL,23,1996,13.2,1,5,1,20.0,0.38,0.08,0.20,1.00,12.7,0,0,0,1.2,1.2,0.23,-0.2,-0.2,Matches
f8f0744b,Federico Bonini,it ITA,DF,Bologna,17,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
52ec54d0,Leonardo Bonucci,it ITA,DF,Juventus,32,1987,34.2,3,23,8,34.8,0.67,0.23,0.13,0.38,14.7,0,0,0,3.4,3.4,0.15,-0.4,-0.4,Matches
ef5b337e,Fabio Borini,it ITA,"MF,FW",Hellas Verona,28,1991,9.0,3,38,14,36.8,4.23,1.56,0.05,0.14,18.0,0,1,1,3.2,2.4,0.06,-0.2,-0.4,Matches
ef5b337e,Fabio Borini,it ITA,MF,Milan,28,1991,0.8,0,2,0,0.0,2.57,0.00,0.00,,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
0d077b88,Mehdi Bourabia,ma MAR,MF,Sassuolo,27,1991,10.3,1,10,5,50.0,0.97,0.49,0.10,0.20,32.9,2,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
d4890c25,Federico Brancolini,it ITA,GK,Fiorentina,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5fd5ed86,Gleison Bremer,br BRA,DF,Torino,22,1997,25.2,3,14,6,42.9,0.56,0.24,0.21,0.50,11.3,0,0,0,1.7,1.7,0.12,+1.3,+1.3,Matches
dfd56738,Marco Brescianini,it ITA,MF,Milan,19,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
