id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
7f9c5d2d,Abner,br BRA,DF,Betis,22-288,2000,7,5,366,4.1,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,4,11,16,0.00,0.00,0.00,0.00,0.00,0.25,0.05,0.30,0.25,0.30,Matches
be6faae0,Álvaro Aceves,es ESP,GK,Valladolid,19-228,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
81442ecb,Marcos Acuña,ar ARG,DF,Sevilla,31-134,1991,19,14,1210,13.4,2,1,3,2,0,0,7,1,0.9,0.9,2.3,3.2,28,75,63,0.15,0.07,0.22,0.15,0.22,0.07,0.17,0.24,0.07,0.24,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,22-075,2000,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
014aa7bd,Álvaro Aguado,es ESP,MF,Valladolid,26-314,1996,22,12,1209,13.4,1,2,3,1,0,0,3,0,0.6,0.6,1.5,2.1,19,90,25,0.07,0.15,0.22,0.07,0.22,0.05,0.11,0.16,0.05,0.16,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,27-163,1995,24,24,2143,23.8,2,0,2,2,0,0,4,0,0.8,0.8,0.0,0.9,10,69,2,0.08,0.00,0.08,0.08,0.08,0.04,0.00,0.04,0.04,0.04,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Almería,25-085,1997,24,24,2104,23.4,0,0,0,0,0,0,4,0,1.4,1.4,2.0,3.3,59,56,81,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,Betis,25-081,1997,6,2,238,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,6,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
05439de2,David Alaba,at AUT,DF,Real Madrid,30-260,1992,19,17,1545,17.2,1,3,4,1,0,0,3,0,0.7,0.7,1.1,1.7,14,60,58,0.06,0.17,0.23,0.06,0.23,0.04,0.06,0.10,0.04,0.10,Matches
455c26a4,Ángel Alarcón,es ESP,"MF,FW",Barcelona,18-300,2004,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
99ea2ddd,Tomás Alarcón,cl CHI,MF,Cádiz,24-051,1999,4,2,223,2.5,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2,9,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,33-355,1989,16,10,999,11.1,1,3,4,1,0,0,4,1,0.6,0.6,5.2,5.8,31,114,106,0.09,0.27,0.36,0.09,0.36,0.05,0.47,0.52,0.05,0.52,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,37-188,1985,21,21,1879,20.9,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.1,12,89,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Cádiz,31-314,1991,20,14,1259,14.0,2,0,2,1,1,1,8,1,0.9,0.9,1.0,1.9,14,46,10,0.14,0.00,0.14,0.07,0.07,0.07,0.07,0.14,0.07,0.14,Matches
bb08bce9,Omar Alderete,py PAR,DF,Getafe,26-075,1996,13,12,1080,12.0,0,1,1,0,0,0,5,0,0.2,0.2,0.7,1.0,14,46,6,0.00,0.08,0.08,0.00,0.08,0.02,0.07,0.09,0.02,0.09,Matches
3d7e48ce,Iván Alejo,es ESP,"MF,FW",Cádiz,28-029,1995,20,8,828,9.2,0,1,1,0,0,0,9,1,0.7,0.7,1.2,1.9,28,7,53,0.00,0.11,0.11,0.00,0.11,0.08,0.13,0.21,0.08,0.21,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Getafe,25-065,1998,23,20,1575,17.5,2,2,4,2,0,0,10,1,1.4,1.4,0.8,2.2,18,70,58,0.11,0.11,0.23,0.11,0.23,0.08,0.04,0.13,0.08,0.13,Matches
b907d169,Alejandro Alfaro,es ESP,MF,Elche,20-269,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
acc1aefa,Ángel Algobia,es ESP,MF,Getafe,23-261,1999,18,11,984,10.9,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.3,8,35,7,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
