id,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
8637e09a,Vincent Aboubakar,cm CMR,FW,pt Porto,26,1992,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
f9c927de,Michel Aebischer,ch SUI,MF,ch Young Boys,21,1997,2.5,4,1.58,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,30,1988,5.6,16,2.84,13,0,3,0,0,0,3,0.53,3,0,0,0,0,0,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,"MF,FW",fr Monaco,24,1994,2.0,2,1.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,fr Monaco,22,1996,2.7,4,1.46,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,23,1995,5.0,3,0.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
7230b807,Emre Akbaba,tr TUR,FW,tr Galatasaray,25,1992,1.0,5,5.00,2,0,0,1,2,0,3,3.00,1,0,0,0,2,0,Matches
1453e3cf,Yunus Akgün,tr TUR,MF,tr Galatasaray,18,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
e0d3e18d,Ilzat Akhmetov,ru RUS,MF,ru CSKA Moscow,20,1997,3.3,7,2.10,6,0,0,1,0,0,1,0.30,1,0,0,0,0,0,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,32,1986,5.0,2,0.40,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,de Hoffenheim,23,1995,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
05439de2,David Alaba,at AUT,DF,de Bayern Munich,26,1992,7.0,10,1.43,9,1,0,0,0,0,4,0.57,4,0,0,0,0,0,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,29,1989,11.0,33,3.00,31,1,0,0,0,1,6,0.55,5,0,0,0,0,1,Matches
4bd414c1,Raúl Albiol,es ESP,DF,it Napoli,32,1985,5.5,5,0.91,5,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,de Dortmund,24,1993,4.0,9,2.28,7,0,1,1,0,0,2,0.51,1,0,1,0,0,0,Matches
77e84962,Thiago Alcántara,es ESP,MF,de Bayern Munich,27,1991,4.3,13,3.01,8,1,1,1,1,1,3,0.69,1,0,1,0,1,0,Matches
f7d50789,Toby Alderweireld,be BEL,DF,eng Tottenham,29,1989,12.0,9,0.75,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
d849ef0f,Alef,br BRA,MF,gr AEK Athens,23,1995,2.2,1,0.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
6c811eb7,Carles Aleñá,es ESP,MF,es Barcelona,20,1998,1.0,4,3.91,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,19,1998,10.2,33,3.23,23,8,1,0,0,1,5,0.49,3,1,0,0,0,1,Matches
