id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
be6faae0,Álvaro Aceves,es ESP,GK,Valladolid,19-228,2003,1,0,13,0.1,0,0.00,3,3,100.0,0,0,0,0,,0,0,0,0,,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,22-075,2000,3,2,225,2.5,1,0.40,8,7,87.5,0,1,1,1,50.0,0,0,0,0,,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Valladolid,33-256,1989,7,7,630,7.0,11,1.57,18,7,38.9,2,1,4,1,14.3,0,0,0,0,,Matches
e4346678,Édgar Badía,es ESP,GK,Elche,31-027,1992,24,24,2160,24.0,48,2.00,148,98,72.3,2,6,16,1,4.2,10,7,3,0,30.0,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,Sevilla,31-340,1991,22,22,1935,21.5,36,1.67,98,63,65.3,6,6,10,4,18.2,3,2,1,0,33.3,Matches
10072610,Claudio Bravo,cl CHI,GK,Betis,39-332,1983,6,6,540,6.0,5,0.83,20,15,80.0,2,3,1,2,33.3,1,1,0,0,0.0,Matches
688b96e3,Juan Carlos,es ESP,GK,Girona,35-050,1988,10,10,900,10.0,18,1.80,43,25,62.8,2,2,6,0,0.0,2,2,0,0,0.0,Matches
1840e36d,Thibaut Courtois,be BEL,GK,Real Madrid,30-304,1992,18,18,1620,18.0,15,0.83,63,48,82.5,12,4,2,6,33.3,4,4,0,0,0.0,Matches
fc70e345,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,29-076,1993,23,23,2070,23.0,22,0.96,81,61,76.5,9,8,6,9,39.1,4,3,0,1,0.0,Matches
ac295d9e,Marko Dmitrović,rs SRB,GK,Sevilla,31-046,1992,3,2,225,2.5,3,1.20,14,11,78.6,0,1,1,0,0.0,0,0,0,0,,Matches
a01c3d54,Aitor Fernández,es ESP,GK,Osasuna,31-312,1991,13,13,1170,13.0,10,0.77,45,35,77.8,5,5,3,6,46.2,0,0,0,0,,Matches
f127d782,Álvaro Fernández,es ESP,GK,Espanyol,24-332,1998,11,11,990,11.0,18,1.64,50,33,64.0,3,4,4,2,18.2,0,0,0,0,,Matches
dabb2827,Fernando,es ESP,GK,Almería,32-274,1990,23,23,2025,22.5,38,1.69,126,88,71.4,7,4,12,2,8.7,4,2,1,1,33.3,Matches
63d17038,Paulo Gazzaniga,ar ARG,GK,Girona,31-068,1992,14,14,1260,14.0,20,1.43,61,40,70.5,6,4,4,1,7.1,3,2,1,0,33.3,Matches
3f034750,Ivo Grbić,hr CRO,GK,Atlético Madrid,27-052,1996,4,2,208,2.3,2,0.87,9,7,88.9,1,1,0,1,50.0,1,1,0,0,0.0,Matches
a4995f48,Sergio Herrera,es ESP,GK,Osasuna,29-279,1993,11,11,990,11.0,13,1.18,42,29,71.4,4,2,5,2,18.2,3,1,0,2,0.0,Matches
