id,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG
5f09991f,2,0,0,11,3,3,0,0,0
f586779e,0,0,0,22,12,4,1,0,0
f2bf1b0f,1,0,0,30,55,19,0,0,0
c81d773d,1,0,0,16,6,2,0,1,1
f76e6b4e,0,0,0,0,0,0,0,0,0
4d034881,0,0,0,2,7,1,0,0,0
246d153b,3,0,0,32,25,2,0,0,0
9b398aea,1,0,0,15,19,1,0,1,0
d6192210,3,1,0,28,4,1,0,2,0
eaeca114,4,0,0,8,4,0,0,1,0
b827d5b3,2,0,0,9,19,4,0,0,0
77e84962,4,0,0,48,25,0,0,1,0
f7d50789,2,0,0,17,3,0,0,1,1
8fa8f8d2,0,0,0,0,0,0,0,0,0
cd1acf9d,2,0,0,21,9,5,0,1,0
1a7fcf39,7,0,0,39,44,6,0,2,0
7a2e46a8,1,0,0,1,6,0,0,1,0
cc700722,6,0,0,37,30,0,0,0,0
cea4ee8f,0,0,0,10,12,1,0,0,0
862a1c15,3,0,0,18,39,6,0,0,0
f4290206,2,0,0,13,12,2,0,0,0
ad1f61f3,2,0,0,20,6,1,0,0,0
1a4ef233,3,0,0,3,1,0,0,0,0
10b9fa99,3,0,0,25,25,1,0,1,1
e34fc66d,7,1,0,39,15,1,0,2,0
de31038e,0,0,0,0,0,0,0,0,0
9f1893b9,0,0,0,0,0,0,0,0,0
ac05f970,3,0,0,29,40,15,1,0,0
2f965a72,2,0,0,0,5,0,0,0,0
97333cf5,3,0,0,34,35,4,0,0,0
28d596a0,1,0,0,0,0,0,0,0,0
d5dd5f1f,2,0,0,13,18,17,0,0,1
5c2b4f07,0,0,0,23,15,1,0,1,0
8d228291,0,0,0,0,2,1,0,0,0
da052c14,4,0,0,45,63,5,0,0,0
420d7c7d,7,0,0,29,54,2,0,1,0
53cad200,5,1,0,32,14,5,0,0,0
a1232f4e,3,0,0,10,4,0,0,0,0
3626f7d9,1,1,0,12,3,0,0,0,0
394854c4,7,0,0,46,21,10,0,0,0
a58bb1e1,1,0,0,9,9,5,0,0,0
93feac6e,3,0,0,36,23,18,3,0,0
1ae30132,2,0,0,8,4,0,0,0,0
3a24769f,0,0,0,12,17,5,1,0,0
