id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
8fa8f8d2,43,99,56,7,5,13,5,2,2,0,0
8870154f,17,72,56,2,2,9,1,1,1,0,0
2f965a72,17,66,50,16,3,2,11,4,4,0,0
b7e7937d,38,96,57,4,6,12,4,5,3,2,0
8a2248b4,29,143,112,15,10,10,16,5,2,3,0
28dabd43,58,180,122,15,8,15,10,5,4,1,0
380a15e2,0,1,1,0,1,0,1,0,0,0,0
249cdcff,1,4,3,1,1,0,1,0,0,0,0
e40d028b,18,65,49,13,1,3,6,2,1,1,0
26975a92,48,161,113,9,15,12,11,5,3,2,0
5ee6e943,34,93,58,4,7,10,6,2,1,1,0
950ff24d,6,12,6,0,1,2,0,1,1,0,0
2434f24a,42,152,109,9,11,17,9,7,6,1,0
26383ea5,4,20,16,3,2,1,2,1,1,0,0
0e12089d,17,34,16,5,3,2,1,3,2,1,0
132bb875,12,35,23,2,3,2,3,1,1,0,0
4d3e9033,5,15,10,3,0,1,1,0,0,0,0
bc270726,52,166,114,9,11,18,11,9,6,2,1
a56bd2ee,34,78,43,1,5,11,4,4,2,1,1
a4527d33,0,1,1,1,0,0,1,0,0,0,0
dc366c36,48,138,90,10,11,11,9,4,3,1,0
2fa2a875,42,143,102,15,13,9,11,5,3,1,1
f00de885,42,134,95,18,9,7,9,5,5,0,0
fcb38f57,33,125,90,22,9,7,15,10,6,2,2
1d2d5cc8,40,113,72,14,5,12,9,7,6,1,0
33887998,42,150,110,13,16,9,14,7,7,0,0
28a65a2c,1,5,5,0,1,0,0,0,0,0,0
c977ef13,1,1,0,0,0,1,0,1,1,0,0
76806215,12,25,12,4,2,1,3,5,4,1,0
c252c705,0,1,1,1,0,0,1,0,0,0,0
bcf1b2e9,45,143,98,6,11,14,6,5,4,1,0
cac76a72,40,148,107,19,8,10,13,9,7,1,1
60d90c55,54,193,139,7,12,19,9,8,6,2,0
834b5c4c,48,148,99,10,16,11,8,9,7,2,0
f6db3bd5,12,39,26,4,5,5,4,3,2,1,0
8417953b,7,12,6,0,1,1,0,0,0,0,0
b056e3da,30,95,62,8,6,13,7,4,1,3,0
