id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
9e17ccff,13,36,22,6,1,5,4,2,1,1,0
be13e5a8,13,29,16,0,1,3,0,2,2,0,0
8a2248b4,35,141,105,20,7,10,14,5,4,1,0
28dabd43,37,93,58,5,5,9,3,5,5,0,0
28dabd43,19,46,27,4,5,4,4,3,3,0,0
380a15e2,20,57,37,2,3,4,2,2,2,0,0
3d214e5f,57,170,115,13,9,16,7,4,4,0,0
db87a2c4,1,5,4,0,0,1,0,0,0,0,0
5ee6e943,30,87,57,4,5,8,5,2,2,0,0
f5dfc256,20,62,47,6,6,5,8,5,4,1,0
2434f24a,62,133,72,3,8,14,0,5,5,0,0
e8c5dd4d,33,66,34,3,5,7,3,3,3,0,0
62124972,36,99,65,6,4,13,5,2,2,0,0
08f5afaa,17,61,45,13,2,2,5,1,1,0,0
fbf83734,25,57,32,5,4,7,7,1,1,0,0
2c127b6f,15,45,30,7,3,1,3,1,1,0,0
db3164e1,45,135,92,8,8,15,8,8,8,0,0
cecbce23,25,67,43,14,5,6,10,4,4,0,0
3f034750,28,85,58,8,7,6,2,2,2,0,0
667b65da,27,67,42,2,5,8,1,1,1,0,0
a4527d33,0,1,1,1,0,0,1,0,0,0,0
4e7db402,48,155,105,15,10,13,8,7,4,3,0
edbe46dc,33,100,66,10,8,9,5,4,3,1,0
96fcd380,0,0,0,0,0,0,1,0,0,0,0
f00de885,45,148,105,14,11,9,8,4,3,1,0
20b9f052,31,86,55,15,6,8,10,4,4,0,0
1d2d5cc8,7,26,20,6,2,1,5,0,0,0,0
f7d3a773,14,44,31,3,3,4,2,0,0,0,0
28a65a2c,8,24,16,1,3,3,1,2,2,0,0
2d70dbe5,38,91,56,3,8,11,4,5,4,0,1
ecada4fc,18,78,60,13,6,2,7,2,2,0,0
afb0c500,40,141,104,20,9,9,11,9,8,0,1
c631f952,41,158,117,10,4,15,8,4,3,1,0
ae7d0ecd,39,91,54,2,8,11,3,3,3,0,0
b98cea65,22,65,45,3,3,9,2,2,2,0,0
d6f6ce93,6,25,19,3,0,1,1,4,4,0,0
c252c705,29,61,32,3,5,5,2,4,2,2,0
58ad9383,44,161,116,11,13,14,11,7,5,1,1
5f0241b2,1,3,2,0,0,0,0,0,0,0,0
74733221,2,3,1,0,0,1,0,0,0,0,0
834b5c4c,43,130,88,16,12,9,13,4,4,0,0
