id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
0810b6df,14,29,16,1,3,3,0,2,2,0,0
08f5afaa,25,106,81,20,3,3,11,2,1,1,0
0e12089d,46,132,85,9,5,12,4,6,3,3,0
1b729a98,0,4,4,0,0,0,1,0,0,0,0
1d2d5cc8,25,86,61,13,4,7,7,2,1,1,0
1e7aea56,41,93,52,5,3,15,2,6,5,0,1
20b9f052,20,84,65,16,2,4,9,4,4,0,0
2434f24a,41,96,55,3,4,12,2,3,3,0,0
28dabd43,43,99,58,0,4,14,2,6,5,0,1
2fa2a875,6,28,20,4,1,2,4,2,0,2,0
3814120d,11,25,13,0,1,3,0,3,1,1,1
3d214e5f,42,129,87,5,7,13,4,7,5,2,0
477e50ce,1,6,5,0,1,0,0,0,0,0,0
4e7db402,33,112,83,6,9,10,9,4,4,0,0
53af52f3,20,88,67,11,8,5,9,2,1,1,0
60d90c55,21,89,69,14,9,3,9,2,2,0,0
67f649be,8,31,23,2,3,2,2,1,0,1,0
6a9e4913,0,3,3,0,1,0,1,0,0,0,0
7f41ee30,7,17,12,2,3,0,1,4,4,0,0
834b5c4c,44,127,83,4,10,12,2,10,9,0,1
8608f269,3,8,5,0,0,1,1,0,0,0,0
967f34d3,5,16,13,1,2,1,0,0,0,0,0
9d420dad,15,40,25,2,0,6,1,2,1,1,0
9e17ccff,4,8,3,1,0,1,0,1,0,1,0
afb0c500,36,126,92,15,6,5,7,4,4,0,0
b3d76d84,23,76,55,10,6,5,7,2,1,1,0
c4173f1a,17,67,50,3,4,5,3,1,1,0,0
c631f952,26,73,48,5,1,8,2,4,3,1,0
db3164e1,43,100,59,3,5,11,0,4,4,0,0
db87a2c4,2,6,4,0,1,1,0,0,0,0,0
dc29b608,19,64,46,8,3,3,3,0,0,0,0
eedea60b,12,78,66,8,10,1,11,0,0,0,0
f00de885,24,80,56,9,4,9,5,4,4,0,0
f19f32b1,6,7,1,1,0,2,0,0,0,0,0
f41a69e6,34,114,78,9,7,10,7,9,7,2,0
f5dfc256,13,15,4,3,1,2,0,2,2,0,0
fd78b105,14,46,31,1,3,3,1,3,2,1,0
