id,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,33.1,22,0.66,17,0,2,1,0,2,1,0.03,1,0,0,0,0,0,Matches
82464ce3,Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,27.4,50,1.83,41,0,0,4,4,1,3,0.11,3,0,0,0,0,0,Matches
31626657,Laurent Abergel,fr FRA,MF,Lorient,28,1993,32.8,83,2.53,67,2,3,1,7,3,9,0.27,8,0,0,0,1,0,Matches
469d3d84,Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,Rennes,18,2003,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1e93fc5d,Mohamed Achi,fr FRA,MF,Nantes,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
7587446d,Martin Adeline,fr FRA,"MF,FW",Reims,17,2003,3.9,10,2.56,8,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,25.1,121,4.82,81,22,6,3,5,4,18,0.72,13,3,1,0,1,0,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Brest,19,2002,20.8,35,1.69,28,1,1,4,1,0,2,0.10,2,0,0,0,0,0,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Rennes,25,1996,30.4,15,0.49,10,0,0,4,1,0,4,0.13,3,0,0,0,1,0,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Monaco,28,1993,23.8,32,1.35,25,3,1,1,2,0,4,0.17,3,1,0,0,0,0,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,22,1999,15.0,20,1.33,16,1,0,2,0,1,2,0.13,2,0,0,0,0,0,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,27,1994,11.2,23,2.06,19,0,1,1,1,1,3,0.27,3,0,0,0,0,0,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Strasbourg,27,1994,30.4,84,2.76,63,0,2,9,9,1,10,0.33,6,0,0,2,2,0,Matches
b625b241,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,19,2002,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
5314e067,Sofiane Alakouch,ma MAR,"DF,MF",Metz,23,1998,1.8,4,2.28,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
