id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
7a2e46a8,Alisson,br BRA,GK,Liverpool,30-160,1992,25.0,28,2,0,0,2,36.6,0.33,+10.6,+0.42,77,181,42.5,832,156,17.9,26.5,135,23.7,29.9,276,14,5.1,47,1.88,19.4,Matches
2f965a72,Alphonse Areola,fr FRA,GK,West Ham,30-012,1993,2.4,6,2,0,1,0,5.8,0.32,-0.2,-0.09,14,34,41.2,49,7,42.9,33.9,25,52.0,36.9,34,1,2.9,1,0.41,11.5,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,Chelsea,28-159,1994,16.5,13,0,1,2,2,16.8,0.27,+5.8,+0.35,42,115,36.5,486,82,15.0,25.1,115,36.5,32.0,223,9,4.0,32,1.94,17.5,Matches
c91441dc,Gavin Bazunu,ie IRL,GK,Southampton,21-019,2002,25.0,41,0,1,5,4,25.9,0.27,-11.1,-0.45,184,528,34.8,741,115,53.3,39.3,185,71.9,52.8,359,30,8.4,36,1.44,14.6,Matches
7b4de647,Asmir Begović,ba BIH,GK,Everton,35-264,1987,1.0,0,0,0,0,0,0.5,0.12,+0.5,+0.49,4,13,30.8,22,5,36.4,34.9,8,62.5,46.8,23,1,4.3,0,0.00,5.0,Matches
3a949a25,Martin Dúbravka,sk SVK,GK,Newcastle Utd,34-055,1989,0.7,0,0,0,0,0,1.1,0.21,+1.1,+1.42,3,6,50.0,16,8,18.8,21.1,6,50.0,30.0,13,1,7.7,0,0.00,12.5,Matches
3bb7b8b4,Ederson,br BRA,GK,Manchester City,29-206,1993,26.0,25,3,1,2,1,19.9,0.28,-4.1,-0.16,84,195,43.1,801,115,19.9,28.2,119,30.3,32.9,212,19,9.0,29,1.12,15.6,Matches
9328b835,Łukasz Fabiański,pl POL,GK,West Ham,37-327,1985,22.6,27,1,0,0,1,27.2,0.27,+1.2,+0.05,121,325,37.2,447,107,51.9,39.3,153,60.8,45.3,323,21,6.5,12,0.53,11.8,Matches
c3e39f12,Fraser Forster,eng ENG,GK,Tottenham,34-359,1988,5.0,7,0,0,2,0,5.3,0.30,-1.7,-0.34,10,31,32.3,95,28,23.2,28.5,28,32.1,29.5,54,1,1.9,9,1.80,21.4,Matches
7ba6d84e,David de Gea,es ESP,GK,Manchester Utd,32-124,1990,25.0,35,1,2,5,1,29.7,0.29,-4.3,-0.17,87,283,30.7,659,89,32.3,31.7,114,61.4,46.2,362,9,2.5,20,0.80,14.9,Matches
ab13a5aa,Vicente Guaita,es ESP,GK,Crystal Palace,36-060,1987,25.0,32,1,0,4,2,29.9,0.27,-0.1,-0.01,110,310,35.5,593,128,36.3,33.0,195,48.7,37.4,393,25,6.4,26,1.04,13.2,Matches
e5a76dfe,Dean Henderson,eng ENG,GK,Nott'ham Forest,25-364,1997,18.0,31,2,1,5,0,26.9,0.28,-4.1,-0.23,108,334,32.3,513,107,47.2,38.5,156,59.0,45.3,291,20,6.9,27,1.50,15.6,Matches
76eca7e2,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,36-046,1987,2.0,4,0,0,1,0,3.8,0.35,-0.2,-0.10,16,26,61.5,41,8,41.5,37.1,15,60.0,41.9,22,0,0.0,2,1.00,17.8,Matches
2628fd2b,Bernd Leno,de GER,GK,Fulham,31-007,1992,24.0,32,4,1,5,0,36.8,0.28,+4.8,+0.20,102,293,34.8,730,125,30.3,31.2,177,40.7,36.9,316,23,7.3,32,1.33,14.9,Matches
