id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
0118c54c,1247,177,16,1,37,39,160,1,0,0,0,1,30
03bd0bf4,161,5,5,0,0,0,0,0,0,0,0,0,1
0515a4cb,802,58,58,1,17,1,0,0,0,0,0,2,7
0557ff4f,649,6,5,2,3,2,1,0,0,0,0,1,15
05816e19,706,47,17,1,2,90,10,15,3,7,0,2,33
0589c701,4,1,0,0,0,1,0,1,1,0,0,0,0
0630eb63,176,1,0,0,2,12,1,0,0,0,0,1,12
0670ee51,46,0,0,0,0,0,0,0,0,0,0,1,0
06c48679,824,91,13,1,4,16,78,0,0,0,0,3,11
06df8256,1063,28,27,1,11,0,1,0,0,0,0,0,6
06f33dc8,497,43,1,2,1,5,3,0,0,0,0,2,12
07a821e4,168,3,2,0,1,0,1,0,0,0,0,0,3
08082af0,523,20,15,0,3,1,5,0,0,0,0,1,4
083525e5,82,5,5,0,3,1,0,0,0,0,0,1,0
095e4199,254,29,8,1,4,24,5,16,9,2,0,1,11
0984c5d5,504,32,15,0,1,16,3,14,5,6,0,0,10
09f24df6,14,2,0,0,0,1,0,0,0,0,0,0,0
0a63446f,238,63,7,0,1,22,56,0,0,0,0,0,10
0a89e877,870,184,19,2,5,48,164,1,0,1,0,6,38
0aa874f4,1387,52,49,8,12,6,3,0,0,0,0,5,27
0b0cbe5b,625,21,1,3,6,46,12,2,0,2,0,1,22
0b4d8274,521,52,6,3,2,90,7,33,9,23,0,1,26
0bd57eb0,2,0,0,0,0,0,0,0,0,0,0,0,0
0be95d34,529,37,2,3,2,62,21,13,9,0,0,2,26
0c291a1a,199,83,2,1,0,16,81,0,0,0,0,0,9
0d2158d5,862,13,3,1,10,20,6,2,2,0,0,3,23
0e12089d,169,129,38,0,0,0,0,0,0,0,0,4,0
0e6bc38c,214,14,0,1,0,7,2,1,0,0,0,3,7
0eb03d5b,775,26,26,0,24,1,0,0,0,0,0,3,5
0ee664db,3,0,0,0,0,0,0,0,0,0,0,0,0
0eeafda5,411,7,5,0,0,0,2,0,0,0,0,1,2
0f4c0bad,1,0,0,0,0,0,0,0,0,0,0,0,0
0f52f925,1327,436,76,2,9,215,313,47,19,21,0,11,67
0f8418aa,1244,4,3,3,20,17,1,0,0,0,0,4,29
0fb21da9,81,38,1,1,1,1,37,0,0,0,0,1,4
0fe7f7bc,21,2,0,0,1,2,0,0,0,0,0,0,0
1040e783,137,20,4,0,3,4,16,0,0,0,0,1,4
10650926,582,15,15,0,13,4,0,0,0,0,0,0,6
11ced928,252,6,0,0,1,2,0,0,0,0,0,1,7
132a82f1,74,12,4,0,0,0,8,0,0,0,0,0,1
132bb875,151,101,29,0,0,0,0,0,0,0,0,0,0
1467af0d,2004,80,62,27,8,1,16,2,0,0,0,6,18
148e136f,1983,92,35,10,12,83,16,19,3,7,0,6,24
15e1afd5,62,3,3,0,1,0,0,0,0,0,0,0,1
15e99107,23,4,0,0,0,0,0,0,0,0,0,0,0
16324e1d,1200,106,102,1,25,3,3,0,0,0,0,2,8
166a981d,248,59,6,0,1,10,53,0,0,0,0,0,1
16714a62,938,32,31,0,5,0,1,0,0,0,0,3,5
167d5018,940,62,23,1,7,12,39,0,0,0,0,5,13
171bf11d,15,0,0,0,0,1,0,0,0,0,0,0,0
176674ab,77,11,0,0,2,6,2,1,0,0,0,1,8
17f29fb0,1,1,0,0,0,0,0,0,0,0,0,0,0
19053e31,230,9,1,2,4,16,4,3,1,0,1,0,14
19a12bed,371,83,5,0,2,15,78,0,0,0,0,4,13
19cda00b,1295,136,39,26,16,149,20,72,41,14,1,8,34
19f8e480,963,233,16,2,8,75,217,0,0,0,0,4,38
1a4b9094,1173,252,15,2,4,107,232,5,0,2,1,1,40
1a6f2a66,103,4,3,0,1,3,0,1,1,0,0,1,1
1a992676,1521,62,12,12,8,36,13,35,19,3,1,9,27
1ad8cb67,1521,94,72,1,57,13,22,0,0,0,0,3,16
1b82f8df,637,19,16,2,6,6,3,0,0,0,0,2,11
1bfb6fef,266,76,4,0,0,5,72,0,0,0,0,1,6
1c344204,1168,54,49,1,25,2,5,0,0,0,0,3,7
1d2d5cc8,704,277,85,1,0,0,0,0,0,0,0,0,1
1ec7e1c5,1383,38,34,0,6,2,4,0,0,0,0,3,10
1ef37668,533,199,27,3,2,44,166,6,1,4,0,4,24
1f8c7aa9,298,5,1,0,6,8,3,0,0,0,0,4,5
20094685,2181,120,68,3,5,67,15,37,12,16,0,2,17
2054d037,396,22,2,0,8,24,3,0,0,0,0,1,20
20730eae,228,24,0,1,1,10,1,0,0,0,0,0,12
20e73fac,1107,117,41,6,31,120,20,55,37,13,0,3,32
22721b88,1029,250,18,1,2,82,232,0,0,0,0,3,38
22a62523,2,0,0,0,0,0,0,0,0,0,0,0,0
22bfb57e,416,3,1,0,0,5,1,0,0,0,0,2,11
23593121,291,43,29,3,2,9,9,5,4,0,0,2,7
2384dbed,3,1,1,0,0,2,0,0,0,0,0,0,1
23c63b7f,208,16,1,2,0,3,0,0,0,0,0,1,6
242b350c,4,0,0,0,0,0,0,0,0,0,0,0,0
2434f24a,721,437,111,0,11,0,1,0,0,0,0,3,1
243f4a0b,1847,74,73,2,9,5,1,0,0,0,0,3,24
244bc2c8,145,11,0,0,0,1,0,0,0,0,0,0,4
247accfd,1250,180,28,1,2,50,152,0,0,0,0,5,31
249cdcff,29,24,7,0,0,0,0,0,0,0,0,0,0
24eb7ed6,347,65,15,0,8,58,15,35,15,16,1,3,14
2515040a,824,38,31,0,10,3,7,0,0,0,0,1,6
26383ea5,96,49,13,0,0,0,0,0,0,0,0,0,0
26777636,145,5,1,1,2,9,2,2,2,0,0,1,3
