id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
00242715,1352,87,56,0,24,9,30,0,0,0,0,5,17
0049d544,280,10,4,2,0,25,2,4,1,2,0,3,6
0515a4cb,1560,90,82,1,37,4,8,0,0,0,0,8,7
06f33dc8,384,21,1,1,1,6,0,0,0,0,0,1,12
06f46837,167,13,7,1,1,10,3,3,3,0,0,2,4
070a3904,140,2,2,0,2,0,0,0,0,0,0,1,2
07296190,296,11,2,0,0,38,2,7,1,6,0,2,11
083525e5,1471,69,63,1,32,5,6,0,0,0,0,11,12
086d7db3,695,20,0,2,1,4,1,0,0,0,0,2,20
0984c5d5,647,14,10,0,7,9,2,2,2,0,0,0,9
0b4d8274,556,103,30,3,2,106,12,50,17,28,1,3,23
0d2158d5,911,20,15,3,14,11,3,0,0,0,0,3,17
0d57f1c1,21,4,2,0,0,0,2,0,0,0,0,0,0
0e12089d,13,9,1,0,0,0,0,0,0,0,0,0,0
0e96a5e1,41,0,0,0,0,0,0,0,0,0,0,0,3
0eb03d5b,710,23,20,1,9,1,3,0,0,0,0,2,2
0eeafda5,1312,40,39,2,21,0,1,0,0,0,0,2,3
0f52f925,1156,409,70,0,10,248,258,81,25,49,0,15,61
0fe7f7bc,591,42,0,2,4,30,3,0,0,0,0,2,31
1040e783,725,84,17,0,13,47,64,2,0,0,0,1,26
1061c207,24,13,1,0,1,0,0,0,0,0,0,0,0
10650926,270,3,3,0,7,2,0,0,0,0,0,2,0
10efd0e1,2584,182,105,5,27,88,3,74,30,34,1,7,25
11ced928,308,12,1,1,3,5,0,0,0,0,0,0,18
1232e1dc,1253,45,42,0,8,1,3,0,0,0,0,3,3
1251f42e,274,59,22,1,2,63,3,30,14,13,0,3,13
13203c45,770,241,25,1,9,94,205,11,2,8,0,4,45
13c44fc5,792,196,16,1,4,61,180,0,0,0,0,2,35
1467af0d,1992,71,52,28,13,9,14,5,0,1,0,11,19
148e136f,1490,106,53,8,10,69,17,30,9,8,0,12,41
15285503,12,8,4,0,0,0,0,0,0,0,0,0,0
1598599e,728,15,15,0,10,2,0,0,0,0,0,1,6
15a21c79,28,4,0,0,0,1,4,0,0,0,0,0,1
15e1afd5,467,156,21,0,5,53,133,2,1,1,0,4,16
166a981d,370,65,16,0,1,14,49,0,0,0,0,0,7
16714a62,1091,64,63,1,5,0,1,0,0,0,0,2,9
167d5018,646,71,16,0,4,13,55,0,0,0,0,2,14
176674ab,392,39,1,1,5,43,14,3,0,0,0,3,23
17f29fb0,182,29,0,1,0,19,0,1,0,1,0,0,11
19cda00b,1129,155,24,23,28,175,32,99,35,22,1,9,51
1a4b9094,1128,202,19,1,1,84,174,9,3,4,0,0,25
1a6f2a66,69,5,0,1,0,2,0,3,2,0,0,0,0
1a992676,1319,52,7,14,13,25,8,36,10,6,1,7,12
1ac3b888,512,60,0,1,2,12,3,0,0,0,0,1,16
1ad8cb67,916,86,30,1,11,13,56,0,0,0,0,2,6
1b82f8df,1564,34,31,6,13,20,3,0,0,0,0,10,30
1bc6135b,45,0,0,0,0,3,0,0,0,0,0,0,2
1c344204,1272,56,51,0,30,2,5,0,0,0,0,1,14
1d0900d4,619,443,183,0,4,0,0,0,0,0,0,2,1
1d2d5cc8,627,261,75,0,3,0,0,0,0,0,0,4,3
1e23a224,134,20,6,0,3,10,14,0,0,0,0,0,1
1ec4e202,683,32,13,8,1,30,4,15,9,1,0,2,29
1ec7e1c5,1289,59,58,0,26,0,1,0,0,0,0,7,9
1f713024,995,31,29,1,12,1,2,0,0,0,0,4,5
1f8c7aa9,1321,40,1,5,41,78,12,0,0,0,0,11,36
1f9a3a04,117,38,3,0,0,11,35,0,0,0,0,0,6
20094685,1375,59,27,5,7,46,9,21,9,7,0,5,7
20573d10,99,5,3,0,0,0,2,0,0,0,0,0,0
20c2c0e8,218,14,3,1,0,5,11,0,0,0,0,0,13
20e73fac,1489,285,111,8,30,279,23,149,55,74,0,13,53
2174bc8d,982,15,15,2,15,4,0,0,0,0,0,3,19
2235f850,62,0,0,0,0,4,0,0,0,0,0,0,3
22721b88,1133,229,26,2,5,60,203,0,0,0,0,8,37
22a62523,46,0,0,0,0,0,0,0,0,0,0,0,0
22bfb57e,110,0,0,0,1,5,0,0,0,0,0,0,1
22c77851,5,0,0,0,0,0,0,0,0,0,0,0,0
