id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
00891164,1133,1098,34,28,0,7,0,6,0,0,0,0,981,1,5
00a8d210,1312,1001,307,49,1,4,203,163,95,41,37,0,964,4,25
01870104,97,89,8,0,0,0,2,0,0,0,0,0,56,0,3
01becd60,56,53,3,0,0,0,2,0,0,0,0,0,44,0,4
01fd01e8,409,401,8,7,0,3,1,1,0,0,0,0,360,0,4
02bcaf8e,235,216,19,5,1,3,38,6,6,1,2,0,169,0,11
032f894e,409,400,7,4,2,3,2,2,1,0,1,0,376,2,6
03e91055,19,17,2,1,0,0,0,0,1,0,0,0,19,0,0
0400dd2f,116,102,13,3,0,1,15,4,6,2,1,0,87,1,3
04ac78d2,391,386,5,4,0,0,0,1,0,0,0,0,357,0,2
04bb2b06,204,200,4,0,1,0,1,1,0,0,0,0,132,0,7
0512a60a,647,590,56,26,2,10,6,30,0,0,0,0,525,1,13
061266cd,86,70,16,1,0,0,2,15,0,0,0,0,67,0,4
065dc209,283,271,9,0,2,1,4,0,0,0,0,0,210,3,8
06c48679,1319,1267,49,37,3,10,9,6,0,0,0,0,1190,3,10
06df8256,468,455,13,13,0,5,0,0,0,0,0,0,403,0,2
07ace8c3,14,14,0,0,0,0,0,0,0,0,0,0,7,0,1
0810b6df,211,138,73,14,0,0,0,0,0,0,0,0,141,0,0
08511d65,1649,1587,60,36,0,29,11,24,0,0,0,0,1559,2,9
08f5afaa,673,501,172,32,0,1,0,0,0,0,0,0,575,0,0
095e4199,379,318,59,13,3,0,42,11,30,16,9,0,271,2,13
0a63446f,556,432,122,4,0,0,23,118,0,0,0,0,361,2,18
0af4dcf0,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1
0b2c9aec,217,192,25,7,1,0,43,2,13,5,7,0,140,0,10
0b4d8274,290,239,49,11,0,1,49,5,20,4,14,0,205,2,10
0b4f388a,383,362,14,1,3,2,1,1,0,0,0,0,262,7,17
0be95d34,382,325,56,15,2,3,63,13,28,15,13,0,244,1,8
0bfca6a1,902,721,180,23,0,12,85,119,37,4,24,0,680,1,18
0cbc8baa,907,720,183,11,0,6,47,172,0,0,0,0,664,4,30
0d7b6576,310,275,33,0,0,1,13,1,0,0,0,0,206,2,19
0e12089d,879,642,236,61,0,1,0,0,0,0,0,0,687,1,1
0e46fa2f,86,79,7,0,1,0,7,0,0,0,0,0,54,0,3
0e7ccfc4,299,240,58,4,0,0,39,47,7,0,5,0,198,1,11
0ed063d6,568,460,105,7,4,0,34,97,0,0,0,0,435,3,14
0f8418aa,363,354,8,7,0,3,7,1,0,0,0,0,267,1,15
0f86995c,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0
0ff630d0,593,477,115,15,1,2,31,100,0,0,0,0,468,1,14
102c9665,474,447,25,13,0,3,2,0,0,0,0,0,424,2,3
104b4ad3,36,34,2,0,1,0,1,1,0,0,0,0,26,0,1
10dd88f9,303,290,12,3,2,5,16,2,6,2,4,0,224,1,11
10f0fdd3,883,792,86,19,4,6,97,22,43,11,31,0,665,5,17
114bbdee,59,59,0,0,0,0,0,0,0,0,0,0,52,0,0
11f54bd5,40,40,0,0,0,0,3,0,0,0,0,0,34,0,1
1361e5bc,148,124,24,9,0,1,2,15,0,0,0,0,103,0,5
1467af0d,1583,1489,90,75,7,1,5,15,0,0,0,0,1464,4,8
148e136f,1119,1001,114,39,7,3,97,12,55,17,24,1,904,4,29
15944afd,308,302,5,4,0,4,0,0,0,0,0,0,255,1,3
16aa7d4c,843,787,53,51,0,19,2,2,0,0,0,0,689,3,2
