id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
bbe88396,Aly Abeid,mr MTN,DF,Levante,19,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
65d62814,Antonio Adán,es ESP,GK,Betis,30,1987,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5890cef1,Aday,es ESP,DF,Girona,29,1987,20.4,2,31,12,38.7,1.52,0.59,0.03,0.08,22.8,5,1,2,2.8,1.3,0.04,-0.8,-0.3,Matches
293211e1,Aritz Aduriz,es ESP,FW,Athletic Club,36,1981,23.9,9,56,23,41.1,2.34,0.96,0.11,0.26,13.5,0,3,5,11.1,7.6,0.13,-2.1,-1.6,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,21,1996,20.3,0,3,1,33.3,0.15,0.05,0.00,0.00,36.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
c84c1afc,Imanol Agirretxe,es ESP,FW,Real Sociedad,30,1987,2.6,0,6,2,33.3,2.33,0.78,0.00,0.00,10.4,0,0,0,1.2,1.2,0.19,-1.2,-1.2,Matches
8617e3d9,Matías Aguirregaray,uy URU,DF,Las Palmas,28,1989,12.8,0,9,0,0.0,0.70,0.00,0.00,,21.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
c5eaff5c,Ager Aketxe,es ESP,MF,Athletic Club,23,1993,0.4,0,2,0,0.0,4.86,0.00,0.00,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
7a4cd784,David Alba,es ESP,DF,Getafe,18,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,28,1989,30.5,2,15,5,33.3,0.49,0.16,0.13,0.40,14.4,0,0,0,2.1,2.1,0.14,-0.1,-0.1,Matches
348e4809,Raúl Albentosa,es ESP,DF,La Coruña,28,1988,19.4,1,11,2,18.2,0.57,0.10,0.09,0.50,9.6,0,0,0,1.5,1.5,0.13,-0.5,-0.5,Matches
a7a9d95a,Paco Alcácer,es ESP,"MF,FW",Barcelona,23,1993,7.7,4,15,7,46.7,1.94,0.91,0.27,0.57,12.2,0,0,0,3.9,3.9,0.26,+0.1,+0.1,Matches
ba71d071,Pedro Alcalá,es ESP,DF,Girona,28,1989,7.7,1,8,3,37.5,1.04,0.39,0.13,0.33,15.9,1,0,0,1.0,1.0,0.12,0.0,0.0,Matches
a8599c17,Steve Aldo One,cm CMR,DF,La Coruña,22,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
46166b49,Álex Alegría,es ESP,FW,Levante,24,1992,7.0,0,14,2,14.3,2.01,0.29,0.00,0.00,18.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
3d7e48ce,Iván Alejo,es ESP,"MF,FW",Eibar,22,1995,12.2,1,13,3,23.1,1.06,0.25,0.08,0.33,20.8,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
3e1858af,Alexander,ar ARG,"MF,FW",Leganés,28,1988,11.8,2,19,5,26.3,1.61,0.42,0.05,0.20,18.2,1,1,1,2.2,1.4,0.08,-0.2,-0.4,Matches
db0cd1ae,Alexis,es ESP,DF,Alavés,31,1985,24.3,1,13,3,23.1,0.54,0.12,0.08,0.33,13.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
7e28d6f7,José Alonso Lara,es ESP,MF,Sevilla,17,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8875b8c9,Sergio Álvarez,es ESP,GK,Celta Vigo,30,1986,16.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,22,1995,7.5,0,1,0,0.0,0.13,0.00,0.00,,7.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
12a875ce,Eloi Amagat,es ESP,MF,Girona,32,1985,0.2,0,2,0,0.0,12.00,0.00,0.00,,9.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
d70a2141,Jordi Amat,id IDN,"DF,MF",Betis,25,1992,22.7,0,7,1,14.3,0.31,0.04,0.00,0.00,18.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
f3b1d9a2,Amath,sn SEN,"MF,FW",Getafe,21,1996,31.8,3,42,13,31.0,1.32,0.41,0.07,0.23,17.6,0,0,0,4.4,4.4,0.11,-1.4,-1.4,Matches
7c2a398c,Nordin Amrabat,ma MAR,"FW,MF",Leganés,30,1987,18.0,2,37,17,45.9,2.05,0.94,0.05,0.12,22.3,0,0,0,3.7,3.7,0.10,-1.7,-1.7,Matches
983ccabe,Jon Ander Serantes,es ESP,GK,Leganés,27,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
dc008610,Florin Andone,ro ROU,FW,La Coruña,24,1993,18.2,7,54,20,37.0,2.97,1.10,0.13,0.35,12.4,0,0,1,11.4,10.6,0.20,-4.4,-3.6,Matches
b35db3f6,Miguel Ángel Guerrero,es ESP,FW,Leganés,27,1990,16.0,4,29,10,34.5,1.81,0.62,0.14,0.40,14.1,1,0,1,5.7,4.9,0.17,-1.7,-0.9,Matches
3024e383,José Ángel,es ESP,DF,Eibar,27,1989,27.0,0,15,0,0.0,0.56,0.00,0.00,,27.1,4,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
