id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1f462f95,Luis Abram,pe PER,DF,Granada,25,1996,6.2,0,2,0,0.0,0.32,0.00,0.00,,9.0,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
81442ecb,Marcos Acuña,ar ARG,DF,Sevilla,29,1991,25.1,1,16,5,31.3,0.64,0.20,0.06,0.20,21.7,1,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,25,1996,18.0,0,4,0,0.0,0.22,0.00,0.00,,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,20,2000,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4d034881,Sergio Agüero,ar ARG,FW,Barcelona,33,1988,1.7,1,6,1,16.7,3.58,0.60,0.17,1.00,12.0,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
93b054dc,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,21,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,25,1995,29.3,0,6,1,16.7,0.20,0.03,0.00,0.00,13.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
f2a68b97,Carlos Akapo,gq EQG,DF,Cádiz,28,1993,20.5,0,10,1,10.0,0.49,0.05,0.00,0.00,19.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
b8bd60fe,Ilias Akhomach,es ESP,FW,Barcelona,17,2004,1.4,0,4,2,50.0,2.90,1.45,0.00,0.00,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,Betis,23,1997,5.7,0,2,0,0.0,0.35,0.00,0.00,,22.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
05439de2,David Alaba,at AUT,DF,Real Madrid,29,1992,29.4,2,21,7,33.3,0.72,0.24,0.10,0.29,21.8,7,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
99ea2ddd,Tomás Alarcón,cl CHI,MF,Cádiz,22,1999,15.8,0,15,2,13.3,0.95,0.13,0.00,0.00,24.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,32,1989,29.4,2,31,6,19.4,1.06,0.20,0.06,0.33,23.2,1,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,35,1985,27.4,0,5,1,20.0,0.18,0.04,0.00,0.00,7.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Villarreal,27,1993,8.7,1,18,7,38.9,2.06,0.80,0.06,0.14,13.4,1,0,0,3.9,3.9,0.22,-2.9,-2.9,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Cádiz,30,1991,12.3,2,23,6,26.1,1.87,0.49,0.09,0.33,23.1,5,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
bb08bce9,Omar Alderete,py PAR,DF,Valencia,24,1996,26.7,2,18,5,27.8,0.67,0.19,0.11,0.40,16.7,0,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches
3d7e48ce,Iván Alejo,es ESP,"MF,FW",Cádiz,26,1995,11.8,2,12,4,33.3,1.01,0.34,0.17,0.50,21.5,0,0,0,1.4,1.4,0.12,+0.6,+0.6,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Getafe,23,1998,25.8,1,46,14,30.4,1.78,0.54,0.02,0.07,24.2,0,0,0,1.8,1.8,0.04,-0.8,-0.8,Matches
683a1d81,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,21,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6f392eb8,Hugo Álvarez,es ESP,FW,Celta Vigo,18,2003,0.1,0,1,0,0.0,8.18,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,26,1995,20.7,0,7,0,0.0,0.34,0.00,0.00,,14.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
c9e99e49,Dani Alves,br BRA,DF,Barcelona,38,1983,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,31.4,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
69c5633e,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,19,2001,0.9,0,1,0,0.0,1.14,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
f3b1d9a2,Amath,sn SEN,"FW,MF",Mallorca,25,1996,9.8,0,11,4,36.4,1.12,0.41,0.00,0.00,17.3,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches
dc008610,Florin Andone,ro ROU,FW,Cádiz,28,1993,2.0,0,3,1,33.3,1.53,0.51,0.00,0.00,12.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
3024e383,José Ángel,es ESP,DF,Osasuna,31,1989,12.0,1,11,3,27.3,0.91,0.25,0.09,0.33,27.3,0,0,0,0.2,0.2,0.02,+0.8,+0.8,Matches
4a5f2032,Josep Antoni Gayá,es ESP,DF,Mallorca,21,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
58afe001,Mauro Arambarri,uy URU,MF,Getafe,25,1995,29.6,0,37,8,21.6,1.25,0.27,0.00,0.00,27.7,2,0,0,1.2,1.2,0.03,-1.2,-1.2,Matches
27a013f7,Néstor Araujo,mx MEX,DF,Celta Vigo,29,1991,29.1,0,8,1,12.5,0.28,0.03,0.00,0.00,21.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2bef2bca,Ronald Araújo,uy URU,DF,Barcelona,22,1999,25.2,4,18,10,55.6,0.71,0.40,0.22,0.40,12.6,0,0,0,1.5,1.5,0.09,+2.5,+2.5,Matches
94e01ec6,Jesús Areso,es ESP,DF,Osasuna,22,1999,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
484ebdb0,Matias Arezo,uy URU,"FW,MF",Granada,18,2002,1.8,0,5,3,60.0,2.78,1.67,0.00,0.00,17.5,0,0,0,1.0,1.0,0.20,-1.0,-1.0,Matches
fdd60087,Santiago Arias,co COL,DF,Granada,29,1992,4.9,1,3,1,33.3,0.61,0.20,0.33,1.00,14.6,0,0,0,0.7,0.7,0.25,+0.3,+0.3,Matches
759d8dd7,Santiago Arzamendia,py PAR,MF,Cádiz,23,1998,5.2,1,7,1,14.3,1.34,0.19,0.14,1.00,29.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,32,1989,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b4c23f36,Alejandro Asensio,es ESP,FW,Rayo Vallecano,20,2000,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,10.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
45af8a54,Marco Asensio,es ESP,"FW,MF",Real Madrid,25,1996,19.2,10,64,32,50.0,3.33,1.66,0.16,0.31,18.9,2,0,0,7.5,7.5,0.12,+2.5,+2.5,Matches
7dcf86f6,Iago Aspas,es ESP,FW,Celta Vigo,33,1987,34.3,18,85,36,42.4,2.48,1.05,0.18,0.42,16.5,7,3,5,14.1,10.2,0.12,+3.9,+4.8,Matches
