id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
000b3da6,606,582,21,13,1,7,9,7,1,0,1,0,478,3,3
003a5c72,1025,993,29,20,7,8,11,0,0,0,0,0,800,3,24
00b28772,258,255,2,2,0,2,5,0,0,0,0,0,216,1,1
011d8c56,361,267,94,24,0,2,0,0,0,0,0,0,274,0,0
01ae64cd,95,83,12,12,0,0,0,0,0,0,0,0,81,0,0
01eb744d,891,873,8,0,10,8,30,1,3,0,0,0,633,10,34
02c15616,430,418,12,12,0,5,1,0,0,0,0,0,401,0,5
02d2c436,1463,1352,109,68,1,18,8,40,0,0,0,0,1154,2,17
04965583,275,259,11,0,2,3,8,8,3,2,0,0,207,5,8
04a65a8f,397,369,23,3,0,1,5,0,0,0,0,0,278,5,6
04ac8285,31,21,10,0,0,0,0,0,0,0,0,0,25,0,0
04e17fd5,342,319,21,0,3,2,19,1,0,0,0,0,190,2,19
05384ea1,1200,962,233,15,2,1,64,218,0,0,0,0,963,5,29
05a4465d,1013,984,21,12,2,10,12,9,0,0,0,0,731,8,28
0657888a,512,457,52,21,3,7,76,7,24,11,7,1,362,3,12
070a3904,1506,1415,83,54,7,26,46,6,23,6,14,0,1213,8,27
07a0baa9,32,32,0,0,0,0,1,0,0,0,0,0,26,0,0
07d67579,95,84,8,0,0,0,3,0,0,0,0,0,58,3,2
080ac8d8,21,19,2,0,0,0,0,1,0,0,0,0,20,0,1
08511d65,1921,1834,75,61,5,40,9,14,0,0,0,0,1717,12,7
0959c2a2,593,581,10,4,2,22,13,2,4,1,0,0,447,2,16
09a9e921,538,492,41,0,1,4,11,2,2,0,0,0,388,5,13
0a0cc13c,381,332,48,0,2,5,9,1,1,0,1,0,259,1,13
0a447501,174,148,25,1,0,0,2,0,0,0,0,0,126,1,4
0ac94a23,334,324,5,1,1,2,27,2,1,0,0,0,224,5,10
0ae4e09a,197,185,11,0,2,0,6,0,0,0,0,0,138,1,9
0af4dcf0,293,274,17,1,1,3,12,0,0,0,0,0,209,2,9
0b90bb97,475,449,26,4,2,3,6,3,0,0,0,0,367,0,5
0c3f7197,292,271,18,3,1,2,41,1,14,6,3,0,189,3,16
0d10333c,1196,1159,28,25,6,30,14,3,0,0,0,0,792,9,30
0e7ccfc4,397,315,81,6,0,2,23,75,0,0,0,0,305,1,6
0ef89a37,877,802,70,11,10,6,51,7,52,28,9,0,728,5,18
0f138d5a,729,694,33,27,1,4,0,6,0,0,0,0,642,2,1
1001ae82,862,799,61,29,4,13,52,5,23,15,6,0,661,2,18
102fda08,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
10e25802,138,134,3,3,1,1,1,0,0,0,0,0,105,1,4
113fb4ea,110,60,49,16,0,0,0,0,0,0,0,0,46,1,0
119b9a8e,990,940,46,41,1,23,9,5,0,0,0,0,822,4,6
11c30a46,222,208,14,6,1,0,9,1,7,1,4,0,189,0,5
1214f0a6,33,23,10,0,0,0,2,10,0,0,0,0,14,0,1
1250086e,477,439,37,23,0,6,3,14,0,0,0,0,383,1,3
12a875ce,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0
12c50af5,387,351,31,7,3,1,21,3,21,8,9,0,312,5,6
130a7a3f,996,875,111,34,7,15,97,4,73,32,13,0,763,10,26
13b0c150,569,536,31,30,1,5,0,1,0,0,0,0,493,2,2
148d4105,148,145,1,1,0,0,3,0,0,0,0,0,98,2,3
1512328c,395,382,9,2,0,4,41,7,0,0,0,0,271,4,20
1633fc8a,1348,1262,81,77,0,72,4,4,0,0,0,0,1029,5,9
167c1bb0,1677,1638,39,37,0,10,0,2,0,0,0,0,1540,0,5
174651c8,470,454,13,13,0,24,3,0,0,0,0,0,379,3,4
174f09a6,727,670,52,24,1,14,2,28,0,0,0,0,517,5,6
1771f2c1,577,480,97,12,0,3,22,85,0,0,0,0,415,0,17
1961b2aa,358,350,5,4,0,3,3,1,0,0,0,0,314,3,6
19b776e9,407,396,7,0,0,1,13,1,0,0,0,0,290,4,14
1a317a1b,682,482,196,51,1,4,74,128,17,9,7,0,455,4,24
1b17ed86,754,657,95,54,1,4,60,2,39,14,22,0,598,2,7
1b84dbe1,564,486,78,9,0,3,15,69,0,0,0,0,489,0,12
1bda5842,672,655,13,2,5,4,72,9,0,0,0,0,477,4,35
1c8dc17d,744,702,31,6,2,7,28,5,19,11,5,0,609,11,14
1d1691ad,1756,1428,325,21,1,2,155,303,1,1,0,0,1436,3,67
1d5f96d9,93,91,2,0,0,0,4,0,0,0,0,0,61,0,4
1f079188,955,790,160,4,0,4,70,154,0,0,0,0,664,5,28
1fa85681,28,13,15,5,0,0,0,0,0,0,0,0,17,0,0
1fb1c435,928,900,21,3,12,12,26,3,2,0,0,0,688,7,25
1fe0492d,968,697,257,11,0,3,54,246,0,0,0,0,670,14,11
1fe67e86,791,615,176,11,0,3,50,165,0,0,0,0,599,0,27
20b9f052,817,485,330,93,0,0,0,0,0,0,0,0,465,2,1
21164a21,41,40,1,1,0,0,1,0,0,0,0,0,38,0,0
217011a0,59,53,5,0,0,0,0,1,0,0,0,0,36,1,5
21d4e122,1079,853,223,27,0,4,39,196,0,0,0,0,831,3,26
220c11f1,500,425,72,0,1,3,4,0,0,0,0,0,329,3,9
22df75d8,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0
2306bfde,140,129,11,6,1,3,8,0,5,4,0,0,107,0,1
23593121,353,328,21,13,2,5,5,3,4,2,1,0,287,4,6
23f32ea1,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
240d3a0b,1636,1577,55,46,0,39,12,6,1,0,0,0,1312,4,15
24279b8b,712,392,316,82,0,1,0,0,0,0,0,0,442,4,0
244f57b9,107,91,16,3,1,1,35,3,10,2,6,0,53,0,10
24f59bb2,652,561,89,16,0,2,13,73,0,0,0,0,539,2,9
251336da,525,426,99,9,1,3,29,90,0,0,0,0,413,0,10
2513a588,284,274,7,1,1,3,7,0,0,0,0,0,226,3,7
2515040a,549,517,32,30,0,7,0,2,0,0,0,0,448,0,1
25c72b36,12,12,0,0,0,0,1,0,0,0,0,0,9,0,0
26f2473f,249,159,89,37,0,0,0,0,0,0,0,0,145,1,0
283c7121,52,52,0,0,0,0,0,0,0,0,0,0,45,0,2
28d596a0,1056,748,301,95,0,0,0,0,0,0,0,0,700,7,2
293211e1,518,497,20,1,2,2,20,7,0,0,0,0,337,1,15
294450ba,379,356,21,17,0,9,9,3,1,1,0,0,316,2,1
2946f9a1,1195,1095,94,38,1,6,23,56,0,0,0,0,1064,6,11
29b61deb,1033,1019,11,9,4,11,3,2,0,0,0,0,824,3,25
2a0c8ba4,1301,1180,116,46,3,31,114,1,66,20,40,1,1013,5,16
2a70c756,159,136,19,10,0,1,15,0,9,8,1,0,111,4,6
2b15a82a,123,102,21,1,0,0,3,20,0,0,0,0,105,0,2
2bee98fd,455,427,25,2,1,3,19,6,0,0,0,0,323,3,19
2cea96ce,267,199,66,9,0,2,11,57,0,0,0,0,190,2,14
2e23c66b,228,207,17,0,0,0,3,0,0,0,0,0,143,4,4
2e8fc160,959,922,31,31,1,9,1,0,0,0,0,0,753,6,18
2ef16f06,8,7,1,0,0,0,1,1,0,0,0,0,5,0,0
2f3e911a,1412,1066,339,40,2,4,148,282,17,8,9,0,1053,7,45
3024e383,1645,1223,411,66,0,33,226,304,41,5,36,0,1003,11,57
30672832,84,75,9,2,0,1,3,7,0,0,0,0,74,0,1
307fcd26,70,36,33,6,0,0,0,0,0,0,0,0,44,1,0
31223bcf,521,490,24,17,3,12,11,1,5,4,0,0,412,7,15
314eeab1,22,22,0,0,0,0,1,0,0,0,0,0,17,0,0
322ba2df,217,187,30,4,0,1,9,26,0,0,0,0,182,0,2
32b84cec,25,25,0,0,0,0,0,0,0,0,0,0,16,0,0
335fa267,1832,1638,190,14,3,8,35,176,0,0,0,0,1634,4,23
348e4809,775,738,34,33,1,12,2,1,0,0,0,0,607,3,8
3536fdc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355c883a,884,658,226,10,2,3,50,216,0,0,0,0,634,0,31
35f6db55,727,684,42,0,5,2,34,5,0,0,0,0,473,1,51
379652be,270,262,7,0,2,1,7,5,2,1,1,0,221,1,5
37e103f8,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
37f1cf47,1492,1131,350,23,3,2,95,327,0,0,0,0,1062,11,62
37f96552,644,619,22,5,0,6,70,5,12,2,10,0,469,3,23
38699c72,129,120,8,0,0,0,8,1,0,0,0,0,81,1,6
39583cfd,294,276,18,2,1,1,16,3,13,3,5,0,230,0,11
39e9c09a,24,23,1,0,1,0,0,1,0,0,0,0,17,0,1
3a6a49f7,141,133,8,1,0,2,8,1,0,0,0,0,103,0,4
3a9c4b7b,221,182,39,6,0,0,6,33,0,0,0,0,176,0,5
3aa4a3be,197,176,19,2,3,0,4,2,0,0,0,0,139,2,6
3b9f859b,226,176,50,1,1,1,11,49,0,0,0,0,170,0,5
3c7bc9bd,1500,1442,50,49,5,40,2,1,0,0,0,0,1140,8,25
3d7e48ce,340,325,13,1,1,2,109,11,1,0,0,0,182,2,32
3e1858af,320,293,24,5,0,3,40,7,12,4,6,0,219,3,17
3e4f735d,1366,934,423,53,3,12,149,318,52,12,22,1,862,9,37
3e5a168c,44,34,10,1,0,0,3,9,0,0,0,0,36,0,2
3ecc11d8,468,431,35,26,0,8,1,9,0,0,0,0,385,2,1
3eed9821,1628,1570,56,48,0,9,0,8,0,0,0,0,1483,2,13
3f10bd22,960,868,80,6,2,7,94,72,2,0,1,0,678,12,46
3f79a1c8,674,661,8,5,1,9,10,3,0,0,0,0,490,5,15
3fc45c73,1560,1396,143,92,4,42,19,51,0,0,0,0,1206,21,24
41c12f75,31,30,0,0,0,0,1,0,0,0,0,0,11,1,2
42276181,234,221,13,0,0,0,2,2,0,0,0,0,182,0,8
4242011c,1177,1139,31,30,0,25,1,0,0,0,0,0,960,7,4
42dcf26d,1464,1383,78,60,0,19,7,18,0,0,0,0,1221,3,9
43f71e77,864,835,22,0,9,7,17,4,0,0,0,0,502,7,33
4410f0b0,18,17,1,1,0,0,0,0,0,0,0,0,14,0,0
44b61913,306,252,52,3,0,0,4,49,0,0,0,0,248,2,3
45af8a54,1264,1172,87,16,9,21,106,19,50,12,17,2,1062,5,31
45b9b619,486,455,23,6,2,5,7,11,2,0,0,0,397,8,14
45e304c8,365,341,23,5,4,0,14,14,2,1,1,0,271,1,13
4601e194,2418,2101,308,46,2,19,46,261,1,0,0,0,2074,9,55
46166b49,164,144,19,0,1,0,2,0,0,0,0,0,111,1,6
