id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
004d185e,553,26,6,2,5,74,9,8,2,5,0,0,21
0076ab7f,655,19,16,0,6,0,3,0,0,0,0,1,6
00b28772,836,22,7,1,5,13,11,1,0,0,0,7,12
01da7812,198,16,2,0,0,15,11,3,1,2,0,0,12
01eb744d,608,27,2,6,1,34,2,15,5,5,0,3,21
02319ad7,196,9,0,0,1,10,2,0,0,0,0,2,8
02c15616,1158,163,0,1,6,71,161,0,0,0,0,6,34
02d2c436,674,127,34,1,12,9,93,0,0,0,0,5,7
02ef8778,700,45,3,1,32,22,3,0,0,0,0,4,18
03049c8c,845,36,34,2,15,7,2,0,0,0,0,5,12
030ef8d6,8,0,0,0,0,3,0,0,0,0,0,1,0
036bba5f,623,43,34,3,16,23,2,7,1,3,0,1,13
037dbd30,857,206,8,3,16,45,196,2,1,0,0,10,24
04965583,912,178,39,0,14,52,135,4,2,1,0,3,32
04ac8285,303,142,48,0,1,0,0,0,0,0,0,2,0
04e17fd5,172,16,0,1,2,5,1,0,0,0,0,3,4
05439de2,1888,74,34,4,2,40,34,3,3,0,0,6,9
056269d7,678,76,7,2,1,32,68,0,0,0,0,0,6
068f4dec,89,3,2,1,0,2,0,1,1,0,0,1,1
070a3904,1627,98,47,8,33,70,5,30,12,14,0,8,25
0959c2a2,1158,19,9,4,17,20,9,1,0,0,0,6,20
09a9e921,92,7,0,1,0,4,2,0,0,0,0,0,3
0a8fd9cb,37,1,0,0,0,0,1,0,0,0,0,0,0
0abc51f2,1047,53,32,0,23,5,21,0,0,0,0,8,13
0ac94a23,157,14,5,1,0,27,3,6,1,1,0,0,13
0ae4e09a,409,49,0,5,4,10,0,0,0,0,0,4,14
0b2c8585,776,13,9,3,22,9,3,1,0,0,0,1,16
0b90bb97,639,17,1,2,8,12,11,0,0,0,0,6,12
0ba976e4,148,10,2,1,1,3,1,4,0,1,0,2,7
0bc4e720,123,30,6,0,1,21,4,8,5,1,0,0,7
0c2ac3cb,645,29,16,2,2,21,1,11,5,5,0,3,9
0c717ae6,22,0,0,0,0,0,0,0,0,0,0,0,0
0cadc46d,447,10,0,2,3,7,0,0,0,0,0,1,16
0cb29e91,332,5,3,1,2,5,2,0,0,0,0,1,10
0d9b2d31,577,25,3,5,6,18,5,17,4,9,0,4,18
0e4fef6e,1270,9,9,1,15,7,0,0,0,0,0,2,17
0e50f929,162,14,9,2,3,8,0,4,1,3,0,1,2
0e5ddc7c,168,27,0,2,1,5,2,0,0,0,0,2,8
0ef89a37,305,19,7,2,0,19,3,9,2,5,0,1,3
10072610,330,174,75,0,5,0,0,0,0,0,0,3,0
106c142c,258,90,1,1,0,24,89,0,0,0,0,0,19
112521d1,1023,241,24,0,7,115,216,1,0,1,0,1,37
11b9265b,550,58,17,3,2,47,28,13,7,0,0,9,16
11fd2b75,1189,45,42,2,15,5,2,0,0,0,0,0,16
12c50af5,1827,221,71,19,21,129,12,85,40,33,0,6,43
132ac341,524,15,14,0,7,1,1,0,0,0,0,1,1
15937e17,193,8,7,0,5,0,1,0,0,0,0,0,0
162efffd,1265,134,68,21,31,92,17,46,9,32,0,8,24
16aa3654,466,34,8,6,2,51,6,17,5,4,1,4,22
16e9d0ea,1113,271,17,0,5,84,253,1,0,0,0,5,35
174651c8,165,17,10,0,9,9,0,7,4,2,0,0,0
17a1299d,27,7,4,0,0,0,0,0,0,0,0,0,0
1827a42d,195,9,3,0,0,5,6,0,0,0,0,1,1
1840e36d,897,238,39,0,3,0,0,0,0,0,0,2,0
18abe173,1531,32,13,1,11,3,19,0,0,0,0,4,9
18f0a9f0,1,0,0,0,0,0,0,0,0,0,0,0,0
19709006,582,59,28,3,14,58,5,26,8,13,0,2,15
19b776e9,477,18,3,1,2,14,6,0,0,0,0,4,22
19c36442,1251,206,106,5,30,132,2,70,34,26,1,7,16
19cae58d,1237,17,5,11,12,48,10,2,0,0,0,8,28
1bacc518,1643,30,19,9,12,31,4,7,3,3,0,7,20
1bc432b7,29,5,0,0,0,0,0,0,0,0,0,0,2
1bda5842,462,22,2,3,0,35,9,7,2,1,0,2,18
1c2c55fc,677,31,30,1,7,0,1,0,0,0,0,4,5
1c5d79e2,21,0,0,0,0,2,0,0,0,0,0,0,1
1c96ad85,88,19,1,1,1,7,17,1,0,0,0,0,2
1ccd3dae,17,1,0,0,0,1,1,0,0,0,0,0,1
1daec722,18,3,1,0,0,2,0,2,1,1,0,0,1
1ea5f91c,209,38,4,1,0,27,33,1,0,1,0,3,5
1f079188,49,3,0,0,0,6,2,1,1,0,0,0,3
1f1c8a15,43,1,0,0,0,3,0,0,0,0,0,0,1
1f462f95,216,9,5,0,0,0,2,0,0,0,0,1,4
1fc474ae,159,44,4,1,0,10,40,0,0,0,0,0,4
1fe0492d,1003,338,25,1,8,119,299,13,9,3,0,11,32
1fe67e86,794,217,20,0,5,51,197,0,0,0,0,2,23
200e89e1,184,0,0,1,1,8,0,0,0,0,0,0,11
21512407,649,128,7,2,9,33,114,7,0,7,0,3,12
228b0d9d,607,163,24,0,2,39,138,1,0,1,0,2,20
237a3851,232,12,5,4,4,7,2,4,1,3,0,4,9
240d3a0b,1013,19,18,2,10,4,1,0,0,0,0,4,12
244bc2c8,237,15,0,1,1,1,0,0,0,0,0,1,6
253a06b9,526,24,6,2,12,79,8,4,2,1,0,6,21
2683eda7,619,17,1,4,5,18,9,0,0,0,0,2,15
274ab13c,1620,96,94,2,36,2,2,0,0,0,0,7,18
2784f898,1905,120,57,5,28,11,21,0,0,0,0,12,18
27a013f7,1509,41,38,0,8,3,3,0,0,0,0,5,8
27dc1378,1195,73,32,2,27,58,2,38,14,22,1,3,14
2946f9a1,970,75,23,0,5,11,42,0,0,0,0,2,6
29b61deb,351,19,4,0,2,8,2,0,0,0,0,4,10
2a0c8ba4,1755,70,59,2,41,23,6,5,0,3,0,8,25
