id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
004d185e,309,39,7,0,0,35,27,5,2,1,0,0,17
0076ab7f,1093,48,37,1,6,0,4,0,0,0,0,2,3
00b28772,245,10,2,0,0,7,0,1,0,0,0,0,2
00eba9c9,23,1,0,0,0,0,1,0,0,0,0,0,0
0107757e,25,10,3,0,0,0,0,0,0,0,0,0,0
014aa7bd,666,56,31,3,26,35,3,22,1,16,0,0,8
01a49bd2,68,2,1,0,1,0,1,0,0,0,0,0,2
01eb744d,334,16,2,1,3,18,1,9,1,5,0,2,9
02319ad7,15,1,0,0,0,0,0,0,0,0,0,0,1
02c15616,550,45,0,1,3,34,45,0,0,0,0,2,22
02d2c436,758,157,48,0,23,10,109,0,0,0,0,2,5
02ef8778,35,0,0,1,2,1,0,0,0,0,0,1,1
03049c8c,164,4,3,0,1,4,0,1,1,0,0,0,2
036bba5f,501,37,28,2,13,22,0,5,2,1,1,2,7
04965583,249,27,5,1,2,23,22,0,0,0,0,0,16
04e17fd5,123,26,0,0,2,4,2,0,0,0,0,1,4
04e531b6,15,2,1,0,0,2,0,1,0,1,0,0,0
05439de2,896,88,36,3,2,25,45,3,3,0,0,9,12
056269d7,657,138,23,2,2,27,115,0,0,0,0,2,13
05e19d6a,232,5,3,2,3,3,1,1,0,0,0,2,5
068f4dec,40,7,4,0,2,4,0,3,2,1,0,0,0
06efa9dc,779,211,23,3,13,68,188,0,0,0,0,7,20
070a3904,854,165,71,10,13,121,8,71,35,22,3,5,23
075fe5a3,839,43,40,0,8,2,3,0,0,0,0,6,6
0959c2a2,1176,17,5,3,17,22,11,0,0,0,0,7,21
0a0cc13c,132,19,0,0,5,6,1,0,0,0,0,3,6
0a69de7b,203,7,7,0,1,0,0,0,0,0,0,1,0
0abc51f2,268,9,6,1,6,1,1,0,0,0,0,0,2
0ae4e09a,211,14,0,0,1,5,0,0,0,0,0,3,12
0b2c8585,291,4,3,0,7,4,0,1,0,1,0,1,5
0ba976e4,380,7,2,0,3,4,1,1,0,0,0,3,11
0bc4e720,87,1,0,1,0,7,0,0,0,0,0,1,2
0cadc46d,547,5,0,2,2,10,0,0,0,0,0,0,18
0d9b2d31,1112,54,22,19,22,21,8,12,0,11,0,4,14
0da6a13e,220,24,10,0,0,44,1,13,7,2,0,4,11
0e4fef6e,813,14,14,0,9,1,0,0,0,0,0,0,13
0e5ddc7c,12,1,0,0,0,2,1,0,0,0,0,0,2
0f26ffd7,597,31,26,0,2,4,5,0,0,0,0,4,13
10072610,111,69,21,0,1,0,0,0,0,0,0,2,0
106c142c,119,31,0,1,0,10,31,0,0,0,0,0,3
114bbdee,380,2,2,0,0,2,0,0,0,0,0,2,6
11b9265b,387,83,9,0,3,27,67,7,3,3,0,3,10
11fd2b75,820,56,37,0,13,15,3,13,0,7,0,2,9
129af0db,293,7,0,3,5,3,0,0,0,0,0,2,3
12c50af5,125,8,4,0,1,5,1,3,2,0,0,0,1
130a7a3f,407,33,7,1,6,49,5,21,12,5,0,3,8
132ac341,377,23,22,0,5,0,1,0,0,0,0,0,2
133faa84,204,6,5,0,3,0,0,0,0,0,0,1,2
139560df,28,7,0,0,0,2,7,0,0,0,0,0,1
