id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
00672021,339,6,57,210,74,3,339,13,10,3,264,1539.0,711.0,11,11,1,12,4,266,1
0127419a,104,0,9,32,63,7,104,8,3,5,51,294.0,133.0,7,5,1,3,1,60,9
016ff750,85,6,24,33,30,0,85,5,5,0,40,288.0,146.0,4,5,0,1,0,48,7
01b8a2b2,207,179,207,0,0,0,207,0,0,0,107,529.0,328.0,0,0,0,0,0,85,0
01eb744d,204,4,39,75,92,27,204,12,4,8,126,712.0,338.0,12,11,10,19,16,134,39
028e70b9,1,0,0,1,0,0,1,0,0,0,1,3.0,0.0,0,0,0,0,0,1,0
02c15616,75,7,21,33,23,4,75,5,2,3,38,318.0,146.0,4,0,2,1,2,43,10
02ef8778,54,5,7,21,26,5,54,1,1,0,36,188.0,74.0,2,3,0,7,4,39,9
032f894e,93,4,17,46,33,2,93,12,7,5,52,378.0,269.0,9,7,2,7,7,55,7
0331786b,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
03998238,2,0,0,1,1,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0
03df04ff,202,181,202,0,0,0,202,0,0,0,97,465.0,311.0,0,0,0,0,0,67,0
042e8a49,360,1,19,86,258,60,360,37,23,14,274,1825.0,975.0,37,16,25,18,10,296,121
048a1cbc,446,13,115,192,143,9,446,15,8,7,263,1346.0,746.0,17,16,0,5,3,311,29
04989945,1,0,1,0,0,0,1,0,0,0,1,1.0,0.0,0,0,0,0,0,1,0
04ac8285,221,192,221,0,0,0,221,0,0,0,100,557.0,421.0,0,0,0,0,0,75,0
05439de2,639,39,251,357,32,2,639,2,2,0,473,2422.0,1391.0,11,3,1,2,0,510,6
05d548d8,519,66,275,232,14,5,519,1,1,0,271,1161.0,620.0,3,3,1,1,1,305,1
0638becf,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
070ec0b1,537,45,270,261,9,3,537,0,0,0,310,1429.0,534.0,2,3,0,6,1,375,2
07a821e4,71,4,19,48,4,0,71,1,0,1,37,223.0,104.0,3,0,0,0,3,46,0
08511d65,391,41,154,224,16,9,390,1,0,1,245,1264.0,737.0,5,1,0,2,0,297,2
089550f5,119,6,40,49,30,0,119,2,1,1,63,293.0,132.0,3,1,1,3,2,73,7
0959c2a2,261,4,32,148,84,6,261,5,4,1,149,674.0,334.0,8,9,1,5,2,191,15
0a6dbbf7,260,40,155,98,8,3,260,4,4,0,143,919.0,637.0,4,2,0,1,0,153,0
0ab1f153,481,17,91,262,131,2,481,11,10,1,277,1387.0,818.0,13,17,2,4,5,376,37
0ac94a23,110,2,13,58,40,5,110,2,2,0,52,252.0,153.0,4,1,0,4,0,69,17
0b5a292a,447,24,130,211,108,2,447,8,3,5,218,1003.0,569.0,9,12,0,7,4,275,28
0ba976e4,73,2,6,17,50,4,73,4,1,3,52,305.0,165.0,5,2,1,5,3,61,18
0bc4e720,30,2,4,11,16,2,30,4,2,2,15,98.0,31.0,2,3,0,3,0,18,6
0c3f7197,58,0,6,20,33,4,58,8,7,1,40,296.0,135.0,6,3,2,3,2,42,12
0cb29e91,133,3,32,87,14,1,133,3,1,2,62,288.0,135.0,2,0,0,2,2,77,3
0d10333c,395,13,91,233,78,6,395,8,7,1,223,1283.0,742.0,8,11,0,7,5,272,9
0d267745,496,42,174,300,23,4,496,0,0,0,379,2167.0,1268.0,9,11,0,2,0,368,2
0d82903c,600,19,129,292,183,4,600,10,9,1,396,2249.0,1387.0,37,37,1,9,3,441,40
0da6a13e,120,3,17,41,66,6,120,20,9,11,78,819.0,439.0,16,12,3,10,2,85,15
