id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
00672021,47,0,5,30,14,1,47,2,2,0,26,180.0,86.0,3,2,1,0,0,31,1
008a6e6d,251,19,89,153,11,2,251,1,1,0,159,669.0,342.0,1,8,1,0,0,179,0
01b8a2b2,36,32,36,0,0,0,36,0,0,0,18,55.0,38.0,0,0,0,0,0,19,0
01eb744d,151,1,16,31,104,16,151,14,8,6,133,759.0,410.0,16,11,5,11,13,133,35
02c15616,31,0,3,21,8,1,31,0,0,0,20,81.0,35.0,0,2,0,0,0,24,0
02ce2030,186,27,107,77,3,3,186,0,0,0,83,427.0,229.0,0,0,0,2,0,102,2
042d286e,55,1,6,29,22,5,55,2,2,0,29,139.0,19.0,3,1,2,3,4,41,10
042e8a49,258,0,9,95,156,36,258,27,18,9,195,1599.0,870.0,37,23,17,8,13,210,61
0442183b,5,1,5,0,0,0,5,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
048a1cbc,193,4,27,104,63,6,193,3,2,1,119,484.0,247.0,3,5,0,7,1,155,15
04965583,82,2,15,33,34,5,82,0,0,0,53,244.0,100.0,5,5,2,3,1,59,12
04ac8285,40,40,40,0,0,0,40,0,0,0,26,96.0,74.0,0,0,0,0,0,27,0
04f2ed4d,187,22,91,95,2,0,187,0,0,0,79,468.0,278.0,2,0,0,2,1,97,0
05439de2,448,18,80,185,185,15,448,2,0,2,255,1149.0,611.0,20,17,2,5,3,293,62
0562b7f1,12,1,1,11,1,0,12,1,1,0,8,36.0,11.0,1,1,0,2,1,9,2
05a84d52,160,5,17,78,74,25,160,16,7,9,109,968.0,421.0,18,13,8,22,19,123,37
05d548d8,601,52,248,313,44,21,601,9,8,1,377,2200.0,1390.0,7,7,4,4,2,426,7
061e8e23,102,1,7,27,68,12,102,2,2,0,59,281.0,132.0,5,5,3,4,2,77,26
07802f7f,29,0,1,15,13,5,29,3,1,2,14,50.0,12.0,1,1,1,1,1,16,7
08511d65,852,84,381,442,34,19,852,6,4,2,489,2322.0,1225.0,9,3,0,2,3,584,0
089550f5,73,4,17,43,14,0,73,1,1,0,43,167.0,103.0,3,1,0,1,0,51,3
08a2c314,82,81,82,0,0,0,82,0,0,0,32,244.0,190.0,0,0,0,0,0,25,0
08aa17d0,265,14,83,117,67,3,265,6,6,0,152,686.0,373.0,11,8,2,2,0,148,10
09586899,366,1,14,110,251,35,366,27,19,8,258,2243.0,1461.0,46,39,14,14,6,276,71
0a215326,71,1,9,44,19,1,71,3,2,1,42,341.0,181.0,6,4,0,1,0,51,6
0aa874f4,281,15,97,163,24,2,281,6,3,3,164,753.0,327.0,3,3,1,1,4,188,4
0ab1f153,295,7,45,153,103,13,295,15,9,6,201,1064.0,593.0,17,15,7,9,11,234,43
0b5a292a,35,1,8,14,13,0,35,1,1,0,16,84.0,55.0,1,1,0,2,1,21,3
0be28faf,407,17,124,280,9,1,407,4,3,1,229,770.0,331.0,3,2,1,10,4,291,2
0d267745,889,41,300,576,15,8,889,2,1,1,683,3498.0,1914.0,6,3,0,5,0,694,0
0d82903c,670,29,172,324,178,11,670,19,13,6,372,1825.0,865.0,23,14,3,13,7,443,47
