id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00459419,505,757,6653.0,1499.0,312,399,138,220,18,58,6,4.3,4.2,1.7,35,26,17,4,52
008a6e6d,1097,1218,21335.0,7588.0,331,353,659,697,95,143,0,0.2,0.6,-0.2,4,61,6,0,73
00963611,91,103,1645.0,602.0,36,38,45,48,8,12,0,0.0,0.0,0.0,0,6,0,0,5
01226327,1476,1954,21055.0,8752.0,911,1022,444,594,71,195,4,3.1,3.3,0.9,36,130,42,11,174
02b29014,1885,2278,30698.0,7812.0,907,1054,787,897,132,193,3,2.3,2.9,0.7,40,152,30,3,222
032f894e,330,420,5364.0,1268.0,162,182,123,157,28,55,0,0.3,0.4,-0.3,6,33,3,1,45
0356cf4f,4,11,66.0,13.0,2,7,2,3,0,0,0,0.0,0.0,0.0,0,0,0,0,1
0420d84f,369,516,5449.0,2296.0,217,252,121,178,18,55,1,0.7,0.5,0.3,7,30,7,1,44
0442183b,108,141,1751.0,558.0,58,65,37,52,9,13,0,0.1,0.1,-0.1,1,7,2,1,5
07802f7f,47,79,719.0,124.0,25,35,13,21,5,7,0,0.1,0.1,-0.1,3,3,3,0,9
08aa17d0,1624,1962,22647.0,8135.0,961,1033,462,555,96,200,1,1.2,2.5,-0.2,23,91,24,10,84
099e666f,576,849,9944.0,4622.0,306,352,187,272,71,168,1,1.5,1.3,-0.5,10,54,12,10,48
0c61c77c,7,8,118.0,55.0,2,2,4,4,0,1,0,0.1,0.0,-0.1,2,2,1,1,1
0cc5f4a5,5,5,50.0,3.0,2,2,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0
0d267745,2829,3082,51762.0,16561.0,1081,1132,1459,1561,238,312,0,0.9,1.1,-0.9,12,226,5,0,212
0db5d2c8,1206,1576,23654.0,9558.0,407,472,607,725,162,317,2,0.9,1.1,1.1,9,95,2,0,120
0e6bc38c,477,688,6566.0,1710.0,272,346,140,191,26,51,5,3.1,2.5,1.9,20,28,18,4,56
0ef89a37,566,758,10208.0,3685.0,246,287,231,288,73,134,6,4.7,4.7,1.3,40,99,44,7,145
10072610,64,71,1601.0,1126.0,4,4,43,44,17,23,0,0.0,0.0,0.0,0,0,0,0,0
101da2b5,2686,2999,42640.0,13288.0,1335,1407,1083,1190,167,235,3,2.8,5.0,0.2,20,318,31,0,320
10b9fa99,19,19,391.0,149.0,5,5,13,13,1,1,0,0.0,0.0,0.0,0,1,0,0,1
111c3236,1662,1801,24788.0,6068.0,977,1012,567,609,79,112,2,1.2,1.4,0.8,11,129,15,3,132
1148323a,35,56,1424.0,1247.0,0,0,13,13,22,42,0,0.0,0.0,0.0,0,1,0,0,0
119b9a8e,762,826,13329.0,4972.0,337,354,346,366,61,81,0,0.1,0.3,-0.1,2,54,3,1,72
11b9265b,784,964,14433.0,4503.0,310,345,398,466,70,125,0,0.8,1.4,-0.8,15,44,16,6,59
129af0db,423,600,5650.0,924.0,236,300,95,146,32,46,6,3.1,2.4,2.9,35,30,9,0,46
12aa7661,901,1521,16066.0,8079.0,422,516,329,548,128,362,4,3.2,3.7,0.8,39,61,18,13,98
15ea812b,800,1102,17749.0,8069.0,243,288,372,449,170,326,0,0.8,1.0,-0.8,7,64,8,2,59
15f3ec41,12,18,222.0,30.0,5,6,5,7,1,3,0,0.0,0.0,0.0,0,2,1,0,2
15fd5593,80,103,1223.0,282.0,39,47,32,40,4,5,0,0.1,0.1,-0.1,2,5,2,0,11
16380240,1604,1933,24221.0,7044.0,883,973,548,646,99,170,8,8.7,7.7,-0.7,84,183,79,2,277
1695c659,7,8,91.0,40.0,4,4,2,3,0,0,0,0.0,0.0,0.0,1,1,1,0,2
16ceb862,251,380,2545.0,488.0,148,213,39,68,7,17,2,2.9,2.1,-0.9,20,12,8,1,26
1840e36d,903,1202,25829.0,17424.0,105,106,514,519,279,564,0,0.0,0.0,0.0,0,14,0,0,0
184e4970,843,1105,16453.0,5280.0,309,374,362,420,138,241,1,1.6,1.9,-0.6,23,77,18,3,100
189cee7b,282,395,4661.0,798.0,146,194,96,130,27,42,0,1.3,1.3,-1.3,21,21,14,6,31
18b896d6,1540,1735,28423.0,9100.0,618,649,734,801,151,226,1,0.4,0.7,0.6,3,114,2,0,121
18e96f64,93,115,1796.0,686.0,32,37,51,57,9,18,0,0.3,0.2,-0.3,2,8,0,0,7
1931bde9,517,725,7433.0,1525.0,298,362,169,232,24,55,0,0.9,1.2,-0.9,14,20,15,6,65
199ff86e,5,11,41.0,9.0,5,6,0,1,0,2,0,0.0,0.0,0.0,0,1,0,0,0
19b8b0b9,319,449,4115.0,1105.0,202,261,89,122,5,22,4,2.5,1.5,1.5,17,26,7,3,44
19ba6c6d,325,536,4180.0,756.0,205,309,76,147,13,18,1,1.8,0.7,-0.8,17,22,5,0,27
1a160ea3,404,581,7362.0,3256.0,166,191,187,244,44,120,0,0.1,0.3,-0.1,6,39,3,0,48
1a2935f6,1602,1814,31489.0,11482.0,468,497,969,1053,154,242,1,1.3,0.5,-0.3,6,97,9,2,98
1a4ef233,239,310,3859.0,1555.0,129,142,83,109,20,45,0,0.0,0.1,0.0,0,14,0,0,14
1ae30132,394,587,6906.0,3437.0,190,214,163,245,37,103,0,0.3,0.7,-0.3,5,55,13,7,53
1b780599,151,217,2619.0,1196.0,73,79,55,71,17,51,0,0.4,0.3,-0.4,1,9,3,2,11
1b7ec703,126,163,1894.0,508.0,73,89,44,54,6,8,1,1.0,0.5,0.0,16,14,10,0,22
1bebde9d,23,26,602.0,324.0,1,1,17,17,5,8,0,0.0,0.0,0.0,0,0,0,0,0
1bf811d4,73,123,1293.0,676.0,29,40,37,53,6,25,0,0.1,0.4,-0.1,2,12,5,3,14
1c7012b8,457,588,8829.0,3396.0,171,191,220,254,57,119,0,0.1,0.1,-0.1,2,34,5,0,36
1cb49278,1263,1357,24630.0,8441.0,387,409,719,752,134,157,0,0.1,0.9,-0.1,4,62,2,0,76
1d387eee,115,177,1676.0,481.0,58,71,46,64,5,19,0,0.4,0.7,-0.4,6,8,6,3,17
1d6ac165,131,269,1554.0,428.0,88,156,33,82,2,5,1,1.3,0.4,-0.3,8,18,0,0,17
1d8c99b0,758,903,14235.0,3472.0,312,344,321,363,102,153,2,1.5,1.9,0.5,19,52,11,1,64
1e0b6a73,1347,1864,26343.0,11347.0,512,612,632,807,184,383,1,1.5,2.4,-0.5,27,109,25,18,119
1e26e376,17,25,596.0,494.0,3,3,5,5,9,17,0,0.0,0.0,0.0,0,0,0,0,0
1ecb65be,261,378,3804.0,1139.0,141,173,81,128,21,37,3,2.4,1.4,0.6,14,19,17,9,35
1ef37668,916,1310,15616.0,6670.0,440,529,371,516,88,186,1,1.5,1.5,-0.5,13,94,22,12,113
1f9a3a04,263,390,4459.0,2277.0,128,157,110,154,17,51,0,0.1,0.3,-0.1,3,32,3,2,36
20b104bc,898,1119,14432.0,4294.0,464,523,339,423,71,120,3,1.6,1.5,1.4,22,64,13,5,90
210d9ecb,30,38,517.0,401.0,15,15,10,13,3,7,0,0.0,0.0,0.0,0,1,0,0,0
21512407,1262,1638,23952.0,7379.0,470,528,624,760,150,290,5,4.2,2.9,0.8,40,88,44,10,114
21a66e33,77,91,1111.0,258.0,44,50,23,26,5,6,0,0.1,0.1,-0.1,3,5,1,0,11
21a66f6a,477,696,8715.0,2185.0,231,301,153,216,71,109,2,2.7,2.4,-0.7,32,53,24,2,94
22551915,792,1040,12947.0,5506.0,410,450,289,385,72,158,2,1.4,1.7,0.6,13,50,23,14,68
2475dcc6,872,1255,13009.0,3610.0,479,572,274,398,64,145,3,5.7,4.7,-2.7,59,68,56,14,167
24fae784,131,181,2076.0,533.0,70,80,45,61,11,25,0,0.0,0.1,0.0,0,6,2,0,11
25b166d0,75,99,1078.0,138.0,42,52,27,34,3,5,1,0.6,0.3,0.4,3,3,3,1,9
25f50295,669,882,13736.0,5320.0,215,250,340,400,106,210,0,0.6,0.2,-0.6,5,42,4,3,41
2649ff32,331,389,5287.0,1189.0,173,192,119,133,28,36,0,0.3,0.8,-0.3,5,39,3,0,32
26679cdf,182,235,2904.0,800.0,89,103,72,88,13,26,0,0.5,0.6,-0.5,11,16,4,2,27
2691c772,316,531,4207.0,996.0,193,282,101,161,6,33,0,1.6,1.8,-1.6,17,22,11,4,34
26f6dca8,1085,1309,16247.0,4292.0,608,672,356,422,70,137,6,4.1,3.0,1.9,40,104,35,3,156
27d7453c,146,237,1717.0,278.0,96,136,35,65,2,4,2,0.1,0.1,1.9,3,8,1,0,13
282f75f3,1189,1529,26092.0,8945.0,377,423,545,612,242,436,1,1.2,0.4,-0.2,11,65,5,1,54
285a3d44,449,668,9003.0,4503.0,136,181,233,322,66,136,1,0.3,0.2,0.7,2,39,1,0,46
29733c72,1098,1345,16341.0,3673.0,585,645,311,392,98,160,5,4.5,4.5,0.5,51,74,33,13,101
2973d8ff,67,97,767.0,100.0,41,50,12,21,3,5,1,0.1,0.1,0.9,1,2,1,0,8
2acd49b9,740,900,11433.0,2703.0,410,451,270,336,42,61,1,2.2,2.5,-1.2,27,69,21,3,85
2afc7272,989,1263,19152.0,6531.0,394,486,428,494,147,229,2,1.6,2.2,0.4,28,176,27,5,173
2b114be3,957,1208,12637.0,2561.0,588,681,256,317,36,79,15,6.8,7.2,8.2,57,27,41,6,68
2b471f99,857,987,14283.0,3476.0,414,457,335,372,80,120,1,0.7,0.7,0.3,8,68,6,1,86
2b622f01,88,114,1247.0,262.0,56,67,30,39,1,2,1,0.3,0.5,0.7,6,3,2,0,12
2b91cf8e,511,715,10211.0,4380.0,171,199,251,308,71,176,1,0.7,0.4,0.3,4,43,3,0,29
2baec6ce,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
2c0f8e9e,1094,1564,17165.0,5384.0,572,689,332,485,112,199,6,7.300000000000001,9.9,-1.2999999999999998,76,108,104,7,219
2ce2508a,1343,1701,25224.0,8439.0,541,626,593,701,175,294,1,1.0,1.5,0.0,21,173,17,2,180
2e4f5f03,1404,1681,22245.0,6855.0,692,753,595,691,73,149,5,4.1,3.4,0.9,24,121,31,8,150
2f4c5a52,513,592,9905.0,2945.0,175,194,275,300,58,88,0,0.2,0.4,-0.2,3,69,6,0,68
2f72f79e,1100,1596,17189.0,6212.0,624,710,362,530,88,264,1,0.8,1.2,0.2,13,65,24,18,87
2f7acede,581,655,10538.0,2401.0,251,271,273,302,53,66,1,0.5,0.5,0.5,10,76,5,2,69
2f90f6b8,1335,1636,23331.0,7605.0,622,685,548,627,136,248,3,3.2,3.6,-0.2,34,208,37,6,219
2ff964a0,348,524,4969.0,1287.0,213,275,107,149,16,32,2,1.0,1.6,1.0,11,20,16,5,47
31dce0c8,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
3201b03d,898,1195,14466.0,5625.0,456,521,332,440,75,160,0,0.1,0.3,-0.1,4,57,7,5,54
3233eefd,737,983,16406.0,5143.0,219,246,362,430,150,285,0,0.0,0.3,0.0,1,62,6,0,53
32e7ce92,455,630,11925.0,9119.0,68,68,264,265,123,293,0,0.0,0.0,0.0,0,3,0,0,0
3312f911,601,827,8825.0,3330.0,370,432,192,270,32,84,1,1.0,0.7,0.0,12,61,10,3,74
33508c78,1873,2351,33048.0,13012.0,845,949,722,853,235,401,4,6.8,7.6,-2.8,89,249,74,8,348
3515d404,631,919,10188.0,2960.0,347,404,209,293,54,155,3,2.8,3.1,0.2,36,50,14,6,66
356a9a62,318,401,6586.0,2637.0,96,110,172,195,49,84,0,0.4,0.7,-0.4,3,32,4,1,43
3680d723,52,76,1247.0,528.0,14,19,25,31,13,24,0,0.0,0.0,0.0,0,9,0,0,7
36c2ca73,212,462,8168.0,7016.0,24,25,69,69,119,368,0,0.0,0.0,0.0,0,5,0,0,0
3727dd3c,1031,1480,21940.0,8867.0,378,436,421,541,213,442,3,2.5,3.7,0.5,40,159,32,8,183
381d7d54,94,159,1412.0,353.0,59,75,18,41,10,22,0,1.1,0.6,-1.1,6,6,4,3,8
3831b9fe,865,1293,15628.0,6840.0,396,457,351,504,102,260,1,1.4,1.4,-0.4,16,96,21,15,87
38aefb74,10,20,129.0,47.0,6,12,4,6,0,0,0,0.0,0.0,0.0,0,1,3,0,4
38c7feef,733,954,13538.0,3875.0,315,363,292,369,102,168,7,4.3,3.8000000000000003,2.7,39,82,48,10,136
3925dbd6,40,55,496.0,72.0,24,30,13,18,0,0,0,0.2,0.3,-0.2,3,1,0,0,3
3935e52e,1203,1515,17835.0,5821.0,648,753,469,576,40,86,4,3.5,3.3,0.5,19,69,19,6,105
