id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00f0482f,5,6,57.0,6.0,3,3,1,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0
01226327,1186,1569,17245.0,6420.0,675,773,417,537,45,141,1,1.3,2.0,-0.3,14,64,22,6,101
012c975a,440,504,8388.0,2661.0,142,173,258,272,37,53,0,0.2,0.2,-0.2,2,20,1,0,23
02b29014,1141,1354,17517.0,3953.0,583,666,441,490,65,83,3,2.0,2.3,1.0,21,65,23,1,104
0313a347,1102,1305,21620.0,6304.0,325,378,646,702,113,184,0,0.1,0.1,-0.1,2,37,2,0,32
03622183,2,2,16.0,0.0,2,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
03edb878,24,36,271.0,32.0,12,17,4,6,1,2,0,0.0,0.1,0.0,1,2,0,0,1
0420d84f,620,765,9779.0,3467.0,350,385,205,254,48,84,3,1.8,1.6,1.2,19,32,14,3,49
0442183b,448,593,6376.0,2615.0,272,302,142,191,19,54,1,0.2,0.3,0.8,4,24,13,5,42
07802f7f,337,527,4427.0,1222.0,195,256,88,140,17,40,4,2.1,1.3,1.9,22,29,15,2,52
08452314,188,266,2801.0,657.0,103,126,61,82,14,28,1,3.0,2.3,-2.0,10,10,19,4,28
099e666f,47,59,696.0,180.0,27,28,16,22,3,4,0,0.0,0.1,0.0,0,2,1,1,1
0b33f6ad,304,383,4301.0,1511.0,181,203,96,122,11,25,0,0.4,0.0,-0.4,2,21,0,0,13
0d4ceb32,170,240,1735.0,326.0,123,157,19,28,5,10,2,1.8,1.1,0.2,14,9,9,0,19
0df2b165,859,1082,13623.0,3077.0,417,454,295,352,79,168,2,1.3,1.6,0.7,20,64,14,2,78
0f7533cd,615,830,9138.0,2549.0,325,388,216,279,38,86,2,1.1,1.8,0.9,14,37,21,4,67
101da2b5,889,1026,14889.0,4335.0,426,467,364,416,73,96,2,1.3,1.1,0.7,14,124,13,1,114
10b9fa99,870,1087,15680.0,5536.0,370,424,378,446,102,158,0,1.2,1.1,-1.2,11,76,14,2,100
111c3236,204,233,2997.0,716.0,112,114,72,79,11,23,0,0.1,0.1,-0.1,2,13,1,0,11
119b9a8e,1169,1285,20850.0,6462.0,472,499,606,638,79,121,0,0.4,0.2,-0.4,4,107,3,0,99
11ff3d56,503,600,7940.0,2034.0,253,286,193,217,32,60,0,0.6,0.4,-0.6,9,46,5,1,46
1265a93a,1706,2028,27925.0,6815.0,835,908,697,788,126,220,2,3.5,3.6,-1.5,41,90,44,19,128
132a82f1,1501,1740,28164.0,8486.0,546,611,790,868,141,213,0,0.3,0.5,-0.3,6,105,1,0,93
1544f145,192,229,3083.0,765.0,102,114,70,78,14,19,0,0.3,0.2,-0.3,6,15,1,1,23
1566e437,31,35,379.0,96.0,22,23,9,10,0,1,0,0.0,0.0,0.0,1,2,0,0,3
1598599e,886,976,13245.0,2758.0,471,501,310,342,51,63,1,0.2,0.3,0.8,5,75,1,0,66
15ea812b,889,1279,19153.0,8450.0,285,379,408,520,172,319,0,1.2,1.3,-1.2,12,69,17,2,83
15f3ec41,533,659,7903.0,1791.0,315,349,139,179,39,65,3,2.8,2.9,0.2,31,29,43,13,75
16ceb862,157,223,1602.0,196.0,105,138,18,25,5,5,0,1.1,0.3,-1.1,6,5,1,0,5
17370b95,61,85,878.0,251.0,38,45,17,22,2,4,0,0.1,0.1,-0.1,2,3,3,1,9
17695062,648,746,8625.0,1644.0,408,446,186,203,21,31,4,3.4,2.6,0.6,27,45,14,1,68
178ae8f8,321,449,4253.0,966.0,211,253,82,118,15,26,0,1.6,1.3,-1.6,12,28,11,0,43
17acc2ed,39,47,989.0,636.0,9,9,19,19,10,18,0,0.0,0.0,0.0,0,0,0,0,0
17d4507a,1108,1459,16993.0,7282.0,627,703,375,482,77,186,1,1.6,1.7,-0.6,17,88,33,10,124
1880614f,91,130,1255.0,360.0,46,57,24,32,6,15,2,1.6,1.3,0.4,6,8,6,2,7
18b896d6,1365,1534,24963.0,7656.0,515,546,735,774,101,179,0,0.4,0.4,-0.4,3,98,4,1,71
18b999f4,32,43,373.0,90.0,25,25,6,15,0,0,0,0.0,0.0,0.0,1,2,0,0,1
18e96f64,647,842,12274.0,4688.0,223,266,345,412,64,131,1,1.4,0.9,-0.4,7,47,4,0,44
1900032e,1476,1775,26623.0,11504.0,639,706,679,767,143,257,0,0.5,0.8,-0.5,7,90,12,1,82
1961b2aa,752,908,13045.0,3344.0,351,392,282,315,82,126,1,1.0,0.8,0.0,15,79,14,2,103
197640fd,1284,1545,18542.0,6211.0,754,838,443,524,54,101,3,2.2,1.3,0.8,22,96,22,7,91
19f4d211,2,4,41.0,0.0,1,3,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0
1a4ef233,414,493,7047.0,2296.0,178,195,203,233,26,43,0,0.0,0.1,0.0,0,15,2,0,24
1a7fcf39,1321,1670,20073.0,7163.0,703,788,521,619,58,147,3,3.3,2.3,-0.3,28,87,29,12,132
1aa84968,939,1153,14844.0,4412.0,493,557,364,426,62,116,1,0.9,0.9,0.1,11,50,14,6,82
1ae30132,104,162,1713.0,640.0,50,56,41,63,11,30,0,0.0,0.1,0.0,0,6,4,2,10
1b84dbe1,1231,1736,19677.0,7569.0,652,744,447,616,92,232,7,5.2,4.3,1.8,44,63,34,26,98
1bf33a9a,561,705,7253.0,1587.0,347,405,159,197,13,26,2,2.8,2.2,-0.8,25,34,37,3,82
1c7012b8,1352,1561,23571.0,6640.0,613,674,565,620,138,191,1,1.8,1.5,-0.8,22,125,18,6,169
1cb49278,1046,1149,19614.0,6590.0,363,395,573,603,90,114,0,0.3,0.3,-0.3,6,50,2,0,43
1d042188,583,924,12060.0,6392.0,217,282,244,336,105,250,0,0.2,0.2,-0.2,5,76,4,0,62
1ecb65be,305,433,3921.0,878.0,188,230,82,122,10,22,3,1.0,1.3,2.0,17,13,13,2,37
1ef37668,449,606,7105.0,2720.0,226,254,172,214,30,94,1,0.4,0.5,0.6,5,28,3,0,37
1f9a3a04,37,45,610.0,219.0,19,22,18,21,0,0,0,0.0,0.0,0.0,0,2,1,1,3
1fb1c435,437,586,6744.0,1713.0,232,276,136,180,42,64,2,3.5,2.7,-1.5,31,42,21,3,80
1fdfd6da,105,153,2096.0,647.0,36,46,54,72,14,25,0,0.1,0.1,-0.1,2,2,1,0,4
21166ff4,1244,1423,21098.0,7015.0,528,572,617,682,73,133,0,0.5,0.3,-0.5,7,76,5,3,90
21945a9e,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
21a66f6a,652,965,10806.0,3448.0,312,423,196,273,86,140,14,7.1,3.6,6.9,49,100,38,5,132
2389cdc2,959,1320,16255.0,6050.0,478,542,361,480,101,244,2,1.7,1.7,0.3,21,73,23,19,76
246d153b,1352,1769,22797.0,9159.0,642,717,565,704,112,257,1,1.5,1.2,-0.5,15,92,15,9,106
254147d4,290,407,4030.0,1102.0,163,193,94,124,12,26,0,0.4,0.6,-0.4,6,13,11,1,32
25b82f9a,3,3,52.0,23.0,2,2,0,0,1,1,0,0.0,0.0,0.0,1,0,1,1,0
2628fd2b,948,1182,20559.0,12493.0,290,290,509,515,145,370,0,0.0,0.0,0.0,0,3,0,0,2
2691c772,189,315,2362.0,506.0,124,170,38,63,8,22,0,0.8,0.8,-0.8,18,15,6,1,20
26f6dca8,338,375,4801.0,1253.0,202,215,109,117,14,19,1,0.9,0.9,0.1,11,27,2,0,28
27c01749,72,94,844.0,176.0,51,65,14,16,0,1,1,0.2,0.1,0.8,6,3,1,0,4
282679b4,1228,1545,18574.0,4943.0,621,720,424,508,94,163,5,3.4,3.1,1.6,44,105,40,4,184
282f75f3,2000,2240,40874.0,13278.0,601,645,1094,1142,276,405,0,1.2,1.2,-1.2,10,100,2,0,82
289601e6,974,1385,15751.0,5884.0,489,567,381,540,77,174,0,1.9,2.0,-1.9,29,48,41,22,82
28b40c9c,424,468,8479.0,3047.0,125,130,249,265,48,66,0,0.0,0.0,0.0,0,29,0,0,31
28d596a0,202,246,4701.0,2827.0,45,46,103,104,52,94,0,0.0,0.0,0.0,0,2,0,0,2
2928dca2,1638,1865,37496.0,16459.0,390,414,892,933,343,486,0,0.2,0.2,-0.2,3,81,1,0,67
29733c72,249,300,3432.0,738.0,148,160,67,79,16,29,2,0.8,0.7,1.2,8,19,4,0,23
