id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00242715,38,50,749.0,255.0,10,11,24,26,4,8,0,0.0,0.0,0.0,0,2,0,0,2
007414dd,102,151,1197.0,337.0,70,87,19,31,4,9,0,0.3,0.4,-0.3,6,5,6,1,11
01962d0d,43,67,518.0,118.0,23,30,11,17,2,2,2,0.5,0.4,1.5,2,3,1,0,6
01c3aff5,195,242,3151.0,1014.0,101,121,63,76,17,24,0,0.2,0.2,-0.2,4,18,8,1,35
01ce9e70,186,317,2565.0,459.0,103,165,54,84,10,18,0,0.3,0.4,-0.3,4,16,5,0,20
01e5f06e,101,119,1567.0,420.0,50,55,39,44,6,9,1,0.4,0.2,0.6,2,13,2,0,10
02b29014,255,323,3386.0,791.0,146,179,88,105,5,9,0,0.8,0.7,-0.8,9,17,4,0,23
0313a347,1037,1198,18981.0,6276.0,388,427,562,604,78,140,0,0.5,0.4,-0.5,5,39,4,2,27
0420d84f,476,607,7794.0,3028.0,234,266,200,242,33,70,0,0.3,0.5,-0.3,2,25,13,6,45
0442183b,607,775,9536.0,3743.0,312,352,264,326,25,72,0,0.4,0.3,-0.4,5,50,4,3,50
049a888d,49,68,526.0,201.0,36,46,7,11,0,4,0,0.0,0.3,0.0,0,5,3,0,7
0562b7f1,202,281,2332.0,438.0,145,179,40,64,3,6,2,0.9,0.6,1.1,12,7,9,0,29
05e8ca6d,8,12,108.0,44.0,5,5,3,5,0,0,0,0.0,0.0,0.0,0,2,0,0,0
06df8256,450,496,8452.0,2961.0,158,175,252,268,38,49,0,0.5,0.1,-0.5,3,25,5,0,32
07802f7f,137,202,1717.0,412.0,86,116,32,42,6,18,0,1.4,0.8,-1.4,10,11,4,0,16
089667a5,166,214,2785.0,650.0,72,85,84,103,7,16,0,0.2,0.2,-0.2,4,19,3,0,21
08eb3b58,3,4,42.0,30.0,1,1,2,3,0,0,0,0.0,0.0,0.0,0,1,0,0,1
0a3d6d2b,120,146,2302.0,723.0,40,49,65,74,15,23,0,0.3,0.0,-0.3,1,8,0,0,9
0a6cb1b1,216,268,4074.0,1567.0,63,70,136,157,14,29,1,0.1,0.1,0.9,2,22,1,0,18
0b33f6ad,849,1156,15648.0,7132.0,344,395,414,524,85,201,1,0.6,0.5,0.4,7,79,7,4,80
0bdda685,10,13,180.0,73.0,5,5,5,5,0,0,0,0.0,0.0,0.0,0,2,0,0,3
0cd31129,203,364,2929.0,618.0,110,164,68,125,12,27,2,2.8,1.4,-0.8,21,9,13,4,25
0db5d2c8,272,339,4632.0,1970.0,118,133,138,170,12,29,0,0.1,0.1,-0.1,1,23,0,0,22
0ef89a37,288,384,4081.0,977.0,180,210,82,112,17,36,0,0.5,0.8,-0.5,8,30,8,2,48
0f134faf,712,1038,14094.0,5564.0,312,380,256,355,125,246,4,2.5,2.6,1.5,29,80,23,9,91
0f7533cd,520,748,8000.0,2695.0,273,335,190,265,29,71,1,1.3,1.1,-0.3,15,31,26,8,46
10a10454,90,104,1484.0,442.0,42,46,35,38,8,14,1,0.4,0.8,0.6,5,6,5,0,12
10ec4169,1,1,11.0,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
1137759d,23,43,268.0,76.0,14,18,4,15,1,2,0,0.0,0.0,0.0,1,2,1,0,2
119b9a8e,440,481,7404.0,2134.0,215,225,184,199,34,44,0,0.2,0.3,-0.2,4,46,5,0,46
11f54bd5,37,47,543.0,223.0,22,29,10,13,2,2,0,0.3,0.2,-0.3,4,2,3,2,4
11ff3d56,266,343,3996.0,893.0,153,176,92,116,14,29,0,0.1,0.1,-0.1,3,20,2,0,23
1265a93a,630,732,9882.0,2615.0,351,372,215,252,49,72,1,1.7,1.4,-0.7,11,35,13,2,59
