id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
004d185e,262,348,3874.0,1222.0,166,189,63,88,23,39,0,0.2,0.5,-0.2,4,22,6,3,28
0076ab7f,1057,1143,18040.0,5774.0,456,484,522,546,58,83,0,0.2,0.4,-0.2,3,83,2,0,71
00b28772,202,255,3075.0,584.0,100,121,79,96,11,22,0,0.2,0.3,-0.2,4,10,2,2,16
00eba9c9,18,24,309.0,81.0,9,11,5,7,3,3,0,0.0,0.0,0.0,0,3,1,0,4
0107757e,29,35,459.0,223.0,11,11,18,19,0,5,0,0.0,0.0,0.0,0,0,0,0,0
014aa7bd,598,722,12167.0,3368.0,228,257,239,273,114,160,2,1.5,1.4,0.5,24,69,9,1,90
01a49bd2,51,70,1012.0,476.0,18,21,26,27,6,19,0,0.0,0.0,0.0,0,4,0,0,5
01eb744d,276,352,3545.0,840.0,184,208,60,80,12,27,0,2.6,2.6,-2.6,17,19,15,2,36
02319ad7,12,16,174.0,14.0,7,8,4,6,1,1,0,0.0,0.0,0.0,0,1,0,0,1
02c15616,477,597,6903.0,1833.0,266,293,155,198,26,45,1,2.6,2.3,-1.6,20,26,21,3,60
02d2c436,667,917,14406.0,5887.0,193,215,345,414,120,264,0,0.7,0.6,-0.7,7,43,4,3,53
02ef8778,26,36,459.0,65.0,14,17,8,11,3,5,0,0.2,0.4,-0.2,1,0,3,0,4
03049c8c,140,168,2395.0,603.0,65,77,56,60,17,25,0,0.2,0.1,-0.2,2,15,1,0,15
036bba5f,424,540,8259.0,2508.0,174,207,166,188,68,112,0,1.0,0.8,-1.0,13,44,9,5,46
04965583,197,276,3393.0,828.0,107,130,66,93,22,33,1,1.5,0.9,-0.5,10,14,7,2,18
04e17fd5,98,150,1479.0,144.0,59,82,31,45,4,7,0,0.1,0.2,-0.1,3,2,0,0,5
04e531b6,13,17,169.0,58.0,9,11,4,4,0,2,0,0.0,0.1,0.0,0,2,1,0,3
05439de2,869,993,12581.0,4421.0,510,532,276,315,44,79,3,1.1,1.3,1.9,16,58,9,4,60
056269d7,636,797,10880.0,4537.0,321,352,255,301,53,113,0,1.1,1.0,-1.1,10,62,11,4,59
05e19d6a,203,239,2961.0,580.0,121,133,66,77,10,13,1,0.5,0.6,0.5,5,11,2,0,18
068f4dec,40,47,707.0,113.0,20,23,14,14,5,9,0,0.2,0.0,-0.2,2,3,0,0,2
06efa9dc,771,997,12663.0,4701.0,396,446,303,370,50,121,0,2.0,2.0,-2.0,20,43,20,16,56
070a3904,731,1024,14315.0,5491.0,283,332,327,398,110,246,2,4.6,4.2,-2.6,52,102,35,6,149
075fe5a3,754,888,14985.0,5509.0,243,262,409,453,94,151,0,0.2,0.3,-0.2,6,30,2,1,40
0959c2a2,1043,1200,15546.0,3100.0,615,654,317,370,75,105,2,4.4,3.7,-2.4,33,82,33,6,108
0a0cc13c,103,154,1566.0,266.0,55,69,33,49,6,13,1,0.8,0.5,0.2,10,4,5,1,16
0a69de7b,177,211,3258.0,1273.0,69,74,89,100,18,32,1,0.2,0.0,0.8,1,9,1,0,14
0abc51f2,238,277,4564.0,1698.0,83,89,133,143,21,40,0,0.1,0.2,-0.1,1,15,2,0,20
0ae4e09a,169,228,1921.0,409.0,111,131,28,40,7,13,1,1.0,0.4,0.0,11,8,3,2,8
0b2c8585,240,296,3547.0,1022.0,139,159,62,72,22,36,0,0.0,0.2,0.0,0,16,3,0,21
0ba976e4,331,390,4078.0,589.0,242,269,70,80,9,12,3,1.0,0.9,2.0,9,12,7,0,24
0bc4e720,68,89,1029.0,232.0,41,50,22,29,4,5,1,0.3,0.3,0.7,3,8,3,1,10
0cadc46d,314,552,4334.0,855.0,196,278,89,179,14,36,2,1.6,1.1,0.4,17,26,2,0,40
0d9b2d31,1021,1170,18534.0,3960.0,479,523,384,433,140,169,0,3.4,3.8,-3.4,34,125,22,1,148
0da6a13e,157,248,2153.0,533.0,102,131,38,54,10,38,2,0.6,0.8,1.4,8,5,3,0,15
0e4fef6e,685,827,10705.0,2871.0,368,419,255,296,42,70,0,0.2,0.3,-0.2,6,60,0,0,75
0e5ddc7c,9,13,134.0,22.0,6,6,3,5,0,0,0,0.0,0.0,0.0,1,0,1,0,3
0f26ffd7,497,632,9879.0,4378.0,180,200,236,267,77,134,0,0.2,0.2,-0.2,2,44,3,0,46
10072610,108,182,3230.0,2474.0,24,24,43,45,40,110,0,0.0,0.0,0.0,0,3,0,0,1
106c142c,123,150,1559.0,578.0,86,95,33,43,2,6,0,0.3,0.4,-0.3,3,7,2,2,11
114bbdee,344,384,6251.0,2163.0,137,142,176,188,29,42,0,0.1,0.1,-0.1,1,27,0,0,22
11b9265b,383,473,6319.0,1746.0,179,197,176,200,18,41,0,0.9,0.8,-0.9,9,9,16,4,27
11fd2b75,739,878,13410.0,3876.0,319,356,323,361,79,127,0,0.6,0.7,-0.6,13,78,1,1,88
129af0db,189,302,2540.0,423.0,119,165,47,84,13,22,1,0.8,0.5,0.2,12,5,4,1,15
12c50af5,110,133,1667.0,442.0,66,73,34,39,8,18,0,0.3,0.4,-0.3,4,8,3,1,13
130a7a3f,342,443,5374.0,1484.0,183,209,115,140,27,57,0,1.0,1.0,-1.0,16,37,15,3,55
132ac341,334,400,6716.0,2090.0,113,125,174,198,47,75,0,0.0,0.1,0.0,0,13,0,0,13
133faa84,184,211,3043.0,1232.0,90,97,85,91,8,19,0,0.0,0.0,0.0,0,16,0,0,13
139560df,21,35,356.0,128.0,8,12,13,17,0,5,0,0.0,0.0,0.0,1,0,0,0,0
13e0eb29,122,162,1903.0,476.0,71,82,36,46,10,15,0,0.2,0.3,-0.2,3,13,7,2,17
14d5b7ac,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
1545cf15,203,287,3047.0,1284.0,117,130,66,100,14,41,1,0.3,0.2,0.7,4,11,4,2,14
15937e17,742,857,15942.0,5554.0,187,210,443,470,105,152,0,0.1,0.2,-0.1,3,43,2,0,48
15d0c248,427,501,7693.0,3103.0,171,189,196,217,50,73,0,0.1,0.1,-0.1,1,17,0,0,23
162efffd,615,754,10790.0,3429.0,312,347,208,248,75,114,2,3.4,2.1,-1.4,26,88,28,5,99
1633fc8a,489,578,9684.0,3709.0,149,164,268,291,67,106,0,0.1,0.3,-0.1,1,24,0,0,28
1657f448,62,106,1267.0,796.0,31,36,17,34,14,33,1,0.2,0.2,0.8,3,7,4,3,9
16aa3654,407,564,5313.0,1466.0,250,293,115,157,15,36,3,3.8,3.3,-0.8,20,21,18,3,51
16e9d0ea,525,695,7787.0,3493.0,298,332,180,247,31,69,3,1.5,1.4,1.5,9,38,13,4,44
175ece4c,8,8,132.0,38.0,4,4,2,2,1,1,0,0.0,0.0,0.0,0,1,0,0,2
18017beb,2,2,21.0,6.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,1
1840e36d,549,644,13336.0,8631.0,114,115,316,320,116,204,0,0.1,0.0,-0.1,1,4,0,0,0
184fe4b2,11,12,148.0,37.0,7,8,3,3,0,0,0,0.0,0.1,0.0,0,1,1,0,3
18abe173,989,1166,20181.0,6300.0,258,298,621,674,105,170,0,0.0,0.2,0.0,1,57,4,0,69
18b896d6,906,985,16781.0,5530.0,325,340,497,520,75,102,0,0.1,0.5,-0.1,2,49,4,0,37
192c89a6,76,92,1256.0,437.0,40,43,25,29,7,12,0,0.0,0.1,0.0,1,4,1,0,7
1944818c,296,392,4711.0,1353.0,156,175,104,138,24,48,1,1.1,1.3,-0.1,9,23,14,6,37
19709006,624,791,10275.0,2984.0,333,371,206,255,65,122,0,1.5,1.4,-1.5,16,84,8,1,87
19b776e9,239,327,3066.0,785.0,140,179,72,84,7,15,1,0.6,0.5,0.4,11,14,1,1,18
19c36442,567,725,10343.0,3452.0,273,306,198,244,78,135,0,0.9,1.2,-0.9,21,74,3,2,72
19cae58d,651,760,9341.0,1767.0,415,450,180,211,38,52,2,2.4,2.5,-0.4,28,63,28,3,78
1bacc518,1182,1322,18798.0,5880.0,641,682,431,468,83,104,1,1.9,3.3,-0.9,24,138,31,3,147
1bda5842,320,452,4980.0,1800.0,165,194,119,158,20,47,2,0.9,1.6,1.1,16,18,20,10,28
1c2c55fc,187,234,4045.0,1496.0,38,47,127,133,21,49,0,0.0,0.1,0.0,0,6,0,0,8
1cb49278,885,946,16311.0,5210.0,329,355,480,490,67,87,1,0.4,0.6,0.6,5,54,3,0,60
1d1691ad,16,17,206.0,55.0,12,13,4,4,0,0,0,0.1,0.1,-0.1,1,0,1,1,1
1e465e70,8,9,102.0,32.0,6,6,2,3,0,0,0,0.0,0.0,0.0,1,1,1,0,2
1f079188,204,291,3249.0,1529.0,110,122,74,106,16,41,1,0.7,1.1,0.3,8,20,8,6,31
1fc474ae,193,253,3096.0,1199.0,111,128,70,92,11,26,2,1.2,0.5,0.8,5,12,5,3,17
1fda2b14,4,9,53.0,7.0,1,2,2,4,0,0,0,0.0,0.0,0.0,0,0,0,0,1
1fe67e86,28,37,419.0,130.0,15,16,12,15,1,3,0,0.0,0.1,0.0,0,1,2,1,4
200e89e1,147,187,2209.0,712.0,75,84,58,67,6,16,0,0.0,0.1,0.0,1,8,1,0,13
211589b8,11,18,164.0,66.0,5,7,2,4,2,3,0,0.3,0.1,-0.3,1,2,1,0,4
220c11f1,76,100,945.0,85.0,49,58,16,26,4,6,0,0.9,0.6,-0.9,6,4,3,0,8
22721b88,51,96,779.0,372.0,28,39,18,36,3,11,0,0.0,0.0,0.0,0,2,0,0,5
228b0d9d,366,456,6068.0,2049.0,169,192,173,203,22,45,0,0.3,0.5,-0.3,6,12,9,6,15
23610943,831,1137,12856.0,5018.0,467,522,280,406,60,133,1,1.9,2.3,-0.9,21,46,30,13,69
237a3851,648,857,11903.0,3349.0,297,357,242,290,93,148,2,1.2,1.6,0.8,20,76,14,4,100
240d3a0b,293,378,4939.0,1572.0,146,174,112,132,29,57,1,0.1,0.2,0.9,3,45,3,1,36
2475cf9b,383,462,6570.0,2471.0,171,183,185,207,23,55,0,0.0,0.1,0.0,0,23,2,1,22
253a06b9,227,418,4707.0,1315.0,109,153,63,116,51,110,2,1.7,2.1,0.3,17,21,23,14,30
2683eda7,258,330,3698.0,666.0,143,171,79,98,14,24,1,1.4,1.2,-0.4,12,9,11,1,32
274ab13c,1004,1215,24166.0,9551.0,199,227,562,612,238,353,1,0.8,0.3,0.2,4,77,2,0,76
2784f898,912,1046,17473.0,5710.0,354,378,430,465,106,167,0,0.3,0.4,-0.3,3,71,2,0,53
283c7121,281,387,5008.0,1418.0,114,137,126,153,29,69,2,1.8,1.4,0.2,15,36,12,1,55
28e957d7,153,208,3344.0,1233.0,37,41,91,108,24,55,0,0.0,0.1,0.0,0,11,0,0,9
2946f9a1,508,550,7865.0,2621.0,272,288,201,213,23,32,0,0.2,0.6,-0.2,4,34,3,0,32
29d0f2ac,402,509,6473.0,2001.0,209,244,152,183,31,53,0,0.8,0.6,-0.8,10,28,6,4,35
2a0c8ba4,800,907,13846.0,3878.0,395,424,307,335,84,112,1,0.5,0.7,0.5,7,110,4,0,96
2a295d33,600,788,8138.0,1821.0,364,419,176,229,24,50,0,1.1,2.0,-1.1,17,30,20,5,66
2ae30661,24,55,405.0,115.0,12,21,7,13,3,11,0,0.5,0.2,-0.5,1,1,3,2,3
2bea832e,22,42,357.0,130.0,9,15,10,16,1,2,0,0.0,0.1,0.0,0,3,1,0,6
2bed3eab,756,825,14710.0,5168.0,258,271,400,419,91,120,0,0.0,0.2,0.0,0,77,2,0,65
2bef2bca,620,702,12165.0,3819.0,213,229,330,355,71,105,1,0.4,0.4,0.6,2,58,1,0,42
