,id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0,00242715,33,2970,33,33,33,0,0,1,44,57,-13,47.6,56.3,-8.7,2700,30,30,30
1,00242b75,18,938,10,11,4,7,14,1,12,15,-3,15.0,14.8,0.2,2770,31,31,30
2,00844823,22,1979,22,22,21,0,0,0,25,40,-15,24.1,31.3,-7.2,2340,26,26,26
3,009a4f60,14,368,4,3,3,11,10,1,5,8,-3,4.8,7.3,-2.5,900,10,10,10
4,01834aa0,28,2447,27,28,26,0,1,1,38,56,-18,37.5,43.6,-6.2,2970,33,33,33
5,01c3aff5,28,2074,23,24,17,4,0,1,26,41,-15,25.7,31.9,-6.1,2880,32,32,32
6,028e70b9,9,297,3,3,1,6,12,3,13,1,12,9.5,2.0,7.5,290,4,3,3
7,032f894e,1,6,0,0,0,1,0,1,0,0,0,0.2,0.0,0.2,3060,34,34,34
8,042e8a49,24,1505,16,17,8,7,2,2,48,18,30,39.1,19.4,19.6,3060,34,34,34
9,048a1cbc,29,2335,25,26,18,3,3,1,63,29,34,45.3,28.6,16.7,540,6,6,6
10,05439de2,28,2498,27,27,26,1,3,2,86,24,62,75.3,30.1,45.2,2547,29,29,28
11,054849d2,10,674,7,7,7,3,8,0,9,15,-6,7.4,15.5,-8.1,90,1,1,1
12,056d2d95,32,2863,31,32,31,0,0,1,38,53,-15,39.5,49.4,-10.0,1530,17,17,17
13,05d548d8,31,2581,28,31,26,0,0,2,74,36,38,51.4,36.2,15.2,2160,24,24,24
14,05f6fd87,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,360,4,4,4
15,05f99a4a,8,253,2,3,0,5,17,1,6,4,2,3.9,5.6,-1.7,900,10,10,10
16,0674ebf1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1125,13,12,12
17,070ec0b1,33,2726,30,33,28,0,1,1,55,36,19,51.5,44.6,6.9,180,2,2,2
18,080440a4,31,2721,30,30,29,1,2,1,51,54,-3,51.3,45.5,5.7,2970,33,33,33
19,08593525,21,1310,14,16,10,5,5,1,23,25,-2,25.4,31.2,-5.8,90,1,1,1
20,088ca1bd,33,2836,31,31,26,2,0,1,47,43,4,43.7,56.6,-13.0,2315,26,26,25
21,096a77c4,7,152,1,1,0,6,13,2,4,1,3,3.5,1.9,1.6,2970,33,33,33
22,099e666f,31,2717,30,31,23,0,0,1,36,49,-13,33.8,47.6,-13.7,360,4,4,4
23,0a1cb833,33,2970,33,33,33,0,0,0,40,67,-27,38.2,54.3,-16.1,720,8,8,8
24,0a3d6d2b,1,7,0,0,0,1,1,3,0,0,0,0.0,0.3,-0.3,810,9,9,9
25,0a3f6cde,34,2470,27,28,20,6,0,0,30,60,-30,31.5,54.2,-22.8,742,9,8,8
26,0b4f388a,28,1550,17,17,5,11,1,1,35,19,16,35.9,22.8,13.1,2091,24,24,23
27,0c61c77c,30,2031,22,24,6,6,4,1,28,37,-9,27.8,36.5,-8.7,151,2,1,1
28,0cc5f4a5,6,131,1,1,0,5,6,1,1,4,-3,2.2,2.4,-0.2,3060,34,34,34
29,0cf778df,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,1530,17,17,17
30,0d55d942,24,2091,23,24,23,0,1,1,32,32,0,31.5,39.1,-7.5,69,1,0,0
31,0d8a37c2,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,1980,22,22,22
32,0db5d2c8,9,498,5,5,4,4,5,0,5,16,-11,3.9,12.7,-8.9,90,2,2,1
33,0e0102eb,5,81,0,0,0,5,4,1,0,3,-3,0.4,2.1,-1.7,270,3,3,3
34,0e4fef6e,7,331,3,4,2,3,11,1,3,6,-3,5.9,4.6,1.3,1935,22,22,21
35,0ef89a37,23,1411,15,15,5,8,2,2,45,13,32,45.1,15.2,30.0,2520,28,28,28
36,0fbb73c2,22,1571,17,19,10,3,12,0,19,33,-14,21.0,31.3,-10.2,0,0,0,0
