id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,On-Off,onxG,onxGA,xG+/-,On-Off.1,MinGK,MPGK,StartsGK,90sGK
bee0bab1,19,1057,11.7,14,7,5,1,1.68,25,13.0,12.0,0.8,19.8,14.6,5.2,0.03,0,0,0,0.0
bf075f6b,10,527,5.9,5,3,5,1,1.5,7,8.0,-1.0,0.33,7.9,8.6,-0.7,0.57,0,0,0,0.0
c0dc9fc7,1,4,0.0,0,0,1,2,3.0,1,0.0,1.0,22.26,0.0,0.0,0.0,0.62,0,0,0,0.0
c17bfb65,28,2130,23.7,25,15,3,0,1.43,49,32.0,17.0,0.62,50.1,37.4,12.7,-0.5,0,0,0,0.0
c18d22f5,3,217,2.4,2,2,1,11,0.33,2,4.0,-2.0,-0.64,2.4,4.4,-2.0,-0.56,0,0,0,0.0
c1b7847c,29,1874,20.8,20,9,9,4,2.0,32,15.0,17.0,-0.47,33.9,24.5,9.4,-0.75,0,0,0,0.0
c311243f,15,1025,11.4,13,8,2,7,1.13,10,18.0,-8.0,0.62,12.5,18.7,-6.1,0.08,0,0,0,0.0
c3fd9887,28,1807,20.1,24,5,4,1,1.38,33,29.0,4.0,1.06,33.3,30.0,3.3,1.15,0,0,0,0.0
c476b0c0,32,2880,32.0,32,32,0,0,1.28,47,62.0,-15.0,0.03,45.7,60.4,-14.7,-0.17,2880,32,32,32.0
c4e87b8b,34,2925,32.5,33,26,1,0,1.62,60,49.0,11.0,-0.33,45.4,46.1,-0.7,0.03,0,0,0,0.0
c50281a0,20,1361,15.1,18,9,2,1,1.5,29,24.0,5.0,-0.31,27.3,16.7,10.6,0.51,0,0,0,0.0
c58a9db7,1,13,0.1,0,0,1,0,3.0,2,1.0,1.0,7.28,2.0,0.1,2.0,13.85,0,0,0,0.0
c5bdb6e3,23,643,7.1,5,1,18,4,1.26,19,11.0,8.0,0.75,18.6,12.6,6.0,0.19,0,0,0,0.0
c5fd13e9,9,236,2.6,1,1,8,16,2.22,7,4.0,3.0,0.06,6.1,1.6,4.5,1.16,0,0,0,0.0
c6637acf,14,1006,11.2,10,7,4,0,0.79,16,19.0,-3.0,0.48,18.9,18.8,0.1,0.7,0,0,0,0.0
c89e8aae,9,765,8.5,8,8,1,24,2.0,24,12.0,12.0,1.41,13.3,12.7,0.6,0.12,765,10,8,8.5
c8c60119,7,519,5.8,6,5,1,3,1.86,10,11.0,-1.0,-0.63,10.2,8.7,1.5,0.08,0,0,0,0.0
c8cfb04d,6,296,3.3,2,2,4,9,0.83,5,8.0,-3.0,-0.36,2.6,8.5,-5.9,-1.48,0,0,0,0.0
c8eb521b,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
ca618d23,26,1006,11.2,11,1,15,6,0.85,13,19.0,-6.0,-0.14,15.9,22.3,-6.4,0.04,0,0,0,0.0
ca8033cb,26,2003,22.3,22,20,4,4,1.96,36,21.0,15.0,-0.94,39.6,28.2,11.4,-0.66,0,0,0,0.0
cba16a46,22,1357,15.1,15,4,7,10,0.59,13,26.0,-13.0,0.67,16.1,20.0,-3.9,0.45,0,0,0,0.0
cbac6ec9,24,2160,24.0,24,24,0,0,1.13,30,43.0,-13.0,-0.74,35.3,41.5,-6.2,-0.08,2160,24,24,24.0
cc86b9a3,30,2023,22.5,23,18,7,0,2.3,56,24.0,32.0,-0.66,57.1,18.2,38.9,0.03,0,0,0,0.0
cd59b9df,17,1479,16.4,17,16,0,12,3.88,21,43.0,-22.0,-0.25,17.3,33.300000000000004,-16.0,-2.05,1480,17,17,16.4
cd82452e,28,2052,22.8,21,19,7,1,1.07,37,43.0,-6.0,0.99,30.4,40.6,-10.2,0.05,0,0,0,0.0
ce17b5eb,33,2937,32.6,33,32,0,0,1.55,56,48.0,8.0,-2.68,56.0,48.9,7.1,0.64,2938,33,33,32.6
ce218223,9,455,5.1,5,3,4,14,0.78,5,15.0,-10.0,-0.94,4.7,10.1,-5.4,-0.2,0,0,0,0.0
cf01fe3a,4,72,0.8,1,0,3,8,1.0,0,5.0,-5.0,-5.8,0.3,3.4,-3.1,-3.52,0,0,0,0.0
d003e213,16,901,10.0,9,7,7,13,2.31,26,9.0,17.0,0.07,27.9,6.8,21.1,0.55,0,0,0,0.0
d01b9ad6,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
d120d6dc,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
d1273f09,31,2756,30.6,31,27,0,0,0.94,35,52.0,-17.0,-0.26,42.8,44.8,-2.0,0.65,0,0,0,0.0
d1661819,21,1875,20.8,21,20,0,1,1.1,27,31.0,-4.0,0.87,28.4,32.8,-4.4,-0.21,0,0,0,0.0
d20f088b,0,0,0.0,0,0,0,10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
d2416c2e,31,2451,27.2,27,21,4,0,1.9,52,24.0,28.0,0.14,50.8,31.2,19.6,-0.1,0,0,0,0.0
d248cd8f,15,1293,14.4,14,14,1,3,1.6,24,17.0,7.0,-0.89,27.5,17.3,10.2,-0.05,0,0,0,0.0
d28339cb,13,1128,12.5,12,12,1,19,0.64,10,30.0,-20.0,-0.57,13.2,18.5,-5.4,0.12,1127,14,12,12.5
d3096421,20,956,10.6,8,4,12,4,0.8,10,21.0,-11.0,0.12,13.5,17.8,-4.3,0.27,0,0,0,0.0
d453346c,2,104,1.2,1,0,1,9,2.0,5,1.0,4.0,4.04,1.7,1.9,-0.2,0.46,0,0,0,0.0
d459281d,22,1660,18.4,19,16,3,6,0.55,19,44.0,-25.0,-0.39,18.1,37.6,-19.6,-0.35,0,0,0,0.0
d4a2533d,25,1415,15.7,15,6,10,7,1.52,25,28.0,-3.0,-1.01,18.4,23.4,-5.0,-0.55,0,0,0,0.0
d4d0a9ad,31,2675,29.7,30,28,1,0,1.65,57,44.0,13.0,0.67,44.8,41.5,3.3,1.04,0,0,0,0.0
d571df78,23,1113,12.4,12,1,11,7,1.57,21,18.0,3.0,-0.03,21.6,22.6,-1.0,0.16,0,0,0,0.0
d5980989,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
d6862409,24,970,10.8,12,0,12,5,0.83,11,25.0,-14.0,-1.26,12.7,21.4,-8.7,-0.31,0,0,0,0.0
d7091413,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
d728acae,10,616,6.8,6,6,4,15,1.4,9,16.0,-7.0,-0.69,9.2,12.9,-3.7,-0.11,0,0,0,0.0
d73a07e2,1,9,0.1,0,0,1,1,0.0,0,2.0,-2.0,-20.59,0.1,1.2,-1.1,-11.92,0,0,0,0.0
d781d855,6,80,0.9,0,0,6,7,2.17,3,1.0,2.0,0.62,2.6,1.4,1.2,-0.4,0,0,0,0.0
d9a5d930,13,656,7.3,7,3,6,10,1.08,6,10.0,-4.0,-0.02,10.2,9.8,0.4,0.24,0,0,0,0.0
dadf3965,0,0,0.0,0,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
db401046,26,2295,25.5,26,25,0,0,1.5,40,39.0,1.0,-1.25,34.3,35.6,-1.3,-0.12,2295,26,26,25.5
db4ed67b,14,697,7.7,7,4,7,17,2.07,22,14.0,8.0,-0.07,16.1,11.0,5.0,0.02,0,0,0,0.0
db7161ed,7,113,1.3,1,0,6,15,1.0,1,2.0,-1.0,-0.58,1.7,2.5,-0.8,-0.33,0,0,0,0.0
dbb329c6,0,0,0.0,0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
dbf053da,34,2461,27.3,26,17,8,0,2.24,70,36.0,34.0,0.79,51.4,32.7,18.6,0.25,0,0,0,0.0
dc29b608,2,135,1.5,1,1,1,19,1.5,3,2.0,1.0,-0.35,2.6,1.5,1.1,0.0,135,2,1,1.5
dc3fa3b5,26,2055,22.8,24,16,2,3,1.88,40,18.0,22.0,-0.11,42.4,25.3,17.1,0.03,0,0,0,0.0
dc62b55d,25,853,9.5,9,2,16,9,1.8,13,8.0,5.0,-0.66,18.1,11.8,6.3,-0.11,0,0,0,0.0
dc62fbee,21,1069,11.9,13,5,8,8,1.57,16,21.0,-5.0,-1.46,21.9,19.8,2.1,-0.78,0,0,0,0.0
dd669209,31,1503,16.7,18,3,13,2,1.65,29,28.0,1.0,-0.58,22.8,23.2,-0.4,0.0,0,0,0,0.0
ddcc4dd3,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
de164de6,17,1095,12.2,14,9,3,1,0.53,9,22.0,-13.0,0.17,11.5,24.6,-13.0,-0.27,0,0,0,0.0
debc2f28,16,525,5.8,5,0,11,5,0.94,7,12.0,-5.0,0.31,6.4,8.5,-2.2,0.26,0,0,0,0.0
dee3013b,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
df8e7b62,19,794,8.8,6,0,13,11,0.68,3,22.0,-19.0,-1.4,9.4,16.8,-7.3,-0.32,0,0,0,0.0
dfb6490a,24,1079,12.0,10,3,14,6,1.46,17,17.0,0.0,-0.59,15.9,15.0,0.8,0.11,0,0,0,0.0
dfc85b89,1,90,1.0,1,1,0,1,0.0,1,8.0,-7.0,-6.61,1.0,3.6,-2.6,-2.16,0,0,0,0.0
e12b0b5b,12,923,10.3,12,4,0,0,1.92,17,8.0,9.0,0.75,16.8,14.3,2.5,0.07,0,0,0,0.0
e199d5b0,34,3049,33.9,34,33,0,0,1.29,49,65.0,-16.0,-0.47,46.9,62.3,-15.3,-1.03,0,0,0,0.0
