id,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG
00638016,0,0,0,7,10,0,0,1,0
007faf7a,0,0,0,9,9,1,0,0,0
00891164,2,0,0,12,7,0,0,0,1
00a8d210,5,0,0,36,9,2,0,1,0
0118c54c,4,0,0,35,23,2,0,0,0
01870104,1,0,0,19,5,14,0,0,0
02bcaf8e,1,0,0,6,19,3,1,0,0
032f894e,8,1,1,29,27,1,0,0,0
037f2523,0,0,0,9,7,2,0,0,0
03e91055,0,0,0,14,15,2,0,0,0
04bb2b06,2,0,0,13,10,5,0,0,0
0512a60a,0,0,0,0,0,0,0,0,0
0557ff4f,0,0,0,0,0,0,0,0,0
0630eb63,0,0,0,0,0,1,0,0,0
065dc209,1,0,0,24,18,16,1,0,0
06c48679,7,0,0,41,37,0,0,0,0
06df8256,4,0,0,24,9,2,0,1,0
06f33dc8,0,0,0,1,0,1,0,0,0
080de72a,0,0,0,0,1,0,0,0,0
08511d65,3,1,1,11,4,1,0,0,0
08f5afaa,3,0,0,0,2,0,0,0,0
095e4199,0,0,0,4,6,1,0,0,0
0ad37003,4,1,1,17,20,0,0,0,0
0af4dcf0,1,0,0,6,2,5,0,0,0
0b0cbe5b,4,1,0,50,48,5,0,0,0
0b2c9aec,1,0,0,8,4,10,0,0,0
0b4d8274,2,0,0,23,12,8,0,0,0
0bb6e193,7,0,0,23,12,0,0,0,1
0be95d34,1,1,0,16,23,0,1,0,0
0bfca6a1,0,0,0,10,4,1,0,0,0
0c2ac3cb,0,0,0,4,5,0,0,0,0
0cbc8baa,1,0,0,35,31,3,0,0,1
0d7b6576,2,0,0,18,26,21,2,0,0
0e46fa2f,0,0,0,2,1,0,0,0,0
0e7ccfc4,0,1,0,22,25,0,0,0,0
0ed063d6,1,0,0,2,8,0,1,0,0
0f26fd24,0,1,0,9,3,8,0,0,0
0f697e02,0,0,0,0,0,0,0,0,0
0f8418aa,6,0,0,60,28,0,1,0,0
0f86995c,3,0,0,20,10,0,0,1,0
0ff630d0,5,0,0,28,89,5,0,1,0
1001ae82,2,0,0,14,29,0,0,0,0
104b4ad3,2,0,0,22,23,9,1,0,0
10f0fdd3,5,0,0,36,68,0,0,0,0
114bbdee,3,1,1,6,1,0,0,0,0
12bd0579,1,0,0,2,0,0,0,0,0
1467af0d,12,0,0,32,48,1,0,0,1
148e136f,0,0,0,3,3,0,0,0,0
14d2670e,4,0,0,12,1,0,0,0,0
14df1d7f,0,0,0,13,2,0,0,0,0
1545cf15,5,1,1,40,18,4,1,0,1
15944afd,1,0,0,16,8,0,0,0,0
165a2e40,9,1,0,24,23,41,1,0,0
16aa7d4c,6,1,0,26,24,0,0,0,0
1787195f,0,0,0,0,0,0,0,0,0
1880614f,2,1,1,11,33,12,1,0,0
19053e31,6,0,0,28,41,4,1,1,0
1956b948,1,0,0,16,34,2,0,1,0
199ff86e,0,0,0,2,1,2,0,0,0
19a12bed,2,0,0,8,4,3,0,0,0
19ba6c6d,2,0,0,43,28,10,0,0,0
19cda00b,2,0,0,9,14,7,1,0,0
1a066e69,2,0,0,10,6,0,0,0,0
1a248246,2,0,0,12,19,2,0,1,0
1a6b7ea4,7,0,0,36,22,2,0,0,0
1a992676,0,0,0,4,1,1,0,0,0
1bfe34dc,0,0,0,1,1,0,0,0,0
1d2d5cc8,0,0,0,0,0,0,0,0,0
1ddbc7ca,3,0,0,21,30,1,0,0,0
