id,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG
00242715,8,0,0,35,40,0,0,1,0
0049d544,1,0,0,10,18,0,0,0,0
0515a4cb,4,0,0,11,29,0,0,1,0
06f33dc8,8,1,0,39,31,9,1,0,0
06f46837,0,0,0,10,10,0,0,0,0
070a3904,2,1,1,4,0,0,0,0,0
07296190,0,0,0,7,11,2,0,0,0
083525e5,4,1,0,25,28,0,0,2,0
086d7db3,3,0,0,79,53,18,2,0,0
0984c5d5,1,0,0,20,7,0,0,0,0
0b4d8274,4,0,0,17,37,12,1,0,0
0d2158d5,5,0,0,26,15,1,0,1,0
0d57f1c1,0,0,0,0,0,0,0,0,0
0e12089d,0,0,0,0,0,0,0,0,0
0e96a5e1,1,0,0,2,0,0,0,0,0
0eb03d5b,4,0,0,8,16,0,0,0,0
0eeafda5,5,0,0,20,15,2,0,1,1
0f52f925,3,0,0,28,25,4,0,0,0
0fe7f7bc,5,1,0,58,41,27,0,0,0
1040e783,4,1,0,26,15,0,0,0,0
1061c207,0,0,0,0,0,0,0,0,0
10650926,1,1,0,9,2,0,0,1,0
10efd0e1,5,0,0,26,61,0,2,0,0
11ced928,6,0,0,53,41,12,2,0,0
1232e1dc,3,0,0,25,27,2,0,0,1
1251f42e,0,0,0,5,10,0,1,0,0
13203c45,2,0,0,10,28,5,0,0,0
13c44fc5,8,0,0,28,43,3,2,0,0
1467af0d,9,1,1,31,53,1,0,0,0
148e136f,3,0,0,21,70,5,0,0,0
15285503,0,0,0,0,0,0,0,0,0
1598599e,2,0,0,17,15,0,0,0,0
15a21c79,0,0,0,0,0,0,0,0,0
15e1afd5,5,0,0,18,15,3,0,0,0
166a981d,3,0,0,17,8,1,0,0,0
16714a62,9,0,0,50,39,1,0,1,0
167d5018,2,0,0,16,8,0,0,1,0
176674ab,1,0,0,21,51,5,1,0,0
17f29fb0,1,0,0,10,5,6,0,0,0
19cda00b,1,0,0,8,14,15,0,0,0
1a4b9094,5,0,0,37,25,4,1,0,0
