id,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG
0118c54c,1,0,0,27,8,1,0,1,0
03bd0bf4,0,2,0,3,0,0,0,0,0
0515a4cb,3,1,0,8,22,1,0,0,0
0557ff4f,1,1,0,18,34,0,0,0,0
05816e19,1,0,0,29,39,14,0,0,0
0589c701,0,0,0,0,0,0,0,0,0
0630eb63,2,0,0,6,3,4,0,1,0
0670ee51,1,0,0,2,0,0,0,0,0
06c48679,1,0,0,21,37,1,0,0,1
06df8256,4,0,0,13,6,0,1,1,1
06f33dc8,7,0,0,45,46,5,0,0,0
07a821e4,0,0,0,2,1,0,0,0,0
08082af0,6,1,0,22,16,1,0,1,0
083525e5,1,1,0,3,0,0,0,0,0
095e4199,0,0,0,8,12,2,0,0,0
0984c5d5,1,0,0,9,14,0,0,0,0
09f24df6,0,0,0,2,0,0,0,0,0
0a63446f,0,0,0,9,10,0,0,0,0
0a89e877,3,0,0,35,42,4,0,0,0
0aa874f4,8,1,0,89,81,0,0,0,0
0b0cbe5b,5,0,0,41,27,5,0,0,0
0b4d8274,3,1,1,24,34,4,0,0,0
0bd57eb0,0,0,0,0,0,0,0,0,0
0be95d34,1,0,0,31,21,3,0,0,0
0c291a1a,2,0,0,14,16,1,0,0,0
0d2158d5,4,0,0,20,14,0,0,0,0
0e12089d,1,0,0,0,0,0,0,0,0
0e6bc38c,0,0,0,16,6,11,0,0,0
0eb03d5b,7,1,0,18,16,0,0,1,0
0ee664db,0,0,0,1,0,0,0,0,0
0eeafda5,2,0,0,8,2,0,0,0,0
0f4c0bad,0,0,0,0,0,0,0,0,0
0f52f925,6,0,0,46,31,7,0,0,0
0f8418aa,9,0,0,73,27,0,0,0,0
0fb21da9,1,1,0,6,5,1,0,1,0
0fe7f7bc,0,0,0,2,2,1,0,0,0
1040e783,0,0,0,4,0,0,0,0,0
10650926,5,1,1,27,18,1,0,0,0
11ced928,3,0,0,41,27,5,2,1,0
132a82f1,0,0,0,2,4,0,0,0,0
132bb875,0,0,0,0,3,0,0,0,0
1467af0d,7,0,0,35,56,0,0,0,0
148e136f,5,1,1,34,67,4,0,0,0
15e1afd5,0,0,0,3,2,0,0,1,0
15e99107,0,0,0,4,3,3,0,0,0
16324e1d,9,1,0,31,24,1,0,3,0
166a981d,2,0,0,8,6,0,0,0,0
16714a62,7,1,1,32,20,2,0,0,1
167d5018,5,0,0,26,17,0,0,1,0
171bf11d,1,0,0,3,0,0,0,0,0
176674ab,0,0,0,6,13,2,0,0,0
17f29fb0,0,0,0,0,0,1,0,0,0
19053e31,1,0,0,18,11,1,0,0,0
19a12bed,1,0,0,12,10,0,0,1,0
19cda00b,2,0,0,11,19,6,1,0,0
19f8e480,6,0,0,28,26,1,0,1,0
1a4b9094,3,1,1,37,32,3,0,0,0
1a6f2a66,0,0,0,1,3,0,0,0,0
1a992676,6,0,0,25,14,1,0,0,0
1ad8cb67,7,0,0,30,47,0,1,1,0
1b82f8df,4,0,0,20,13,0,0,0,0
1bfb6fef,2,0,0,9,7,0,0,1,0
1c344204,4,0,0,32,33,1,0,0,0
1d2d5cc8,1,1,0,3,2,0,0,2,0
1ec7e1c5,4,0,0,25,24,0,0,2,0
1ef37668,2,0,0,17,23,0,0,0,0
1f8c7aa9,0,0,0,10,9,3,0,0,0
20094685,4,0,0,32,14,0,0,0,0
2054d037,5,0,0,44,46,11,2,0,0
20730eae,3,0,0,25,17,3,1,0,0
20e73fac,5,0,0,35,14,3,0,0,0
22721b88,7,2,0,46,33,1,0,1,0
22a62523,0,0,0,0,0,0,0,0,0
22bfb57e,3,0,0,12,13,0,0,0,0
23593121,0,0,0,9,9,0,0,0,0
2384dbed,0,0,0,0,0,0,0,0,0
23c63b7f,1,0,0,9,12,2,1,0,0
242b350c,0,0,0,0,0,0,0,0,0
2434f24a,0,0,0,0,2,0,0,0,0
243f4a0b,4,0,0,56,24,0,0,0,0
244bc2c8,2,0,0,9,13,2,1,0,0
247accfd,5,1,0,36,15,2,0,1,0
249cdcff,0,0,0,0,0,0,0,0,0
24eb7ed6,3,0,0,19,24,4,0,0,0
2515040a,4,1,1,17,12,3,0,2,1
26383ea5,0,0,0,0,0,0,0,0,0
26777636,1,0,0,4,1,0,0,0,0
2677a1de,10,1,0,54,52,23,3,0,0
26975a92,1,1,0,2,5,0,0,1,0
275e2c51,4,0,0,27,17,1,2,1,1
276cce2e,4,0,0,18,34,1,0,1,0
279ddf6a,8,0,0,48,10,1,0,1,0
28129034,3,0,0,12,2,0,0,2,0
288e1e13,4,1,0,19,8,0,0,1,0
28a65a2c,0,0,0,0,0,0,0,0,1
28dabd43,0,0,0,0,7,0,0,0,0
29c02c9f,2,0,0,19,6,1,0,0,0
29d8ad3f,2,3,0,17,12,1,0,2,0
29ef0f49,2,1,0,23,14,7,0,0,0
2a657da0,5,0,0,35,31,3,0,0,0
2b16cb1a,2,0,0,12,68,8,2,0,0
2b9fdeea,5,1,0,29,48,8,1,0,0
2c92d3c0,2,0,0,41,24,1,0,1,0
2d22cea7,0,0,0,0,0,0,0,0,0
2e0367a6,2,0,0,31,69,9,1,0,0
2e52206e,3,0,0,34,22,7,0,0,0
2ef637bd,2,0,0,12,6,1,0,0,0
2f8f43f3,0,0,0,9,1,0,0,0,0
2f965a72,1,0,0,0,1,0,0,0,0
2fa2a875,1,0,0,1,6,0,0,1,0
3010aefb,3,1,0,47,49,6,1,0,0
30395d3b,1,0,0,23,42,7,0,0,0
3067cbef,2,0,0,6,3,0,0,1,0
3071a619,2,0,0,25,37,6,0,0,0
31a62dc7,5,1,0,55,27,1,2,3,0
32c2d95f,2,0,0,34,20,1,0,1,1
33508c78,2,0,0,6,17,0,0,0,0
33887998,3,0,0,2,15,0,0,0,0
3681cfff,9,1,0,34,46,0,0,1,0
3708e9fa,7,1,0,45,43,1,0,0,0
375622c5,5,0,0,42,32,2,0,0,0
3767b3b7,3,0,0,15,9,3,0,2,0
378825c7,9,0,0,32,33,1,0,1,1
380a15e2,0,0,0,0,0,0,0,0,0
392d98fc,0,0,0,1,3,1,0,0,0
397ba086,0,0,0,0,0,0,0,0,0
39901146,1,0,0,4,9,1,0,0,0
3acddfdd,0,0,0,2,3,0,0,0,0
3befc2b6,6,3,2,35,23,0,0,0,0
3cefcaef,2,0,0,28,44,0,0,1,0
3d3b0206,0,0,0,3,6,0,0,0,0
3dd738a1,8,0,0,37,40,1,0,1,0
3e092724,2,1,1,22,48,1,0,0,0
3e87d087,2,0,0,9,8,0,0,0,0
3eaf8817,3,0,0,58,27,11,2,0,0
3ef0fa48,1,0,0,14,25,2,0,0,0
3f5b4635,5,1,0,38,29,1,0,0,0
403f5d20,1,0,0,6,22,0,0,0,0
41e7ef1c,4,0,0,28,6,5,0,0,0
4207e578,3,0,0,47,22,30,0,0,0
42c8ede1,0,0,0,1,2,0,0,0,0
42e8eba2,1,0,0,1,4,0,0,0,0
42eaa028,3,0,0,36,29,1,0,0,0
42fd9c7f,5,1,0,19,44,30,4,0,0
