id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
07666c20,6,21,15,2,0,2,2,0,0,0,0
10072610,7,15,8,2,0,1,1,0,0,0,0
1e43fad8,1,2,1,0,0,1,0,0,1,0,0
2628fd2b,39,151,111,9,13,8,7,7,6,1,0
28d596a0,47,99,54,18,4,11,8,2,2,0,0
36c2ca73,35,113,78,13,5,10,7,2,1,1,0
3a949a25,58,195,139,11,11,16,11,2,2,0,0
3bb7b8b4,28,95,68,24,3,8,16,3,3,0,0
4535e4bb,54,168,116,9,14,15,9,2,2,0,0
466fb2c5,62,187,124,9,7,21,5,6,5,1,0
4806ec67,56,147,94,13,10,15,9,4,3,0,1
4b40d9ca,50,167,117,15,9,14,15,5,4,1,0
51a19d04,6,13,6,0,0,1,0,1,0,1,0
53af52f3,41,135,94,18,8,12,13,10,8,2,0
6385ebfb,5,11,6,0,1,1,0,1,1,0,0
63d17038,26,82,56,5,5,7,2,4,3,1,0
76eca7e2,8,23,15,0,1,2,0,0,0,0,0
7956236f,9,42,33,5,1,2,3,1,1,0,0
79b0d6a0,40,129,88,15,14,9,13,3,1,2,0
7a2e46a8,23,80,58,23,3,3,13,1,1,0,0
7ba6d84e,36,131,96,18,12,8,13,3,3,0,0
8f62b6ee,21,99,78,11,6,4,6,3,2,1,0
9328b835,34,104,71,8,7,10,5,4,3,1,0
a179d516,7,16,10,2,2,1,1,0,0,0,0
a6de6361,35,102,68,6,3,11,4,3,3,0,0
a8a3d139,0,0,0,0,0,1,0,0,0,0,0
ab13a5aa,42,149,109,11,9,15,10,1,0,0,1
ba3ca78f,17,51,35,0,1,6,0,1,1,0,0
bdedffac,12,27,15,0,2,3,1,0,0,0,0
d0b3ceb9,64,178,116,8,10,20,9,9,8,1,0
e082af5b,25,55,30,2,2,6,2,2,2,0,0
e358587b,20,53,32,3,3,6,2,3,2,1,0
e5a76dfe,33,128,94,14,11,11,13,3,1,1,1
e7434f04,6,11,5,0,1,1,0,0,0,0,0
f23f9d20,68,195,128,5,6,25,5,5,3,2,0
f76e6b4e,10,27,17,9,0,0,2,0,0,0,0
fe558029,3,5,2,0,0,1,0,0,0,0,0
