id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
19e50035,12,22,9,0,1,3,0,3,2,1,0
1c0eea98,28,72,46,1,0,11,0,3,3,0,0
2628fd2b,9,19,10,1,0,3,1,0,0,0,0
28300a16,2,5,3,0,0,1,0,0,0,0,0
28d596a0,2,13,11,2,1,1,2,0,0,0,0
2f965a72,1,3,2,0,0,1,0,0,0,0,0
33887998,31,102,72,19,10,5,14,6,6,0,0
36c2ca73,27,71,44,3,7,7,5,0,0,0,0
3a949a25,35,106,72,13,4,9,8,1,1,0,0
3bb7b8b4,26,83,57,28,6,3,20,1,1,0,0
3f70db80,0,4,4,0,0,0,0,0,0,0,0
42130443,0,2,2,1,0,0,1,0,0,0,0
466fb2c5,39,128,90,21,3,10,12,6,5,0,1
4806ec67,58,170,116,10,6,19,7,1,1,0,0
4b40d9ca,47,165,119,7,14,15,9,5,5,0,0
53af52f3,58,187,128,13,10,14,7,9,7,2,0
62d7ef38,2,8,6,1,1,0,1,0,0,0,0
6a713852,42,141,99,12,15,10,11,4,3,0,1
6b625ac2,79,220,142,9,11,18,5,5,5,0,0
76eca7e2,6,13,8,0,0,2,0,0,0,0,0
7956236f,48,140,93,13,6,17,11,6,4,1,1
7a2e46a8,24,99,76,27,7,2,20,0,0,0,0
7b4de647,8,18,11,1,0,2,1,1,1,0,0
7ba6d84e,57,180,124,16,10,12,8,5,3,2,0
8f62b6ee,40,137,98,22,5,11,16,2,2,0,0
903b6e8b,40,160,121,15,5,17,11,10,9,0,1
9328b835,50,162,111,16,8,13,8,6,2,3,1
939bc634,5,7,2,0,0,2,0,0,0,0,0
98ea5115,27,103,76,10,5,9,8,4,4,0,0
a179d516,5,11,6,0,1,1,0,0,0,0,0
a8a3d139,3,4,1,0,0,1,0,0,0,0,0
ab13a5aa,33,116,83,9,11,10,11,3,3,0,0
c3e39f12,35,101,68,6,5,8,3,2,2,0,0
cc70a1d5,13,28,16,2,4,2,1,1,0,1,0
cde3309f,15,37,23,0,5,3,0,2,2,0,0
d0b3ceb9,49,116,67,5,5,16,4,4,3,1,0
d3ce0e89,1,5,4,1,0,0,0,0,0,0,0
da8b19e2,3,7,4,0,1,0,0,0,0,0,0
e082af5b,22,57,34,1,2,6,1,4,2,1,1
e7ee38c3,3,5,2,0,0,1,0,0,0,0,0
f127d782,24,69,47,3,2,7,1,1,1,0,0
f23f9d20,62,165,105,4,5,20,5,8,7,0,1
