id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
f76e6b4e,29,96,68,7,6,6,6,1,1,0,0
7b4de647,61,170,109,11,11,16,6,3,2,1,0
10072610,1,5,4,2,0,0,2,0,0,0,0
cc70a1d5,61,201,142,7,11,17,6,5,5,0,0
a179d516,4,11,7,1,1,1,1,0,0,0,0
71672fa0,48,135,85,16,6,12,11,6,5,1,0
1840e36d,34,106,74,20,6,9,15,2,2,0,0
cde3309f,15,47,34,1,5,4,2,3,3,0,0
3a949a25,11,37,25,6,1,5,4,1,0,1,0
3bb7b8b4,26,80,54,30,4,2,16,2,0,2,0
b1b25949,21,64,43,5,2,9,3,2,1,1,0
9328b835,56,190,133,8,9,21,9,6,3,3,0
c3e39f12,30,97,66,4,7,9,4,1,0,1,0
d0b3ceb9,55,151,98,6,12,19,10,1,1,0,0
63d17038,0,3,3,1,0,0,1,0,0,0,0
7ba6d84e,28,140,114,24,6,7,18,1,1,0,0
d596e193,40,100,61,7,5,12,5,3,3,0,0
9dab6e3b,7,15,8,0,1,2,0,0,0,0,0
d822a850,7,13,6,0,1,2,1,1,1,0,0
cb4f24c6,39,91,51,3,6,10,4,5,4,1,0
a6de6361,4,12,8,2,1,1,0,0,0,0,0
76eca7e2,41,127,88,8,6,13,7,1,1,0,0
1148323a,6,13,8,1,0,1,0,0,0,0,0
32e7ce92,14,45,30,11,5,3,10,3,2,1,0
85b011bb,24,56,32,4,3,7,4,3,3,0,0
8f62b6ee,35,117,82,22,7,7,15,3,2,0,1
939bc634,58,158,99,9,10,19,10,6,4,2,0
36c2ca73,26,68,42,3,8,7,4,1,1,0,0
d436eb94,24,59,34,10,7,2,7,3,2,1,0
7ca2d989,1,3,2,0,1,0,0,0,0,0,0
82b1198a,3,12,9,3,0,1,2,0,0,0,0
4806ec67,58,178,119,13,10,15,10,5,3,1,1
4b40d9ca,35,148,113,12,11,11,12,5,3,1,1
1e26e376,0,3,3,1,0,0,1,0,0,0,0
4535e4bb,54,172,121,9,13,16,10,3,1,2,0
53af52f3,47,138,90,11,10,12,8,3,1,2,0
8e65a5e5,14,43,29,3,5,3,2,1,1,0,0
1bebde9d,1,4,4,0,1,0,0,0,0,0,0
