id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
004d185e,31,17,17,9,5,9,39,30,20,0,20,13,44,28,0,100
0076ab7f,23,12,16,5,2,4,10,6,10,6,4,24,47,24,2,48
00b28772,50,28,22,24,4,19,46,27,40,9,31,57,107,46,1,133
01e5f06e,29,10,17,9,3,11,22,11,15,0,15,14,43,9,0,47
01eb744d,38,21,10,23,5,15,45,30,18,1,17,22,60,16,0,118
02319ad7,12,7,1,3,8,3,18,15,13,2,11,6,18,16,0,62
02c15616,71,42,21,40,10,26,62,36,40,3,37,29,100,28,0,182
036bba5f,54,29,32,21,1,30,80,50,35,8,27,31,85,28,0,153
037dbd30,18,10,11,6,1,9,19,10,11,2,9,12,30,20,0,64
039ae103,0,0,0,0,0,0,1,1,0,0,0,2,2,2,0,10
03dc5b1f,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,7
04965583,9,5,5,3,1,5,12,7,10,1,9,12,21,9,0,39
04981123,12,7,4,5,3,6,18,12,10,0,10,4,16,2,0,23
04ac8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
04e17fd5,17,11,2,9,6,4,21,17,15,0,15,8,25,23,0,43
056269d7,52,33,28,17,7,30,53,23,19,6,13,20,72,48,2,119
05a4465d,24,13,10,13,1,8,35,27,16,1,15,12,36,21,0,54
062fc2e6,28,17,16,8,4,15,21,6,14,4,10,20,48,32,0,68
08511d65,15,12,8,6,1,6,10,4,9,5,4,19,34,39,1,82
08990838,7,4,2,4,1,2,5,3,2,0,2,11,18,21,0,34
0959c2a2,25,16,9,8,8,10,26,16,16,2,14,22,47,4,0,80
09a9e921,9,5,5,3,1,3,5,2,5,0,5,3,12,2,0,19
0a0cc13c,6,2,0,4,2,2,8,6,4,0,4,3,9,2,0,26
0a447501,5,5,0,4,1,0,2,2,8,1,7,3,8,9,0,34
