id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
000b3da6,70,45,36,27,7,22,55,33,19,2,17,29,99,23,0
003a5c72,52,37,19,23,10,19,73,54,43,13,30,41,93,30,0
00b28772,21,13,10,8,3,8,16,8,15,6,9,16,37,8,0
011d8c56,0,0,0,0,0,0,1,1,0,0,0,2,2,7,0
01ae64cd,2,2,2,0,0,0,1,1,2,1,1,2,4,19,0
01eb744d,41,29,12,16,13,8,57,49,30,1,29,25,66,17,0
02c15616,15,8,7,8,0,6,11,5,7,0,7,5,20,8,0
02d2c436,49,43,37,9,3,17,33,16,32,21,11,77,126,185,1
04965583,6,4,2,3,1,1,10,9,4,0,4,9,15,1,0
04a65a8f,35,22,17,17,1,7,25,18,10,3,7,23,58,20,0
04ac8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04e17fd5,31,25,10,14,7,6,26,20,11,0,11,9,40,32,0
05384ea1,33,24,21,8,4,14,25,11,21,11,10,39,72,64,1
05a4465d,95,65,38,51,6,24,89,65,34,11,23,35,130,67,0
0657888a,22,14,6,8,8,9,22,13,16,1,15,14,36,15,0
070a3904,64,43,29,28,7,19,62,43,31,5,26,52,116,48,1
07a0baa9,3,2,1,0,2,2,3,1,0,0,0,0,3,2,0
07d67579,1,1,0,1,0,0,6,6,6,0,6,1,2,5,0
080ac8d8,3,2,0,0,3,1,1,0,0,0,0,0,3,0,0
08511d65,40,29,22,18,0,19,28,9,22,12,10,47,87,91,0
0959c2a2,25,16,12,10,3,8,15,7,12,1,11,21,46,17,0
09a9e921,10,2,2,4,4,1,12,11,16,1,15,8,18,16,0
0a0cc13c,13,7,3,6,4,3,11,8,12,1,11,6,19,5,0
0a447501,8,8,0,4,4,0,3,3,5,0,5,4,12,6,0
0ac94a23,27,16,12,10,5,6,23,17,18,1,17,13,40,10,0
0ae4e09a,8,4,2,5,1,2,13,11,11,0,11,1,9,5,0
0af4dcf0,10,7,3,6,1,1,7,6,9,1,8,3,13,27,0
0b90bb97,17,9,4,9,4,4,22,18,14,1,13,2,19,19,0
0c3f7197,14,7,6,7,1,6,11,5,7,1,6,4,18,7,0
0d10333c,90,69,28,54,8,29,74,45,38,4,34,38,128,27,0
0e7ccfc4,18,13,7,8,3,9,16,7,18,4,14,16,34,20,0
0ef89a37,27,14,8,14,5,9,32,23,14,0,14,6,33,4,0
0f138d5a,13,9,8,5,0,3,13,10,9,5,4,14,27,30,0
1001ae82,32,18,6,21,5,6,26,20,18,1,17,7,39,8,0
102fda08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10e25802,6,4,4,2,0,2,4,2,7,1,6,9,15,8,1
113fb4ea,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
119b9a8e,38,23,27,11,0,14,25,11,19,13,6,27,65,94,1
11c30a46,6,4,1,4,1,1,5,4,5,0,5,4,10,0,0
1214f0a6,4,3,4,0,0,2,4,2,2,1,1,0,4,1,0
1250086e,16,10,10,4,2,8,12,4,15,8,7,19,35,33,1
12a875ce,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12c50af5,11,9,3,8,0,3,8,5,7,0,7,2,13,3,0
130a7a3f,41,28,22,10,9,13,62,49,39,5,34,22,63,37,0
13b0c150,16,11,8,7,1,10,15,5,17,12,5,12,28,72,0
148d4105,11,5,3,7,1,4,9,5,2,0,2,8,19,8,0
1512328c,38,23,17,13,8,15,47,32,25,3,22,13,51,9,0
1633fc8a,48,30,28,20,0,30,43,13,27,19,8,53,101,137,0
167c1bb0,34,22,18,16,0,13,40,27,19,12,7,25,59,78,1
174651c8,17,10,7,7,3,7,18,11,10,5,5,20,37,30,1
174f09a6,19,10,11,7,1,4,15,11,23,13,10,33,52,113,0
1771f2c1,36,27,20,14,2,13,24,11,21,7,14,30,66,50,2
1961b2aa,19,12,8,10,1,5,13,8,7,1,6,4,23,6,0
19b776e9,33,24,12,16,5,6,27,21,19,2,17,18,51,10,0
1a317a1b,34,25,24,9,1,18,30,12,18,3,15,19,53,50,1
1b17ed86,32,22,15,13,4,9,27,18,19,0,19,19,51,21,0
1b84dbe1,22,17,13,6,3,8,12,4,15,3,12,12,34,18,0
1bda5842,30,24,9,11,10,8,33,25,14,0,14,12,42,1,0
1c8dc17d,25,16,10,10,5,10,28,18,7,0,7,17,42,14,0
1d1691ad,41,27,22,15,4,20,35,15,25,7,18,26,67,50,0
1d5f96d9,7,3,2,3,2,3,8,5,6,2,4,1,8,10,0
1f079188,41,28,20,17,4,20,42,22,24,6,18,30,71,31,0
1fa85681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fb1c435,23,13,9,12,2,3,21,18,14,2,12,17,40,11,1
1fe0492d,76,40,42,27,7,35,59,24,40,10,30,44,120,94,0
1fe67e86,34,24,17,13,4,15,27,12,24,5,19,17,51,61,0
20b9f052,0,0,0,0,0,0,0,0,0,0,0,1,1,15,2
21164a21,4,2,2,2,0,2,3,1,3,2,1,1,5,4,0
217011a0,7,6,2,4,1,1,1,0,4,0,4,0,7,0,0
21d4e122,46,29,29,16,1,25,48,23,28,7,21,42,88,64,1
220c11f1,22,14,2,17,3,3,29,26,10,0,10,5,27,32,0
22df75d8,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2306bfde,1,0,0,1,0,1,2,1,5,0,5,5,6,1,0
23593121,15,11,3,12,0,3,11,8,7,0,7,2,17,4,0
23f32ea1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
