id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
000b3da6,2,0,0,2,0,0,0,0,1,0,1,2,4,2,0,4
003a5c72,43,25,19,19,5,15,48,33,27,6,21,21,64,35,0,99
00b28772,77,45,21,51,5,21,61,40,60,15,45,71,148,33,0,166
011d8c56,1,1,1,0,0,1,2,1,0,0,0,1,2,9,2,18
014b57f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01eb744d,38,19,19,12,7,10,53,43,28,5,23,17,55,20,0,123
02319ad7,30,21,8,14,8,7,26,19,14,0,14,17,47,27,0,100
02c15616,16,12,7,7,2,8,18,10,8,0,8,7,23,12,0,43
02ef8778,8,3,0,7,1,0,12,12,18,4,14,9,17,45,0,70
036bba5f,96,54,50,40,6,32,89,57,59,10,49,38,134,52,1,268
04965583,13,11,5,5,3,5,14,9,5,0,5,4,17,12,0,31
04a65a8f,2,2,0,1,1,2,3,1,3,0,3,1,3,2,0,5
04ac8285,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6
04e17fd5,16,8,6,5,5,4,24,20,18,3,15,6,22,23,0,71
05a4465d,83,48,29,40,14,24,77,53,42,7,35,23,106,67,0,190
06efa9dc,3,3,3,0,0,2,2,0,0,0,0,1,4,5,0,8
070a3904,60,35,23,32,5,25,69,44,18,3,15,22,82,30,0,143
07750704,0,0,0,0,0,0,3,3,1,1,0,2,2,0,0,2
08511d65,41,32,25,12,4,22,39,17,29,15,14,37,78,90,2,176
0959c2a2,12,8,3,7,2,5,11,6,10,2,8,21,33,10,0,52
09a9e921,4,2,1,2,1,0,5,5,4,0,4,8,12,5,0,30
0a0cc13c,4,2,2,1,1,2,8,6,4,0,4,2,6,6,0,19
0a447501,8,6,0,5,3,1,6,5,8,2,6,3,11,4,0,14
0ac94a23,46,32,15,22,9,17,37,20,35,3,32,15,61,16,0,113
0ae4e09a,8,6,1,4,3,1,19,18,14,1,13,4,12,9,0,48
0b90bb97,17,10,1,15,1,3,25,22,19,2,17,4,21,20,0,53
0c2ac3cb,8,6,2,3,3,2,2,0,5,1,4,1,9,2,0,8
0c3f7197,7,4,1,3,3,2,7,5,5,0,5,3,10,1,0,20
0ef89a37,16,11,1,6,9,7,22,15,21,2,19,12,28,8,0,81
0f0aa5b4,49,27,41,8,0,20,29,9,23,11,12,37,86,159,3,134
0f134faf,4,2,2,2,0,2,9,7,2,0,2,4,8,1,0,19
1001ae82,22,8,8,7,7,7,18,11,14,2,12,8,30,11,0,53
112521d1,14,9,11,2,1,7,14,7,10,4,6,8,22,27,0,41
1163de29,4,3,2,2,0,0,6,6,4,0,4,1,5,7,0,14
1232e1dc,11,8,6,4,1,4,7,3,2,2,0,10,21,16,0,30
129af0db,20,14,2,7,11,3,10,7,7,0,7,5,25,13,0,33
129dd8e7,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,8
12c50af5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
13b0c150,2,2,2,0,0,1,1,0,5,5,0,4,6,10,0,9
13e0eb29,4,3,0,3,1,2,5,3,1,0,1,0,4,2,0,19
148d4105,9,4,4,4,1,4,7,3,3,1,2,5,14,4,0,28
1512328c,42,18,21,15,6,18,50,32,20,1,19,14,56,17,0,91
1519a888,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
1633fc8a,48,25,32,15,1,24,45,21,31,15,16,57,105,138,0,140
167c1bb0,3,1,3,0,0,2,3,1,5,1,4,5,8,27,0,29
16e9d0ea,63,40,41,18,4,29,53,24,35,9,26,41,104,97,0,206
174651c8,2,2,1,1,0,0,1,1,1,1,0,3,5,3,0,12
174f09a6,1,0,0,1,0,1,2,1,4,4,0,5,6,25,0,21
17a1299d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17d9e354,1,1,1,0,0,1,3,2,1,0,1,2,3,1,2,24
1840e36d,0,0,0,0,0,0,2,2,0,0,0,2,2,5,0,22
18dc8533,2,2,0,1,1,1,4,3,4,2,2,4,6,2,0,27
19709006,46,25,26,15,5,16,58,42,12,2,10,16,62,16,0,138
19b776e9,22,14,8,10,4,6,14,8,17,2,15,3,25,14,0,34
1a1609ab,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,4
1a317a1b,29,18,15,11,3,17,24,7,19,6,13,17,46,63,2,68
1b17ed86,50,32,26,18,6,17,50,33,42,8,34,26,76,34,2,133
1bda5842,33,24,8,15,10,12,43,31,16,1,15,8,41,5,0,104
1d1691ad,28,25,13,11,4,14,18,4,11,1,10,11,39,17,1,61
1d5f96d9,1,1,0,0,1,1,1,0,1,0,1,0,1,4,0,7
1daec722,49,37,13,21,15,10,23,13,36,3,33,20,69,24,0,146
1e1bea09,0,0,0,0,0,0,1,1,1,0,1,3,3,1,0,3
1f079188,63,46,24,27,12,24,53,29,37,9,28,35,98,57,0,214
1f54ed90,46,33,37,8,1,29,39,10,32,18,14,29,75,165,4,154
1fb1c435,21,10,6,9,6,3,17,14,17,1,16,3,24,18,0,74
1fe0492d,72,35,45,20,7,34,64,30,46,12,34,57,129,130,1,148
