id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
004d185e,15,10,8,6,1,6,11,5,13,1,12,10,25,12,0
0076ab7f,24,20,13,10,1,11,17,6,29,21,8,15,39,72,1
00b28772,17,8,7,7,3,6,10,4,20,10,10,15,32,10,0
00eba9c9,4,3,2,2,0,1,2,1,0,0,0,1,5,0,0
0107757e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014aa7bd,14,7,7,5,2,9,16,7,12,3,9,9,23,8,0
01a49bd2,7,3,4,3,0,6,7,1,4,1,3,4,11,8,0
01eb744d,5,2,2,2,1,3,11,8,11,0,11,9,14,4,0
02319ad7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
02c15616,29,15,16,8,5,16,23,7,17,1,16,13,42,15,0
02d2c436,16,11,11,4,1,10,17,7,20,18,2,18,34,93,0
02ef8778,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0
03049c8c,7,3,4,1,2,3,7,4,5,2,3,11,18,5,0
036bba5f,30,20,17,13,0,14,34,20,12,3,9,15,45,22,0
04965583,8,2,3,3,2,1,13,12,20,2,18,10,18,11,0
04e17fd5,11,7,2,6,3,3,6,3,3,1,2,3,14,8,0
04e531b6,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
05439de2,13,10,6,4,3,8,13,5,15,8,7,12,25,28,1
056269d7,33,17,24,8,1,21,25,4,9,3,6,9,42,25,0
05e19d6a,8,5,3,3,2,4,9,5,5,1,4,7,15,6,1
068f4dec,4,3,4,0,0,1,4,3,2,0,2,0,4,3,0
06efa9dc,27,16,19,6,2,12,17,5,22,6,16,13,40,35,0
070a3904,45,24,9,26,10,19,38,19,21,0,21,17,62,18,0
075fe5a3,21,11,16,5,0,11,21,10,16,12,4,15,36,59,0
0959c2a2,26,17,12,9,5,11,21,10,26,4,22,12,38,15,0
0a0cc13c,4,3,0,3,1,2,2,0,4,0,4,0,4,3,0
0a69de7b,1,1,1,0,0,0,0,0,4,3,1,5,6,23,0
0abc51f2,6,4,4,2,0,1,2,1,6,5,1,5,11,28,0
