id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00242b75,248,367,3499.0,1222.0,150,189,75,107,11,35,2,1.9,0.9,0.1,10,32,3,1,38
00963611,889,1073,19500.0,7309.0,264,311,449,493,173,240,1,1.0,0.8,0.0,11,65,11,2,81
009a4f60,635,865,10107.0,3682.0,330,385,229,300,53,116,0,1.2,2.5,-1.2,13,42,16,12,54
00f518d8,43,58,664.0,267.0,22,23,18,26,2,5,0,0.3,0.1,-0.3,1,5,5,1,10
0118c54c,539,739,11362.0,5007.0,180,214,247,315,101,177,1,1.7,1.5,-0.7,14,61,16,9,59
01834aa0,637,753,12180.0,4478.0,210,234,374,412,51,93,0,0.1,0.1,-0.1,1,29,0,0,44
042e8a49,411,516,6427.0,1391.0,233,262,135,165,33,57,4,3.5,4.1,0.5,29,18,26,11,41
048a1cbc,937,1125,13384.0,5196.0,566,621,290,346,41,85,6,3.4,4.2,2.6,29,92,26,5,115
049751d7,165,225,2541.0,542.0,86,104,66,81,7,21,0,0.2,0.6,-0.2,3,21,2,1,22
054849d2,322,541,5853.0,3155.0,127,162,151,248,37,92,1,0.9,1.5,0.1,8,28,11,4,44
056d2d95,505,817,8847.0,3783.0,232,279,207,291,51,195,5,2.3,2.2,2.7,23,42,19,14,48
05ba9d7c,49,69,704.0,233.0,32,35,12,18,3,6,0,0.3,0.4,-0.3,1,5,2,1,6
05d548d8,863,988,18705.0,6012.0,233,260,460,486,159,213,0,0.6,0.5,-0.6,4,50,3,1,64
05e2d5ea,31,42,371.0,55.0,22,27,5,5,1,2,1,0.1,0.2,0.9,1,1,1,0,3
05f99a4a,71,109,1119.0,317.0,37,46,23,32,8,14,2,1.1,1.6,0.9,7,3,9,2,14
061e8e23,42,61,672.0,98.0,21,26,15,17,3,10,0,0.0,0.1,0.0,1,1,2,0,4
07c7eb0c,476,696,8090.0,2592.0,217,291,202,281,41,81,2,0.7,0.6,1.3,8,40,4,2,66
07d3bfec,68,91,1048.0,306.0,35,44,21,26,7,11,0,0.7,0.8,-0.7,5,6,3,1,11
08593525,17,20,252.0,66.0,6,7,10,11,0,1,0,0.0,0.0,0.0,0,2,0,0,1
091c86e2,237,331,3956.0,1149.0,112,143,101,129,16,32,3,1.1,0.7,1.9,10,31,5,1,35
099e666f,663,904,12256.0,5810.0,267,319,309,393,71,141,1,1.1,1.2,-0.1,11,66,7,5,73
0a084b35,109,162,1838.0,778.0,52,59,40,59,13,30,1,0.1,0.2,0.9,1,6,3,2,9
0a16eb36,126,181,1924.0,757.0,69,84,42,60,11,21,0,0.2,0.5,-0.2,4,10,6,2,18
0a1cb833,588,818,18339.0,13911.0,96,98,249,253,242,460,0,0.0,0.1,0.0,0,11,0,0,0
0a3f6cde,208,349,3355.0,1147.0,108,139,70,122,19,52,6,2.8,2.0,3.2,20,6,18,9,16
0a89e877,779,1036,12952.0,4018.0,399,459,313,387,54,124,1,1.1,2.6,-0.1,14,63,17,6,69
0b45a8d7,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
0c61c77c,288,430,4456.0,998.0,162,221,71,104,34,57,1,2.7,3.4,-1.7,15,11,17,6,25
0c7a48f8,959,1158,15926.0,4983.0,471,510,414,477,63,126,0,0.7,0.6,-0.7,7,38,5,3,52
0cc5f4a5,130,194,1923.0,314.0,68,90,41,60,10,12,0,0.3,0.3,-0.3,5,17,4,0,15
0cf778df,373,495,6142.0,1410.0,194,224,137,170,33,63,0,2.8,2.1,-2.8,19,31,13,1,60
0d55d942,425,637,14134.0,11413.0,70,71,175,178,178,383,0,0.1,0.1,-0.1,1,23,1,0,0
0d8a37c2,152,225,3481.0,2517.0,41,41,77,78,32,104,0,0.0,0.0,0.0,0,2,0,0,0
0e0102eb,202,302,3022.0,750.0,114,158,62,86,17,29,1,0.5,1.1,0.5,6,22,10,1,40
0e6bc38c,204,267,2679.0,752.0,124,151,51,62,8,13,2,1.7,2.0,0.3,14,22,11,1,40
0f59a7bf,389,581,6256.0,2276.0,202,266,132,184,37,77,3,2.3,2.8,0.7,22,45,13,1,76
0fbecd11,593,821,9737.0,3364.0,287,351,241,316,41,99,0,0.5,0.9,-0.5,11,81,10,0,104
1025db8e,672,996,14840.0,6108.0,202,261,353,421,111,275,1,1.9,1.2,-0.9,9,68,13,1,60
10549b49,101,151,1536.0,571.0,51,73,27,39,11,15,1,2.1,1.0,-1.1,10,14,6,0,26
10745192,93,120,1092.0,317.0,66,78,19,25,1,7,1,0.7,1.0,0.3,2,9,5,0,9
1238a3f9,63,117,725.0,195.0,39,60,16,30,0,1,1,0.9,0.6,0.1,5,5,0,0,6
13203c45,91,138,1307.0,495.0,55,70,33,47,1,9,0,0.0,0.1,0.0,1,6,1,1,7
13d23b29,17,19,348.0,123.0,5,5,10,12,2,2,0,0.0,0.0,0.0,0,1,0,0,1
13ddc856,134,189,1824.0,507.0,85,107,43,58,2,7,1,0.6,0.9,0.4,11,11,9,2,20
13fe7b69,22,29,335.0,40.0,10,13,6,9,3,3,1,0.2,0.2,0.8,1,0,1,1,2
14a7af33,529,640,8329.0,2513.0,276,314,199,240,34,45,0,0.3,0.5,-0.3,4,48,7,2,48
15413fa5,722,831,11455.0,3158.0,363,403,264,304,58,76,1,0.4,0.4,0.6,7,65,5,1,63
15b287da,712,881,11821.0,3511.0,351,394,289,335,55,104,4,2.0,2.3,2.0,21,82,14,3,97
15f24fe7,40,63,689.0,172.0,19,30,14,22,4,5,3,0.6,0.3,2.4,6,3,0,0,4
15f3ec41,202,242,3371.0,760.0,111,125,67,77,21,29,1,0.8,0.9,0.2,13,18,7,1,30
17376543,688,940,20659.0,14789.0,102,104,334,341,251,493,0,0.0,0.1,0.0,0,22,1,0,0
1866b0f1,6,7,69.0,32.0,4,4,2,3,0,0,0,0.0,0.0,0.0,0,2,0,0,3
