id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00242715,1201,1518,23745.0,9272.0,416,473,623,714,146,279,2,1.1,1.5,0.9,12,84,7,1,129
00242b75,276,364,4448.0,1410.0,138,168,93,117,28,48,2,0.3,0.4,1.7,6,30,1,0,41
00844823,1355,1568,26446.0,10011.0,470,516,724,792,153,232,0,0.2,0.8,-0.2,5,97,10,1,133
009a4f60,116,173,1656.0,738.0,66,83,37,46,7,19,0,0.1,0.2,-0.1,1,5,4,2,7
01834aa0,1008,1248,22297.0,8880.0,231,263,601,657,169,289,0,0.6,0.9,-0.6,5,53,4,3,76
01c3aff5,844,1067,14343.0,4048.0,380,468,332,384,87,132,0,2.9,1.4,-2.9,17,65,12,0,94
028e70b9,58,76,602.0,115.0,39,50,10,10,0,0,0,0.0,0.5,0.0,1,3,3,0,6
032f894e,8,9,96.0,8.0,4,4,3,4,0,0,0,0.0,0.0,0.0,0,0,0,0,0
042e8a49,599,787,9217.0,1767.0,331,393,205,262,41,71,3,4.8,5.8,-1.8,33,28,36,7,75
048a1cbc,1859,2129,25978.0,8615.0,1115,1192,541,624,98,154,2,3.0,3.6,-1.0,37,135,33,9,163
05439de2,2263,2516,42080.0,14738.0,861,908,1128,1208,232,322,1,2.4,2.8,-1.4,19,278,22,5,285
054849d2,183,298,2884.0,1287.0,97,124,62,96,17,47,1,0.5,0.2,0.5,4,12,2,2,20
056d2d95,1085,1593,19480.0,8511.0,502,577,380,515,166,395,8,6.3,8.4,1.7,67,59,23,19,85
05d548d8,2000,2301,42493.0,15714.0,533,589,1157,1250,299,417,3,2.0,1.3,1.0,9,115,11,1,142
05f99a4a,37,48,488.0,84.0,25,25,9,11,1,3,0,0.1,0.2,-0.1,1,2,1,0,3
070ec0b1,2333,2565,43914.0,13889.0,785,864,1336,1413,182,232,1,0.3,0.7,0.7,4,59,3,0,91
080440a4,1274,1707,25649.0,12625.0,432,510,668,804,159,328,1,1.0,1.6,0.0,8,109,6,1,118
08593525,476,587,7448.0,1905.0,213,252,203,229,29,50,1,0.9,0.6,0.1,8,36,6,0,50
088ca1bd,1168,1583,20442.0,8838.0,565,647,460,606,122,241,1,2.5,3.1,-1.5,27,94,25,13,128
096a77c4,44,59,691.0,213.0,24,30,18,21,2,5,1,0.4,0.3,0.6,3,3,3,0,9
099e666f,1168,1580,19996.0,8529.0,577,673,444,581,120,230,3,1.4,1.5,1.6,15,100,31,9,136
0a1cb833,857,1196,25155.0,18319.0,140,141,398,407,315,638,0,0.0,0.1,0.0,1,18,0,0,0
0a3d6d2b,4,4,61.0,13.0,2,2,2,2,0,0,0,0.0,0.0,0.0,0,1,0,0,0
0a3f6cde,593,854,9279.0,3011.0,326,395,184,268,52,96,2,4.2,3.1,-2.2,42,34,28,8,68
0b4f388a,288,384,3996.0,832.0,176,210,80,101,14,19,5,4.3,3.1,0.7,21,28,17,1,43
0c61c77c,463,620,7462.0,1511.0,242,288,144,200,50,80,6,4.7,3.8,1.3,36,26,20,5,39
0cc5f4a5,23,34,260.0,58.0,17,26,3,4,1,1,0,0.0,0.2,0.0,1,0,1,1,0
0d55d942,674,977,20316.0,14715.0,93,93,341,345,239,536,0,0.0,0.1,0.0,0,10,0,0,1
0db5d2c8,183,220,3511.0,1262.0,63,70,102,109,17,34,1,0.2,0.1,0.8,1,4,0,0,6
0e0102eb,10,17,103.0,22.0,8,10,1,4,0,0,0,0.0,0.0,0.0,0,0,1,0,2
0e4fef6e,141,169,2311.0,795.0,69,76,55,67,11,14,0,0.0,0.2,0.0,2,19,2,0,14
0ef89a37,691,857,10937.0,3134.0,364,412,231,270,65,105,6,4.0,3.4,2.0,30,103,36,0,151
0fbb73c2,627,861,10772.0,5033.0,306,358,246,324,62,127,1,0.8,0.9,0.2,10,44,13,8,61
0fbecd11,636,797,9973.0,2863.0,338,385,227,270,43,78,3,1.7,1.3,1.3,19,75,13,2,93
1025db8e,574,762,12113.0,5115.0,185,215,291,323,92,193,1,0.2,0.1,0.8,5,36,4,0,40
106bca06,542,674,7648.0,1715.0,288,326,174,211,28,42,1,1.2,0.9,-0.2,11,33,6,0,50
10b9fa99,75,83,1220.0,397.0,22,24,40,43,3,5,0,0.0,0.0,0.0,0,3,0,0,3
1151fb6e,19,21,314.0,29.0,9,10,7,8,2,2,0,0.0,0.0,0.0,0,2,0,0,1
11fd2b75,1119,1326,22588.0,5995.0,327,365,620,679,151,221,1,1.2,1.6,-0.2,10,80,8,0,80
1238a3f9,226,376,2551.0,417.0,145,221,50,88,1,9,1,0.8999999999999999,0.7,0.09999999999999998,9,11,7,0,22
13203c45,774,1081,12023.0,4854.0,418,484,290,398,40,126,1,2.8,2.2,-1.8,23,42,17,9,61
140afefb,31,73,673.0,340.0,9,16,16,29,5,19,2,0.9,0.6,1.1,6,1,2,0,4
14a7af33,413,483,7541.0,2400.0,157,168,220,253,31,46,0,0.1,0.2,-0.1,2,27,1,1,28
15b287da,568,772,9653.0,2472.0,290,342,190,242,66,126,4,4.0,4.8,0.0,37,62,18,3,119
15fd5593,973,1282,14903.0,4644.0,522,612,342,443,65,109,5,3.0,3.3,2.0,40,100,26,2,139
16b4260e,7,7,58.0,8.0,6,6,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0
