id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00242715,1262,1537,26721.0,9477.0,383,437,631,694,237,363,1,0.6,0.6,0.4,10,67,2,0,73
00242b75,14,26,284.0,83.0,5,8,7,13,2,2,0,0.1,0.0,-0.1,1,2,0,0,3
00844823,1669,1943,35883.0,14585.0,418,454,982,1068,261,388,0,1.0,1.4,-1.0,12,164,11,4,197
00a6485f,602,856,10873.0,4433.0,252,296,273,355,62,140,2,1.4,1.3,0.6,16,46,13,8,63
00c3d4dc,3,4,23.0,8.0,3,3,0,1,0,0,0,0.0,0.0,0.0,1,1,0,0,0
012c38ec,2,3,13.0,5.0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
016ff750,1179,1634,19266.0,8435.0,600,703,441,588,105,240,6,6.4,5.8,-0.4,55,86,31,12,127
01c3aff5,488,716,8410.0,2564.0,248,318,184,245,49,102,4,2.3,1.8,1.7,19,33,10,2,59
032f894e,323,368,5304.0,1180.0,159,177,121,131,29,38,1,0.9,0.6,0.1,9,32,5,2,38
03bd0bf4,261,327,6143.0,2226.0,50,61,157,179,53,78,0,0.1,0.2,-0.1,2,23,3,0,28
042e8a49,539,680,7560.0,1229.0,317,355,171,209,23,46,4,4.0,3.9,0.0,28,15,35,11,55
048a1cbc,956,1165,13317.0,3920.0,591,655,258,323,57,94,6,3.6,3.6,2.4,38,86,18,0,100
04c11885,301,405,4514.0,1042.0,167,195,108,130,15,41,0,0.6,0.6,-0.6,8,16,5,1,29
05439de2,1769,2153,26475.0,8480.0,970,1061,637,755,92,184,3,4.4,5.8,-1.4,28,144,41,20,190
05d548d8,1558,1751,30421.0,10805.0,509,542,887,947,153,231,1,1.0,1.6,0.0,13,114,11,0,138
05f99a4a,29,51,487.0,160.0,15,18,12,17,1,9,0,0.5,0.5,-0.5,5,2,2,1,5
061e8e23,183,236,2301.0,254.0,117,139,42,56,7,9,1,0.2,0.3,0.8,5,9,3,0,10
070ec0b1,1515,1676,29326.0,9731.0,502,549,831,881,165,205,0,0.2,0.3,-0.2,3,53,4,0,94
080440a4,1073,1450,21598.0,9661.0,358,414,539,643,159,334,0,0.8999999999999999,1.1,-0.8999999999999999,10,86,10,1,112
088ca1bd,1104,1406,16871.0,7832.0,630,686,326,422,93,190,7,3.3,3.5,3.7,46,69,31,13,109
09586899,252,333,3649.0,936.0,146,177,78,101,14,28,0,1.9,2.3,-1.9,16,15,16,2,38
096a77c4,207,290,3937.0,1082.0,87,103,85,111,30,56,2,2.7,3.0,-0.7,14,17,15,6,29
0999a593,5,5,112.0,19.0,1,1,4,4,0,0,0,0.0,0.0,0.0,0,0,0,0,0
09bcc566,269,395,3858.0,943.0,170,203,64,106,21,39,1,0.9,2.6,0.1,8,15,15,5,39
0a1cb833,908,1232,27697.0,19442.0,94,96,422,428,390,702,0,0.0,0.0,0.0,0,10,0,0,1
0a89e877,32,40,553.0,181.0,13,18,17,19,2,2,0,0.0,0.1,0.0,0,1,2,1,3
0b4f388a,165,262,2335.0,492.0,103,139,46,71,8,12,1,2.9,1.6,-1.9,19,14,8,0,23
0c3057a9,293,425,4042.0,721.0,170,224,91,124,13,22,3,2.1,2.1,0.9,21,11,10,3,27
0c61c77c,425,591,6877.0,1172.0,228,266,138,194,42,77,3,2.2,2.2,0.8,20,23,18,7,41
0d55d942,848,1273,29163.0,21960.0,83,83,346,356,418,828,1,0.1,0.1,0.9,2,10,0,0,0
0e0ab524,96,110,2035.0,540.0,24,27,58,63,13,19,0,0.0,0.0,0.0,1,6,0,0,5
0e4fef6e,188,263,3238.0,1144.0,83,107,88,116,14,28,0,0.1,0.1,-0.1,2,13,1,0,28
0f26fd24,139,195,1911.0,241.0,85,93,32,50,9,20,2,1.0,0.7,1.0,7,3,5,2,8
0fbecd11,404,508,6584.0,1984.0,178,200,164,193,31,54,2,1.7,0.5,0.3,9,32,8,1,53
1025db8e,933,1220,19130.0,8878.0,348,395,417,488,155,292,2,2.0,1.7,0.0,8,100,16,1,127
106bca06,380,479,5882.0,1365.0,209,242,142,171,24,38,0,1.4,1.5,-1.4,13,29,9,3,35
11fd2b75,397,477,7548.0,1779.0,167,187,165,187,58,87,2,0.3,0.2,1.7,5,40,3,0,43
1238a3f9,275,479,3440.0,600.0,183,286,65,108,8,21,5,3.4,2.4,1.6,19,15,10,3,22
13203c45,1018,1361,17273.0,6494.0,492,577,375,480,111,205,4,2.5,4.8,1.5,30,86,39,24,113
13ddc856,110,162,1446.0,333.0,65,82,28,40,6,11,0,0.4,0.4,-0.4,2,9,7,0,14
150d5992,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
15ea94de,56,63,777.0,139.0,30,32,17,19,3,5,0,0.0,0.2,0.0,1,1,3,2,1
