id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
00242b75,34,21,10,16,8,13,27,14,28,11,17,26,60,19,0,94
00963611,41,23,26,13,2,24,30,6,32,16,16,43,84,72,0,138
009a4f60,41,22,26,13,2,26,37,11,19,4,15,18,59,32,0,115
00f518d8,7,4,3,4,0,3,6,3,1,0,1,1,8,0,0,11
0118c54c,38,20,22,12,4,16,24,8,14,4,10,37,75,28,0,103
01834aa0,14,10,8,5,1,8,13,5,16,8,8,18,32,58,0,69
042e8a49,9,6,3,4,2,5,10,5,12,1,11,1,10,4,0,45
048a1cbc,22,9,10,8,4,14,24,10,13,1,12,25,47,11,0,119
049751d7,20,8,7,12,1,6,13,7,11,2,9,4,24,11,0,55
054849d2,22,9,16,3,3,7,17,10,11,3,8,11,33,41,0,79
056d2d95,28,18,16,11,1,17,27,10,12,1,11,22,50,38,0,88
05ba9d7c,6,4,5,1,0,2,4,2,4,0,4,2,8,0,0,11
05d548d8,32,15,15,16,1,15,29,14,21,12,9,22,54,57,0,73
05e2d5ea,3,3,1,1,1,2,3,1,2,0,2,0,3,1,0,4
05f99a4a,3,1,0,1,2,1,3,2,6,1,5,1,4,1,0,13
061e8e23,3,2,2,1,0,1,3,2,3,0,3,1,4,1,0,5
07c7eb0c,53,36,24,23,6,27,44,17,20,6,14,27,80,38,0,140
07d3bfec,11,7,4,3,4,5,7,2,4,0,4,0,11,0,0,14
08593525,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,3
091c86e2,20,12,4,12,4,8,15,7,11,5,6,10,30,19,0,55
099e666f,35,25,18,15,2,17,31,14,23,6,17,34,69,49,0,114
0a084b35,3,2,1,1,1,3,3,0,4,0,4,1,4,6,0,22
0a16eb36,20,15,11,5,4,9,15,6,12,5,7,9,29,7,0,41
0a1cb833,0,0,0,0,0,0,4,4,0,0,0,2,2,16,1,33
0a3f6cde,16,11,4,5,7,5,18,13,10,0,10,3,19,3,0,62
0a89e877,55,36,31,24,0,32,49,17,37,2,35,24,79,30,0,117
0b45a8d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c61c77c,15,9,5,8,2,6,17,11,18,5,13,8,23,13,0,82
0c7a48f8,33,23,19,12,2,15,20,5,28,15,13,20,53,53,1,117
0cc5f4a5,5,3,0,2,3,3,3,0,4,0,4,3,8,3,0,17
0cf778df,33,12,14,13,6,23,37,14,25,2,23,7,40,10,0,77
0d55d942,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,27
0d8a37c2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
0e0102eb,12,8,6,1,5,4,12,8,9,0,9,6,18,3,0,59
0e6bc38c,8,7,1,5,2,1,2,1,8,0,8,0,8,5,0,24
0f59a7bf,20,16,9,9,2,10,23,13,21,2,19,24,44,18,0,116
0fbecd11,41,24,12,24,5,18,41,23,29,6,23,25,66,19,0,146
1025db8e,35,20,15,14,6,19,35,16,31,19,12,37,72,100,2,137
10549b49,5,3,1,3,1,1,6,5,3,0,3,1,6,6,0,25
10745192,6,4,2,3,1,2,6,4,0,0,0,0,6,1,0,18
1238a3f9,2,1,1,1,0,0,1,1,5,1,4,1,3,7,0,7
13203c45,2,1,1,0,1,1,2,1,1,0,1,0,2,7,0,15
13d23b29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
13ddc856,6,3,1,2,3,1,3,2,9,1,8,6,12,1,0,41
13fe7b69,3,3,2,1,0,2,3,1,1,0,1,1,4,0,0,13
14a7af33,43,20,13,28,2,23,47,24,17,5,12,17,60,31,1,111
15413fa5,24,14,6,14,4,13,32,19,20,2,18,21,45,16,2,105
15b287da,34,21,6,26,2,21,39,18,23,2,21,14,48,9,1,100
15f24fe7,3,2,0,1,2,1,3,2,1,0,1,0,3,0,0,2
15f3ec41,5,3,4,0,1,1,1,0,0,0,0,2,7,4,0,25
17376543,2,2,2,0,0,2,3,1,0,0,0,0,2,11,3,53
1866b0f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19a967ab,26,18,15,9,2,12,28,16,17,1,16,11,37,22,0,78
1ae836b1,34,23,11,16,7,19,40,21,26,9,17,11,45,30,0,104
1c86aa16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cbe4984,60,36,40,14,6,35,49,14,37,4,33,27,87,60,1,83
1d8e9add,14,10,9,5,0,8,16,8,15,10,5,21,35,62,0,115
1df0c0b9,25,17,9,12,4,7,17,10,16,5,11,19,44,48,1,86
1e274a0a,7,4,1,5,1,4,5,1,3,1,2,0,7,2,0,19
1e43fad8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14
1f2c7b55,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2
1f3afdcb,11,9,7,3,1,5,5,0,14,4,10,8,19,36,1,70
1fc4f3d1,29,17,11,16,2,12,22,10,16,5,11,18,47,14,1,87
1fffae99,23,11,10,13,0,4,23,19,24,8,16,13,36,19,0,55
20030c06,36,26,21,15,0,19,30,11,26,17,9,30,66,93,0,131
202b3b68,21,14,7,9,5,8,19,11,16,0,16,4,25,6,0,57
204dded0,23,19,14,7,2,14,26,12,29,14,15,28,51,71,0,144
2077ae86,5,1,1,2,2,2,4,2,5,3,2,1,6,6,0,22
220ace7e,20,13,4,11,5,8,17,9,18,3,15,6,26,10,0,69
22798128,7,4,2,4,1,3,11,8,9,1,8,4,11,0,0,29
22919e97,11,6,4,2,5,5,13,8,9,0,9,3,14,4,0,31
231c67ff,2,0,0,0,2,1,1,0,1,0,1,0,2,0,0,2
236f02cd,22,15,17,5,0,17,23,6,14,6,8,7,29,46,0,73
25ab9c9c,2,0,2,0,0,0,0,0,1,0,1,3,5,6,0,6
271b8617,3,1,0,1,2,1,7,6,6,1,5,1,4,7,0,23
27270af4,2,1,2,0,0,1,3,2,2,1,1,2,4,4,0,3
2770726a,6,4,2,4,0,3,6,3,4,0,4,2,8,6,0,25
277c49ed,15,8,11,4,0,7,14,7,16,6,10,21,36,74,0,64
2903a856,19,10,11,7,1,8,29,21,19,2,17,14,33,11,0,85
2979c05a,12,6,6,5,1,10,15,5,14,1,13,2,14,2,0,52
29ddfb9c,3,1,2,1,0,1,1,0,1,1,0,1,4,2,0,1
29f7cfd9,8,2,2,6,0,3,9,6,13,1,12,6,14,19,0,48
2a29eb9b,27,18,16,7,4,15,20,5,16,7,9,18,45,27,0,67
2b114be3,23,17,7,11,5,9,17,8,8,1,7,1,24,1,1,69
2b83fa49,2,1,1,1,0,1,1,0,1,0,1,3,5,2,0,2
2c0558b8,27,19,8,13,6,10,22,12,17,1,16,14,41,3,0,96
2d61d13a,36,24,21,13,2,9,17,8,24,14,10,40,76,62,0,110
2e77d607,15,9,11,1,3,11,18,7,7,4,3,12,27,21,1,50
2f3e911a,32,22,19,9,4,16,25,9,14,1,13,13,45,22,0,72
2f7fec15,12,10,4,5,3,4,6,2,2,0,2,1,13,1,0,13
302527b2,24,14,17,7,0,9,17,8,22,11,11,27,51,79,0,130
30261ba1,9,4,6,2,1,4,8,4,8,0,8,3,12,11,0,29
30941e96,26,15,14,10,2,13,20,7,21,5,16,15,41,41,0,107
30ae134d,5,4,2,1,2,2,6,4,9,2,7,4,9,18,0,32
30c220c3,51,32,25,20,6,23,43,20,33,3,30,24,75,25,0,132
313254a3,28,16,6,19,3,14,19,5,17,6,11,21,49,31,1,91
33182cb8,5,2,1,2,2,1,4,3,3,0,3,0,5,1,0,13
33b554b7,10,8,5,4,1,4,7,3,11,0,11,1,11,7,0,42
346d51d9,29,12,14,14,1,16,28,12,14,1,13,12,41,21,0,75
34b0387f,25,11,4,16,5,9,25,16,23,4,19,10,35,9,0,91
34b54da7,2,1,1,1,0,1,1,0,4,2,2,0,2,5,0,1
