id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
00242715,42,22,28,13,1,14,29,15,31,15,16,49,91,79,0,186
00242b75,58,32,19,26,13,20,50,30,34,9,25,57,115,55,0,121
00844823,14,11,11,3,0,8,14,6,15,8,7,22,36,61,0,91
00963611,42,29,29,12,1,27,46,19,25,10,15,59,101,66,1,129
009a4f60,22,15,4,14,4,12,15,3,13,0,13,11,33,17,0,64
016ff750,17,11,7,5,5,12,19,7,18,1,17,15,32,20,0,61
01834aa0,29,20,25,4,0,14,25,11,33,26,7,40,69,104,0,80
02760e49,1,1,0,1,0,0,8,8,4,0,4,5,6,3,0,22
028e70b9,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,3
042e8a49,14,8,6,7,1,2,21,19,22,0,22,4,18,3,0,82
048a1cbc,30,13,14,8,8,16,31,15,21,4,17,28,58,31,1,174
05439de2,37,21,14,19,4,17,32,15,29,13,16,43,80,60,0,189
054849d2,37,27,21,13,3,17,29,12,17,5,12,22,59,55,0,80
056d2d95,50,25,28,18,4,28,54,26,32,7,25,50,100,99,0,173
05ba9d7c,26,15,10,7,9,11,23,12,20,0,20,10,36,11,0,89
05d548d8,58,40,34,18,6,26,42,16,31,22,9,73,131,122,2,232
05f99a4a,27,13,15,10,2,11,19,8,20,3,17,8,35,15,0,83
061e8e23,15,6,3,6,6,5,21,16,17,0,17,6,21,3,0,37
0630eb63,5,3,2,2,1,1,5,4,1,0,1,2,7,1,0,23
070ec0b1,17,9,8,8,1,7,20,13,20,9,11,21,38,41,1,69
080440a4,77,49,53,22,2,37,63,26,31,12,19,44,121,92,0,192
08593525,71,41,22,42,7,33,90,57,41,12,29,78,149,50,0,202
088ca1bd,37,19,17,13,7,16,30,14,26,10,16,28,65,38,0,146
096a77c4,4,1,1,2,1,0,0,0,2,0,2,0,4,0,0,6
0a1cb833,2,0,2,0,0,2,2,0,0,0,0,1,3,17,4,44
0a3d6d2b,19,8,12,6,1,10,16,6,13,4,9,22,41,41,1,70
0a89e877,12,7,4,5,3,2,9,7,9,1,8,8,20,8,0,43
0b4f388a,15,10,1,13,1,0,6,6,16,1,15,8,23,8,0,50
0b7dae21,20,9,12,6,2,8,17,9,13,4,9,18,38,40,0,46
0c61c77c,21,14,13,5,3,9,20,11,14,1,13,12,33,8,0,77
0cddeaa7,7,3,6,0,1,3,7,4,9,2,7,6,13,7,0,30
0d55d942,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,34
0d8a37c2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3
0da32a38,12,9,2,5,5,2,8,6,3,1,2,5,17,6,0,19
0e0102eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e6bc38c,8,2,0,5,3,1,4,3,6,0,6,2,10,7,0,29
0fbecd11,58,38,14,33,11,24,48,24,23,6,17,36,94,24,0,124
1025db8e,36,20,24,11,1,16,33,17,37,18,19,69,105,149,2,195
106bca06,11,9,3,7,1,1,6,5,15,1,14,6,17,6,0,50
11bc43f4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11d8aff0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11fd2b75,41,24,15,19,7,21,54,33,40,14,26,37,78,32,1,123
1238a3f9,3,2,1,1,1,0,6,6,3,2,1,1,4,7,0,26
13203c45,24,12,14,8,2,11,20,9,10,1,9,19,43,28,0,57
14a7af33,44,28,17,25,2,15,37,22,12,2,10,24,68,37,0,121
15413fa5,21,13,11,10,0,12,33,21,11,2,9,20,41,14,1,116
15b287da,48,28,21,16,11,16,49,33,18,1,17,14,62,22,0,126
15f24fe7,16,12,4,5,7,2,17,15,10,1,9,9,25,21,0,61
15fd5593,3,1,0,1,2,0,5,5,5,1,4,3,6,4,0,13
169fd162,3,2,1,0,2,1,7,6,4,0,4,1,4,1,0,15
16b4260e,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
16daec92,18,10,6,11,1,9,24,15,13,0,13,18,36,15,0,61
17376543,0,0,0,0,0,0,3,3,0,0,0,3,3,9,1,42
17780d2b,21,10,12,9,0,10,30,20,21,8,13,28,49,27,0,131
17f3620a,9,4,1,7,1,3,22,19,11,0,11,6,15,14,0,38
18a9efe4,1,0,1,0,0,0,2,2,2,0,2,0,1,2,0,23
