id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
565bf0da,40,32,29,10,1,27,36,9,29,15,14,40,80,141,1
1c08a3c8,35,32,15,18,2,16,23,7,22,5,17,19,54,20,0
f71890f5,1,1,1,0,0,1,1,0,0,0,0,0,1,8,1
74ced675,8,5,3,5,0,4,8,4,5,0,5,2,10,5,0
89ac64a6,22,15,14,8,0,15,17,2,11,4,7,7,29,43,2
debc2f28,20,14,3,12,5,6,14,8,19,0,19,5,25,5,0
6ec6fde0,47,39,29,16,2,24,35,11,18,4,14,22,69,60,1
05439de2,23,14,11,9,3,14,20,6,21,6,15,10,33,23,0
834d0be5,16,10,2,12,2,3,8,5,17,4,13,4,20,16,0
d459281d,24,20,17,4,3,11,16,5,15,2,13,5,29,23,0
77e84962,45,35,11,25,9,15,26,11,22,3,19,27,72,6,1
2930c9d8,0,0,0,0,0,0,0,0,2,1,1,1,1,4,0
555d5edd,39,26,13,21,5,19,42,23,33,4,29,17,56,7,0
5e66fa06,65,49,39,21,5,41,65,24,56,27,29,39,104,112,3
c311243f,35,26,17,18,0,14,22,8,27,3,24,29,64,27,1
56413b1f,75,61,17,50,8,33,62,29,46,5,41,48,123,27,2
86e119e0,51,41,23,23,5,25,57,32,31,4,27,28,79,34,0
c21fb312,7,5,0,3,4,1,7,6,6,0,6,2,9,7,0
13ddc856,7,5,3,3,1,2,8,6,7,0,7,3,10,2,0
e26fcca3,91,65,41,43,7,41,74,33,45,10,35,47,138,38,1
dfc85b89,2,1,2,0,0,2,2,0,1,0,1,0,2,0,0
d5dd5f1f,5,5,1,1,3,2,8,6,16,1,15,3,8,1,0
97bfa797,16,11,4,11,1,3,7,4,17,1,16,4,20,4,0
9fec8860,45,34,22,20,3,22,32,10,25,3,22,39,84,53,0
3963c25b,2,2,2,0,0,1,1,0,1,1,0,3,5,8,0
45b7edae,44,32,29,14,1,22,39,17,27,14,13,41,85,111,4
f261abcb,83,62,38,40,5,46,83,37,26,5,21,57,140,41,1
3a233281,16,12,7,4,5,8,13,5,28,0,28,15,31,6,0
04c11885,44,25,19,23,2,22,37,15,38,7,31,20,64,46,1
442b56fa,3,3,1,1,1,0,1,1,3,0,3,3,6,2,0
78e68b4d,39,32,27,11,1,22,31,9,21,9,12,32,71,64,0
3f7cd8f1,60,45,29,30,1,33,55,22,35,12,23,47,107,52,0
a2a85828,11,11,6,4,1,5,7,2,8,2,6,2,13,3,0
acc7b7ec,12,9,4,3,5,4,12,8,5,1,4,7,19,1,1
b742cc0d,28,19,16,12,0,15,24,9,14,2,12,28,56,43,1
2973d8ff,8,6,1,4,3,2,4,2,4,0,4,0,8,5,0
9b88e120,31,25,21,9,1,15,25,10,8,2,6,21,52,25,2
47064058,0,0,0,0,0,0,2,2,0,0,0,1,1,15,6
bd7d2e6d,87,71,55,29,3,56,75,19,50,21,29,34,121,132,1
69374ff5,47,37,21,21,5,14,29,15,25,2,23,18,65,23,0
fbbc8e15,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0
da59a197,8,7,5,2,1,2,4,2,2,1,1,8,16,4,1
a53b661f,37,29,15,17,5,14,27,13,34,3,31,24,61,27,0
00a6485f,46,29,27,16,3,21,31,10,32,2,30,19,65,46,1
ff182fdc,7,6,2,3,2,0,3,3,10,1,9,1,8,9,0
857a5abe,36,25,23,13,0,27,39,12,35,18,17,46,82,123,2
bee0bab1,22,17,10,9,3,10,19,9,26,1,25,13,35,5,0
c50281a0,63,52,26,32,5,35,53,18,34,7,27,28,91,40,0
070ec0b1,51,37,33,18,0,26,34,8,49,21,28,50,101,123,1
fe888e39,0,0,0,0,0,0,1,1,2,1,1,1,1,2,0
379c0717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fc93fdf1,4,4,1,3,0,3,8,5,1,0,1,2,6,2,0
3189f61a,25,22,7,17,1,8,23,15,18,6,12,23,48,27,2
8be4fd6a,2,2,0,0,2,1,4,3,7,1,6,1,3,10,0
17370b95,43,30,18,22,3,29,40,11,30,6,24,18,61,81,0
433dc9a2,25,19,13,8,4,11,18,7,11,1,10,10,35,9,1
7aac47fe,17,15,8,8,1,8,12,4,4,2,2,9,26,26,0
dc62fbee,49,42,17,21,11,19,43,24,26,0,26,17,66,11,1
9ab48bde,39,23,19,11,9,16,33,17,33,0,33,10,49,34,0
eb61713c,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2db2fd7b,26,18,18,7,1,19,32,13,20,12,8,21,47,52,1
f4ec4fd0,34,22,10,22,2,11,36,25,29,6,23,23,57,43,1
9b285700,7,6,1,3,3,4,8,4,6,0,6,0,7,1,0
a167537f,24,18,11,9,4,11,29,18,23,1,22,16,40,12,1
d4a2533d,15,12,6,7,2,6,12,6,17,0,17,4,19,3,0
d4a2533d,20,12,7,8,5,6,8,2,8,2,6,3,23,1,0
e27da244,20,13,15,4,1,16,22,6,11,5,6,10,30,46,0
a7813ac4,45,35,21,18,6,22,44,22,46,11,35,24,69,75,2
5caa62a7,18,16,7,7,4,9,18,9,28,2,26,12,30,11,0
fbffc4b1,13,11,13,0,0,6,14,8,17,12,5,14,27,43,2
4e204552,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0
4e204552,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0
32e96d52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2bcc6d52,14,9,0,10,4,4,14,10,28,3,25,10,24,9,0
9d12e142,1,1,1,0,0,1,3,2,1,0,1,0,1,10,4
0dabaf14,9,6,2,5,2,4,10,6,2,0,2,4,13,3,0
2b350e6b,12,8,8,2,2,6,13,7,11,3,8,5,17,3,0
c6637acf,53,40,20,27,6,17,42,25,36,1,35,15,68,42,2
226008f1,1,0,0,1,0,1,1,0,1,0,1,3,4,3,0
d1273f09,100,66,48,43,9,49,94,45,59,4,55,67,167,71,0
8ed9b33a,27,21,10,16,1,9,23,14,14,5,9,41,68,43,0
db401046,2,1,2,0,0,2,2,0,0,0,0,1,3,16,1
68829001,26,18,7,18,1,5,22,17,23,3,20,10,36,13,1
33ec696b,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
b3b7f5a6,27,21,11,13,3,11,17,6,15,0,15,33,60,52,0
ecab64a0,89,66,33,54,2,42,64,22,31,6,25,45,134,23,0
612cb8d3,12,11,6,5,1,4,13,9,8,0,8,4,16,7,0
6d8f8441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042e8a49,11,10,2,6,3,5,10,5,6,0,6,7,18,1,0
3e99c613,2,2,0,2,0,2,3,1,2,2,0,0,2,8,0
9f381d8b,13,10,0,11,2,1,5,4,6,2,4,1,14,9,0
229cd98a,5,5,0,2,3,3,4,1,12,2,10,0,5,6,0
5ddb8f9f,41,34,17,14,10,24,28,4,21,4,17,13,54,47,0
5722eced,31,20,16,11,4,19,29,10,22,4,18,10,41,10,1
db4ed67b,38,23,11,21,6,13,30,17,18,2,16,12,50,7,0
6e33125f,18,12,13,5,0,12,16,4,21,14,7,20,38,63,1
db7161ed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3eb0f2df,38,28,11,18,9,11,26,15,22,4,18,24,62,23,0
fe641c1a,79,61,27,46,6,36,53,17,37,12,25,43,122,74,4
54b4dc4e,38,30,15,17,6,12,28,16,21,3,18,14,52,21,0
dc3fa3b5,81,57,29,48,4,47,87,40,31,3,28,48,129,29,0
549c6ba7,17,13,3,13,1,7,15,8,12,1,11,2,19,24,0
fc62f087,75,53,45,25,5,38,50,12,37,14,23,50,125,75,0
d3096421,34,19,10,19,5,14,33,19,20,1,19,7,41,12,0
6873f3bc,47,43,31,10,6,25,36,11,22,11,11,16,63,50,0
b5f63410,7,6,4,3,0,5,6,1,6,2,4,2,9,5,0
22051fbe,56,42,30,21,5,34,50,16,38,8,30,35,91,66,1
7d841904,2,1,0,1,1,0,0,0,1,1,0,1,3,0,0
0f26fd24,20,14,10,6,4,6,8,2,2,0,2,9,29,7,0
7f73bdf4,1,1,0,1,0,0,2,2,0,0,0,1,2,0,0
8954fddc,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
6fd8a334,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
15ea94de,0,0,0,0,0,0,4,4,1,0,1,0,0,1,1
f0797d57,30,25,23,7,0,21,28,7,20,11,9,19,49,58,1
79ca3e23,16,12,7,6,3,6,14,8,15,0,15,4,20,8,0
5603d397,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
d571df78,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0
beb882a8,70,48,32,34,4,34,58,24,41,6,35,40,110,51,0
f503ea63,39,28,19,19,1,18,29,11,20,3,17,21,60,19,0
eafac393,12,8,9,2,1,5,9,4,9,7,2,16,28,39,1
48035304,66,46,41,22,3,37,55,18,39,9,30,51,117,108,3
0b4f388a,14,10,3,7,4,2,9,7,13,0,13,6,20,3,0
83e0eeb4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
b48215cd,25,16,13,10,2,12,25,13,4,0,4,9,34,11,0
44e471ca,2,2,2,0,0,2,2,0,5,0,5,0,2,0,0
e665a2db,5,3,2,3,0,3,4,1,2,0,2,3,8,1,0
1e43fad8,1,0,1,0,0,1,3,2,1,0,1,1,2,12,7
b82880c6,34,30,23,10,1,19,31,12,37,15,22,58,92,134,1
de164de6,8,8,4,4,0,2,4,2,4,3,1,11,19,29,0
677da306,42,23,27,13,2,17,24,7,23,10,13,34,76,66,6
8e58987d,58,46,25,29,4,23,45,22,23,3,20,16,74,21,0
f9e7c4ac,18,13,7,5,6,8,15,7,15,1,14,14,32,7,0
b5920350,4,4,2,1,1,2,5,3,2,0,2,3,7,2,0
9a2e0ccc,24,17,3,15,6,9,21,12,19,1,18,8,32,4,0
ce218223,27,19,8,13,6,10,31,21,28,3,25,15,42,14,0
626fab5f,22,18,14,6,2,15,16,1,12,3,9,14,36,15,0
482b70ad,23,16,9,11,3,6,16,10,13,3,10,13,36,15,0
9fb640a8,22,15,7,12,3,8,15,7,10,0,10,16,38,17,1
f86ad3f5,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
f86ad3f5,9,8,4,4,1,7,10,3,10,1,9,8,17,17,1
0cf778df,4,3,1,2,1,2,5,3,3,0,3,0,4,1,0
4f16405e,16,11,4,8,4,10,20,10,22,3,19,8,24,30,0
16daec92,56,44,21,27,8,20,52,32,38,1,37,39,95,22,1
c952f633,1,1,1,0,0,1,2,1,0,0,0,0,1,3,0
6bd603db,78,63,48,26,4,43,65,22,50,10,40,50,128,80,0
3f65898c,67,41,36,25,6,36,57,21,34,2,32,51,118,83,1
37f606f0,52,36,19,31,2,16,40,24,38,2,36,15,67,7,0
a4f94a0d,91,67,35,44,12,44,84,40,41,5,36,35,126,52,0
62ab9184,37,28,18,14,5,22,34,12,25,5,20,15,52,31,0
17376543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5f63987,8,4,3,5,0,2,12,10,16,1,15,5,13,13,0
f521b80a,48,37,27,20,1,35,45,10,40,17,23,40,88,114,1
88e357ef,32,22,10,18,4,13,24,11,15,1,14,8,40,9,2
71a20ce8,6,6,2,3,1,2,6,4,10,1,9,0,6,16,0
71a20ce8,13,11,0,8,5,2,10,8,6,0,6,4,17,17,0
01e5f06e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49ffe0f2,12,9,3,9,0,4,18,14,11,2,9,6,18,12,0
cc86b9a3,50,34,22,22,6,14,50,36,45,4,41,41,91,35,0
9efa1d25,50,43,19,24,7,14,34,20,17,1,16,8,58,9,0
d45472b2,3,3,1,1,1,0,0,0,0,0,0,0,3,3,0
1025db8e,57,44,36,18,3,27,41,14,36,10,26,54,111,128,0
8e235926,35,27,13,15,7,11,26,15,27,1,26,10,45,56,0
126cf855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54e4866f,8,5,3,3,2,4,8,4,8,1,7,5,13,6,0
ffbbc83b,68,46,30,36,2,35,58,23,26,3,23,39,107,25,1
79fa1799,2,2,2,0,0,2,2,0,1,1,0,1,3,0,0
048a1cbc,10,8,5,4,1,2,5,3,3,0,3,11,21,8,0
e6c43eec,65,46,43,20,2,30,50,20,34,10,24,66,131,63,0
923f4dda,3,3,0,2,1,1,5,4,9,1,8,1,4,11,0
bcb2ccd8,0,0,0,0,0,0,2,2,0,0,0,0,0,12,4
25ab9c9c,16,10,14,2,0,10,19,9,24,17,7,14,30,71,0
8593f88c,73,54,45,21,7,38,63,25,38,7,31,20,93,68,0
1bcca8b8,16,16,8,8,0,6,16,10,13,0,13,13,29,12,0
70dcf94d,62,49,20,34,8,23,57,34,43,1,42,30,92,42,0
a5ec3ede,46,34,25,19,2,24,37,13,31,18,13,26,72,87,2
0174ba21,2,2,1,0,1,0,1,1,1,1,0,0,2,1,0
cd82452e,33,24,15,13,5,10,32,22,30,2,28,10,43,26,0
55537f53,1,0,1,0,0,0,1,1,0,0,0,2,3,1,0
ba115a40,25,16,4,16,5,7,14,7,17,4,13,8,33,39,0
8ff2354e,29,19,16,9,4,15,19,4,15,1,14,23,52,42,1
33a81b3d,12,7,9,2,1,5,7,2,3,0,3,6,18,10,0
f24ea523,6,6,2,3,1,2,6,4,4,0,4,2,8,3,0
e7d59f4f,39,27,11,21,7,13,37,24,23,0,23,19,58,11,0
99b7584f,17,10,4,10,3,4,25,21,21,2,19,8,25,26,0
9ab16552,38,23,19,19,0,21,33,12,40,19,21,25,63,74,0
fed7cb61,34,23,8,23,3,12,25,13,33,2,31,19,53,23,0
50871bcc,49,32,16,23,10,20,54,34,39,1,38,28,77,18,0
c2009df3,47,35,23,18,6,18,40,22,39,6,33,28,75,65,2
699fb8db,60,42,47,13,0,38,64,26,35,17,18,53,113,140,0
11dbba47,37,24,21,14,2,12,28,16,22,1,21,10,47,7,0
0a89e877,42,28,23,16,3,27,43,16,23,3,20,31,73,32,0
dfb6490a,29,21,9,13,7,17,29,12,13,0,13,17,46,19,0
fdd5d298,1,1,1,0,0,0,0,0,1,0,1,1,2,0,0
080440a4,79,51,55,22,2,47,61,14,40,27,13,49,128,135,3
2e7ff968,1,1,1,0,0,1,3,2,0,0,0,0,1,12,3
5d8e331f,57,36,23,30,4,31,50,19,42,10,32,44,101,51,2
2903a856,23,19,12,11,0,12,26,14,15,4,11,12,35,16,0
4114f306,60,40,31,28,1,30,64,34,35,5,30,25,85,27,1
ca618d23,24,20,8,13,3,9,24,15,10,0,10,7,31,13,0
410ab123,44,29,14,26,4,17,32,15,23,2,21,10,54,9,0
2979c05a,16,13,8,5,3,11,22,11,19,2,17,12,28,9,0
2b83fa49,16,11,11,4,1,11,14,3,12,3,9,17,33,26,0
3cd9e95a,3,2,3,0,0,3,6,3,0,0,0,0,3,18,2
ad3389d5,0,0,0,0,0,0,2,2,0,0,0,0,0,23,3
710fbdd1,5,4,0,3,2,4,7,3,2,0,2,0,5,1,0
94302c52,11,10,9,2,0,9,15,6,13,8,5,9,20,31,0
99de6b6f,71,56,43,27,1,31,46,15,40,18,22,51,122,114,0
e87ad81a,10,9,8,2,0,5,9,4,3,2,1,6,16,21,0
05d548d8,62,52,41,18,3,35,51,16,31,12,19,55,117,59,2
5f9f0531,36,24,12,20,4,11,37,26,20,2,18,14,50,18,2
c3fd9887,10,8,1,5,4,4,7,3,8,1,7,4,14,23,0
8494acc4,37,29,23,11,3,22,39,17,23,10,13,25,62,55,1
f3cccffe,46,34,27,16,3,17,32,15,30,4,26,36,82,48,1
4b5e7e90,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
8e92be30,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0
6743cef5,16,13,4,8,4,11,22,11,28,0,28,6,22,1,0
e6c15f6e,19,12,15,2,2,14,22,8,6,0,6,5,24,15,0
3c05e082,54,41,18,31,5,27,44,17,22,3,19,27,81,34,2
a93b6f4e,3,3,3,0,0,1,2,1,5,2,3,1,4,8,0
99d6044d,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8279c033,14,11,5,9,0,2,4,2,6,1,5,3,17,5,0
cf01fe3a,4,3,3,1,0,2,3,1,0,0,0,1,5,4,1
34b54da7,13,11,9,4,0,8,13,5,10,1,9,6,19,25,0
27d2618c,1,1,1,0,0,1,2,1,0,0,0,0,1,8,5
34c313d5,14,12,2,12,0,4,6,2,6,1,5,3,17,5,0
f820504e,10,6,2,6,2,8,15,7,9,1,8,9,19,18,0
c0dc9fc7,4,3,2,2,0,1,7,6,3,0,3,1,5,5,0
76e5da9d,16,10,7,7,2,6,7,1,10,2,8,2,18,13,0
fb59286d,36,26,18,15,3,16,40,24,31,4,27,15,51,16,0
531807b3,7,3,2,4,1,1,2,1,3,1,2,0,7,9,0
a0e209bc,17,12,7,9,1,10,14,4,5,1,4,12,29,22,1
4d8cd038,5,5,0,5,0,1,3,2,6,2,4,1,6,2,0
a2e7de6f,59,41,32,24,3,22,38,16,29,12,17,38,97,71,1
86b30561,2,2,1,1,0,1,1,0,0,0,0,0,2,5,0
dba67bc4,35,23,17,12,6,18,38,20,23,2,21,18,53,12,0
cc58c4ea,7,6,6,1,0,3,7,4,3,2,1,4,11,7,0
79c90e45,44,30,22,18,4,20,44,24,27,8,19,34,78,45,1
5afafbfe,32,22,11,14,7,18,27,9,6,0,6,6,38,2,0
94c18565,33,25,9,18,6,9,19,10,23,0,23,17,50,13,0
733fecf1,5,5,1,3,1,4,11,7,6,0,6,1,6,8,0
2042d931,19,11,12,5,2,9,17,8,37,1,36,10,29,29,0
15b287da,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0
463503e2,17,14,5,11,1,12,18,6,12,3,9,30,47,55,0
b825a650,42,33,16,20,6,16,39,23,37,2,35,33,75,33,0
b825a650,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
