id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
cadd666a,11,7,4,5,2,2,10,8,12,1,11,4,15,8,0
dc38e3bc,2,0,0,1,1,1,4,3,3,0,3,0,2,1,0
2b09d998,23,7,5,16,2,7,25,18,24,1,23,16,39,19,2
22919e97,8,6,3,4,1,3,11,8,4,0,4,1,9,2,0
dcfb17f4,27,14,10,14,3,8,15,7,26,2,24,11,38,12,0
a6c58494,1,0,1,0,0,1,3,2,0,0,0,0,1,0,0
89ac64a6,33,23,20,11,2,22,32,10,26,15,11,35,68,58,0
6ec6fde0,33,19,16,11,6,16,28,12,32,2,30,20,53,29,2
834d0be5,6,5,0,2,4,2,5,3,5,0,5,1,7,6,0
555d5edd,8,4,3,2,3,4,8,4,4,2,2,5,13,0,0
b4cf5806,11,7,0,3,8,3,9,6,8,0,8,3,14,14,0
6ea23758,27,16,18,8,1,17,35,18,16,7,9,19,46,44,0
3724baa1,12,10,7,4,1,7,9,2,6,2,4,6,18,8,0
e0b113a7,33,17,18,14,1,14,28,14,19,7,12,31,64,46,0
30941e96,28,21,14,13,1,14,30,16,24,3,21,29,57,40,0
5e66fa06,40,26,22,15,3,19,32,13,27,16,11,32,72,116,1
0a3f6cde,21,18,7,8,6,6,26,20,12,0,12,1,22,8,0
56413b1f,45,25,18,21,6,22,52,30,24,4,20,33,78,21,0
86e119e0,37,20,19,16,2,20,50,30,43,15,28,37,74,55,0
13ddc856,11,6,3,6,2,5,19,14,14,1,13,7,18,7,0
e26fcca3,93,54,50,37,6,38,89,51,31,6,25,41,134,42,0
35f67a30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
dfc85b89,13,6,4,5,4,4,8,4,14,2,12,8,21,16,0
e5478b87,11,7,3,6,2,1,9,8,11,2,9,2,13,29,0
10549b49,3,1,0,2,1,0,5,5,2,0,2,0,3,8,0
a8567629,33,22,16,12,5,20,34,14,13,2,11,23,56,42,3
442b56fa,62,37,30,24,8,25,65,40,43,1,42,21,83,52,1
a2a85828,6,2,2,3,1,2,7,5,4,1,3,5,11,6,0
00242b75,63,32,23,27,13,29,50,21,23,6,17,32,95,23,0
c0d3bd23,16,12,10,6,0,8,21,13,19,7,12,28,44,43,0
8df328f4,6,4,3,3,0,5,7,2,5,2,3,4,10,1,0
44a20f0c,28,15,17,10,1,11,28,17,24,14,10,29,57,99,0
47064058,0,0,0,0,0,0,3,3,0,0,0,0,0,19,1
bd7d2e6d,59,28,34,21,4,31,47,16,27,11,16,37,96,58,0
69374ff5,3,1,2,1,0,1,2,1,1,0,1,2,5,0,0
437f2b00,28,15,14,7,7,13,32,19,24,3,21,8,36,16,0
fbbc8e15,5,2,2,2,1,3,4,1,8,2,6,1,6,4,0
a53b661f,22,14,5,12,5,7,21,14,20,3,17,12,34,25,0
8eb55dbb,9,6,3,4,2,6,18,12,11,0,11,2,11,4,0
30ae134d,3,2,1,1,1,0,4,4,3,0,3,3,6,7,0
ff182fdc,9,6,4,4,1,4,8,4,9,1,8,5,14,16,0
857a5abe,54,23,37,16,1,30,63,33,26,15,11,41,95,112,1
a39d11bc,34,20,25,9,0,18,28,10,21,16,5,42,76,84,2
bee0bab1,9,4,4,4,1,3,13,10,5,0,5,9,18,4,0
57d88cf9,52,34,15,31,6,21,53,32,50,4,46,42,94,32,0
aca0a525,7,7,7,0,0,4,4,0,5,4,1,6,13,11,0
fe888e39,5,3,1,3,1,1,6,5,5,2,3,2,7,5,0
f4c7c708,2,0,1,1,0,1,1,0,1,0,1,0,2,0,0
378825c7,42,30,24,15,3,27,44,17,33,7,26,39,81,77,1
9af1f9ff,46,27,32,13,1,23,39,16,18,5,13,15,61,52,2
763b8b37,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0
7aac47fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07d3bfec,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
eb61713c,2,1,0,0,2,0,2,2,4,0,4,2,4,1,0
f4ec4fd0,6,5,1,4,1,3,9,6,7,2,5,6,12,11,0
5ad8c360,20,14,13,4,3,12,20,8,10,1,9,14,34,18,0
635f2732,40,23,18,17,5,22,53,31,41,3,38,25,65,11,0
