id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
f586779e,Tammy Abraham,eng ENG,FW,Roma,23,1997,34.3,1064,32,73,508,495,173,1061,77,38,49.4,39,50.6,494,2592,1129,41,31,22,86,41,736,199,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,33,1988,28.2,2295,268,1102,1143,59,22,2295,6,4,66.7,2,33.3,1364,6893,4301,31,19,0,13,4,1641,10,Matches
f9c927de,Michel Aebischer,ch SUI,MF,Bologna,24,1997,4.9,292,12,68,171,56,8,292,4,1,25.0,3,75.0,143,635,297,2,2,2,9,5,196,9,Matches
0154d290,Felix Afena-Gyan,gh GHA,"FW,MF",Roma,18,2003,7.4,278,0,17,91,175,39,278,20,5,25.0,15,75.0,193,1367,519,19,16,9,42,21,212,77,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Spezia,22,1998,13.7,583,10,72,266,262,32,583,51,28,54.9,23,45.1,323,2163,1155,41,35,15,40,37,374,56,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,24,1996,16.0,950,48,227,441,294,27,950,40,18,45.0,22,55.0,483,2872,1398,42,34,7,32,10,530,78,Matches
414e1f69,Marley Aké,fr FRA,"FW,MF",Juventus,20,2001,0.9,24,0,4,12,9,0,24,2,0,0.0,2,100.0,18,186,76,3,2,0,3,1,18,4,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,28,1992,3.5,166,10,45,88,37,1,166,10,6,60.0,4,40.0,89,417,216,5,4,0,13,4,107,8,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,28,1992,26.1,2177,16,259,1216,728,30,2177,44,27,61.4,17,38.6,1343,6796,3999,84,89,7,29,23,1682,89,Matches
aa5322d5,Giorgio Altare,it ITA,DF,Cagliari,22,1998,16.3,1000,96,426,456,129,25,1000,10,8,80.0,2,20.0,461,1852,925,13,15,0,6,3,479,10,Matches
