id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
2f798b41,Aymen Abdennour,tn TUN,DF,Marseille,27,1989,8,6,499,5.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,2,12,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Dijon,24,1992,19,14,1176,13.1,0,1,1,0,0,0,2,0,1.0,1.0,0.3,1.3,20,49,14,0.00,0.08,0.08,0.00,0.08,0.07,0.02,0.10,0.07,0.10,Matches
16714a62,Khaled Adénon,bj BEN,DF,Amiens,32,1985,34,32,2921,32.5,0,1,1,0,0,0,9,0,0.6,0.6,0.2,0.9,6,51,1,0.00,0.03,0.03,0.00,0.03,0.02,0.01,0.03,0.02,0.03,Matches
26777636,Yacine Adli,fr FRA,FW,Paris S-G,17,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Montpellier,24,1993,31,27,2459,27.3,0,2,2,0,0,0,2,0,0.7,0.7,3.7,4.4,97,130,160,0.00,0.07,0.07,0.00,0.07,0.03,0.13,0.16,0.03,0.16,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,23,1994,35,35,3006,33.4,5,0,5,5,0,0,4,0,2.2,2.2,1.0,3.3,32,131,22,0.15,0.00,0.15,0.15,0.15,0.07,0.03,0.10,0.07,0.10,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Caen,21,1996,27,25,2047,22.7,0,0,0,0,0,0,4,0,0.7,0.7,0.7,1.5,37,178,27,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
9b8970ce,David Alcibiade,fr FRA,DF,Nantes,25,1991,3,2,208,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.4,2,6,2,0.00,0.43,0.43,0.00,0.43,0.03,0.16,0.19,0.03,0.19,Matches
b18a3023,Júnior Alonso,py PAR,DF,Lille,24,1993,34,30,2781,30.9,2,1,3,2,0,0,3,0,1.1,1.1,0.5,1.7,19,114,14,0.06,0.03,0.10,0.06,0.10,0.04,0.02,0.05,0.04,0.05,Matches
c9e99e49,Dani Alves,br BRA,DF,Paris S-G,34,1983,25,23,2063,22.9,1,7,8,1,0,0,7,1,1.4,1.4,5.0,6.3,76,168,144,0.04,0.31,0.35,0.04,0.35,0.06,0.22,0.28,0.06,0.28,Matches
9260926b,Ibrahim Amadou,fr FRA,"MF,DF",Lille,24,1993,30,30,2405,26.7,0,0,0,0,0,0,3,1,0.9,0.9,0.4,1.3,18,114,19,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Matches
ab914649,Morgan Amalfitano,fr FRA,"MF,FW",Rennes,32,1985,14,10,746,8.3,0,0,0,0,0,0,2,2,1.0,1.0,0.5,1.5,16,24,34,0.00,0.00,0.00,0.00,0.00,0.12,0.06,0.18,0.12,0.18,Matches
d7bf3d19,Romain Amalfitano,fr FRA,MF,Dijon,27,1989,33,31,2703,30.0,0,3,3,0,0,0,5,0,0.3,0.3,1.8,2.2,50,146,46,0.00,0.10,0.10,0.00,0.10,0.01,0.06,0.07,0.01,0.07,Matches
22721b88,Jordan Amavi,fr FRA,DF,Marseille,23,1994,27,24,2193,24.4,0,5,5,0,0,0,7,0,0.6,0.6,2.0,2.6,70,90,83,0.00,0.21,0.21,0.00,0.21,0.02,0.08,0.11,0.02,0.11,Matches
bcc81786,Kelvin Amian,fr FRA,DF,Toulouse,19,1998,36,35,3154,35.0,1,1,2,1,0,0,3,1,1.4,1.4,1.1,2.4,41,107,83,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07,Matches
ef9c1c95,Benjamin André,fr FRA,MF,Rennes,26,1990,34,34,3011,33.5,3,3,6,3,0,0,11,1,4.3,4.3,1.9,6.2,48,234,117,0.09,0.09,0.18,0.09,0.18,0.13,0.06,0.19,0.13,0.19,Matches
872cd68c,Yoann Andreu,fr FRA,DF,Angers,28,1989,23,23,2070,23.0,1,2,3,1,0,0,4,0,0.1,0.1,1.9,2.0,37,87,74,0.04,0.09,0.13,0.04,0.13,0.01,0.08,0.09,0.01,0.09,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",Lyon,19,1998,32,27,2433,27.0,6,5,11,6,0,0,1,0,5.3,5.3,4.5,9.8,87,195,131,0.22,0.18,0.41,0.22,0.41,0.20,0.17,0.36,0.20,0.36,Matches
fa18c72e,Luiz Araújo,br BRA,"FW,MF",Lille,21,1996,34,24,2018,22.4,5,3,8,5,0,0,5,0,5.2,5.2,1.5,6.6,94,75,152,0.22,0.13,0.36,0.22,0.36,0.23,0.07,0.29,0.23,0.29,Matches
2f965a72,Alphonse Areola,fr FRA,GK,Paris S-G,24,1993,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
9dd5da03,Yoël Armougom,fr FRA,"DF,MF",Caen,19,1998,4,1,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,6,10,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
a557e6b0,Benoît Assou-Ekotto,cm CMR,DF,Metz,33,1984,13,13,1051,11.7,0,0,0,0,0,0,2,2,0.1,0.1,0.5,0.5,8,50,17,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05,Matches
eacb45fd,Danilo Avelar,br BRA,DF,Amiens,28,1989,21,20,1727,19.2,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.4,22,76,66,0.05,0.00,0.05,0.05,0.05,0.03,0.05,0.07,0.03,0.07,Matches
833a91a1,Durel Avounou,cg CGO,"DF,MF",Caen,19,1997,9,8,651,7.2,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,5,13,23,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
70d8e84c,Chidozie Awaziem,ng NGA,DF,Nantes,20,1997,22,16,1512,16.8,1,1,2,1,0,0,2,1,0.9,0.9,0.1,1.1,10,46,5,0.06,0.06,0.12,0.06,0.12,0.06,0.01,0.06,0.06,0.06,Matches
eaf71a5e,Karim Azamoum,fr FRA,MF,Troyes,27,1990,30,26,2251,25.0,1,0,1,1,0,0,5,1,1.2,1.2,1.8,3.0,26,80,76,0.04,0.00,0.04,0.04,0.04,0.05,0.07,0.12,0.05,0.12,Matches
d3ce9f1f,Ludovic Baal,gf GUF,DF,Rennes,31,1986,17,14,1159,12.9,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,29,85,35,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
7844c810,Dylan Bahamboula,cg CGO,"FW,MF",Dijon,22,1995,4,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
776972d5,Farès Bahlouli,fr FRA,"MF,FW",Lille,22,1995,11,2,307,3.4,1,0,1,1,0,0,2,0,0.2,0.2,0.7,0.9,11,9,34,0.29,0.00,0.29,0.29,0.29,0.07,0.21,0.28,0.07,0.28,Matches
5046b7d4,Stéphane Bahoken,cm CMR,FW,Strasbourg,25,1992,26,19,1662,18.5,7,1,8,7,0,0,5,0,6.7,6.7,1.7,8.4,31,22,124,0.38,0.05,0.43,0.38,0.43,0.36,0.09,0.45,0.36,0.45,Matches
