id,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
f586779e,Tammy Abraham,eng ENG,FW,eng Chelsea,21,1997,6.3,0,0,0,13,4,6,2,1,2,0,0,1,10,22,10,68.8,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",de RB Leipzig,20,1999,0.9,0,0,0,4,1,0,1,0,0,0,0,0,5,0,1,0.0,Matches
ee926a02,Arijan Ademi,mk MKD,"MF,DF",hr Dinamo Zagreb,28,1991,5.7,3,0,0,10,3,3,0,2,2,0,0,0,28,4,3,57.1,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,32,1987,3.3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,31,1988,2.2,0,0,0,1,2,0,2,0,0,0,0,0,5,3,2,60.0,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,24,1995,5.8,0,0,0,2,6,0,0,9,7,0,0,0,28,8,6,57.1,Matches
05439de2,David Alaba,at AUT,DF,de Bayern Munich,27,1992,7.5,0,0,0,4,2,0,4,6,6,0,0,1,41,7,2,77.8,Matches
834d0be5,Lucas Alario,ar ARG,FW,de Leverkusen,26,1992,2.4,0,0,0,5,3,3,0,3,1,0,0,0,8,4,9,30.8,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,30,1989,3.9,2,0,0,1,7,0,5,7,1,0,0,0,20,1,7,12.5,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,de Dortmund,25,1993,1.3,0,0,0,0,0,1,2,4,1,0,0,0,5,0,3,0.0,Matches
77e84962,Thiago Alcántara,es ESP,MF,de Bayern Munich,28,1991,9.1,2,0,0,19,9,0,0,23,23,0,0,0,91,13,4,76.5,Matches
f7d50789,Toby Alderweireld,be BEL,DF,eng Tottenham,30,1989,6.0,1,0,0,5,0,0,0,3,3,0,0,0,31,10,11,47.6,Matches
6c811eb7,Carles Aleñá,es ESP,MF,es Barcelona,21,1998,1.0,0,0,0,1,2,0,3,1,0,0,0,0,4,1,0,100.0,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,20,1998,6.5,1,0,0,4,2,0,77,7,11,0,0,0,45,3,10,23.1,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,26,1992,5.0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,100.0,Matches
cc700722,Allan,br BRA,MF,it Napoli,28,1991,4.9,1,0,0,7,8,0,0,4,15,0,0,0,35,2,2,50.0,Matches
cea4ee8f,Dele Alli,eng ENG,"MF,FW",eng Tottenham,23,1996,5.7,1,0,0,10,13,2,4,5,4,0,0,0,26,6,10,37.5,Matches
67b3d74b,André Almeida,pt POR,DF,pt Benfica,28,1990,1.0,0,0,0,3,2,0,0,1,1,0,0,0,3,2,6,25.0,Matches
f4290206,Marcos Alonso,es ESP,DF,eng Chelsea,28,1990,4.4,0,1,0,10,6,0,10,6,4,0,0,0,30,18,3,85.7,Matches
8ce30c57,Éder Álvarez Balanta,co COL,MF,be Club Brugge,26,1993,3.2,2,0,0,7,1,2,0,6,5,0,0,0,28,3,5,37.5,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,21,1997,4.2,1,0,0,8,6,0,2,5,9,0,1,0,18,11,8,57.9,Matches
555d5edd,Nadiem Amiri,de GER,"FW,MF",de Leverkusen,22,1996,2.6,0,1,0,2,7,0,9,1,5,0,0,0,22,1,2,33.3,Matches
10b9fa99,Ethan Ampadu,wls WAL,DF,de RB Leipzig,18,2000,2.0,0,0,0,0,1,1,0,4,1,0,0,0,4,2,4,33.3,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,fr Lyon,23,1996,4.4,1,0,0,3,1,0,0,7,2,0,0,0,32,10,8,55.6,Matches
dc008610,Florin Andone,ro ROU,FW,tr Galatasaray,26,1993,1.8,0,0,0,3,2,2,0,0,1,0,0,0,4,6,9,40.0,Matches
ef9c1c95,Benjamin André,fr FRA,MF,fr Lille,28,1990,4.5,1,0,0,12,7,0,6,11,12,0,0,0,32,13,13,50.0,Matches
b35db3f6,Miguel Ángel Guerrero,es ESP,FW,gr Olympiacos,29,1990,3.5,1,0,0,8,1,1,1,0,1,0,0,0,3,10,15,40.0,Matches
30941e96,Angeliño,es ESP,"DF,MF",de RB Leipzig,22,1997,4.0,0,0,0,3,2,0,24,5,2,0,0,0,18,1,5,16.7,Matches
30941e96,Angeliño,es ESP,DF,eng Manchester City,22,1997,1.0,0,0,0,0,1,0,2,1,2,0,0,0,2,2,1,66.7,Matches
108fe016,Marcos Antônio,br BRA,MF,ua Shakhtar,19,2000,0.3,0,0,0,0,2,0,0,2,1,0,0,0,2,1,1,50.0,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",fr Lyon,21,1998,7.9,1,0,0,9,21,1,10,5,6,1,0,0,50,4,6,40.0,Matches
c63f6e46,Youssef El-Arabi,ma MAR,FW,gr Olympiacos,32,1987,3.1,1,0,0,6,5,1,0,0,1,0,0,0,4,4,16,20.0,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,de Leverkusen,30,1989,4.6,2,0,0,9,9,0,5,1,0,0,0,0,31,3,6,33.3,Matches
fa18c72e,Luiz Araújo,br BRA,"FW,MF",fr Lille,23,1996,3.1,1,0,0,4,3,0,6,5,2,0,0,0,12,3,5,37.5,Matches
2f965a72,Alphonse Areola,fr FRA,GK,es Real Madrid,26,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
fdd60087,Santiago Arias,co COL,DF,es Atlético Madrid,27,1992,2.0,0,0,0,1,5,0,8,3,4,0,0,0,14,8,3,72.7,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,24,1994,6.0,1,0,0,0,0,0,0,0,0,0,0,1,7,3,0,100.0,Matches
089550f5,Kwadwo Asamoah,gh GHA,"FW,DF",it Inter,30,1988,2.9,1,0,0,3,5,0,2,1,1,0,0,0,13,3,0,100.0,Matches
45af8a54,Marco Asensio,es ESP,FW,es Real Madrid,23,1996,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
552e00b9,Majeed Ashimeru,gh GHA,MF,at RB Salzburg,21,1997,0.7,0,0,0,0,1,0,0,0,1,0,0,0,5,0,2,0.0,Matches
8f5bfaac,Iyayi Atiemwen,ng NGA,FW,hr Dinamo Zagreb,23,1996,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100.0,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,eng Tottenham,26,1992,5.0,0,0,0,7,9,0,16,2,7,0,0,0,28,13,5,72.2,Matches
10549b49,Sardar Azmoun,ir IRN,FW,ru Zenit,24,1995,5.1,1,0,0,8,1,3,5,3,1,0,0,1,13,17,21,44.7,Matches
53cad200,César Azpilicueta,es ESP,DF,eng Chelsea,29,1989,6.8,2,0,0,11,1,0,19,11,5,0,0,0,28,16,6,72.7,Matches
6438d426,Ryan Babel,nl NED,FW,tr Galatasaray,32,1986,3.7,1,0,0,7,6,2,3,0,1,0,0,0,12,4,8,33.3,Matches
3a233281,Leon Bailey,jm JAM,"FW,MF",de Leverkusen,21,1997,1.3,0,0,0,1,3,0,10,0,0,0,0,0,5,3,0,100.0,Matches
a58bb1e1,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,30,1989,1.3,0,0,0,1,2,0,2,4,0,0,0,0,2,2,1,66.7,Matches
7c3ed041,Leonardo Balerdi,ar ARG,MF,de Dortmund,20,1999,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
b2bd0f6c,Jonathan Bamba,fr FRA,"FW,MF",fr Lille,23,1996,3.1,0,0,0,2,2,0,12,3,3,0,0,0,20,3,5,37.5,Matches
6928979a,Nicolò Barella,it ITA,MF,it Inter,22,1997,3.2,2,0,0,8,13,0,3,7,6,0,0,0,22,0,2,0.0,Matches
d7c09951,Dmitri Barinov,ru RUS,MF,ru Loko Moscow,22,1996,5.0,3,0,0,16,5,0,1,5,3,0,0,0,20,6,4,60.0,Matches
3a24769f,Ross Barkley,eng ENG,"FW,MF",eng Chelsea,25,1993,1.8,0,0,0,1,4,0,2,1,0,0,0,0,6,0,0,,Matches
8e7f49d3,Wílmar Barrios,co COL,MF,ru Zenit,25,1993,6.0,2,0,0,9,15,0,0,23,12,0,0,0,53,5,6,45.5,Matches
e5bf73f3,Musa Barrow,gm GAM,MF,it Atalanta,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2973d8ff,Michy Batshuayi,be BEL,FW,eng Chelsea,25,1993,1.0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,5,37.5,Matches
69374ff5,Julian Baumgartlinger,at AUT,MF,de Leverkusen,31,1988,3.8,0,0,0,8,2,0,1,4,10,0,0,0,26,4,2,66.7,Matches
7bcc0708,Ömer Bayram,tr TUR,"FW,MF",tr Galatasaray,28,1991,2.8,0,0,0,2,6,0,15,2,1,0,0,0,15,0,8,0.0,Matches
50dc94ce,Donny van de Beek,nl NED,MF,nl Ajax,22,1997,5.0,1,0,0,6,4,1,1,10,3,0,0,0,30,5,4,55.6,Matches
e204ec12,Younès Belhanda,ma MAR,"MF,FW",tr Galatasaray,29,1990,3.4,1,0,0,9,4,0,0,3,3,0,0,0,13,1,0,100.0,Matches
bee0bab1,Karim Bellarabi,de GER,"FW,MF",de Leverkusen,29,1990,4.6,2,0,0,9,1,3,27,2,2,0,0,0,26,0,2,0.0,Matches
c50281a0,Lars Bender,de GER,DF,de Leverkusen,30,1989,3.0,0,0,0,5,2,1,8,5,6,0,0,0,19,4,8,33.3,Matches
070ec0b1,Sven Bender,de GER,DF,de Leverkusen,30,1989,6.0,0,0,0,6,3,0,0,19,6,0,0,0,39,16,4,80.0,Matches
3b8674e6,Rodrigo Bentancur,uy URU,MF,it Juventus,22,1997,4.7,2,0,0,11,8,1,15,6,14,0,0,0,29,9,4,69.2,Matches
70d74ece,Karim Benzema,fr FRA,FW,es Real Madrid,31,1987,7.2,0,0,0,2,2,5,1,2,3,0,0,0,8,11,9,55.0,Matches
6fbde63a,Yassine Benzia,dz ALG,MF,gr Olympiacos,24,1994,0.9,2,1,1,3,6,0,1,0,6,0,0,0,6,2,2,50.0,Matches
d0b6129f,Sander Berge,no NOR,MF,be Genk,21,1998,6.0,0,0,0,3,3,1,9,7,7,0,0,0,48,11,6,64.7,Matches
