id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0000acda,30,19,8,15,7,14,41,27,16,3,13,9,39,27,1
00528660,15,13,6,6,3,4,9,5,10,3,7,8,23,31,1
008a6e6d,9,8,5,3,1,5,11,6,19,13,6,10,19,68,1
00b0bb87,17,11,13,2,2,5,14,9,14,6,8,12,29,37,0
01b8a2b2,2,1,2,0,0,1,1,0,0,0,0,1,3,8,2
01efac19,9,6,4,5,0,2,11,9,4,0,4,2,11,2,0
023937a9,47,34,31,15,1,19,48,29,31,11,20,39,86,56,1
02b2937c,2,2,0,2,0,1,3,2,3,1,2,3,5,5,0
02caf6e0,29,17,16,10,3,13,24,11,26,5,21,20,49,51,1
02febfdc,42,27,30,8,4,16,27,11,23,10,13,30,72,41,0
0375723e,16,11,5,9,2,8,16,8,6,0,6,4,20,3,0
03760df0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
03f946ed,15,6,5,5,5,2,9,7,23,8,15,4,19,15,0
0412b9cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
048877f5,1,1,1,0,0,1,2,1,0,0,0,3,4,10,1
0497a545,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
05e19d6a,42,27,16,20,6,18,38,20,35,10,25,27,69,53,2
06050480,1,1,1,0,0,1,2,1,1,1,0,3,4,6,0
060606ec,55,34,34,15,6,29,49,20,24,2,22,9,64,50,1
07767f42,52,33,29,22,1,22,49,27,18,5,13,24,76,38,2
07abb358,36,23,17,12,7,12,24,12,26,5,21,23,59,33,0
07ea0ef2,14,9,6,8,0,7,13,6,14,4,10,10,24,13,0
07f55871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0821331c,67,40,46,21,0,27,40,13,51,35,16,57,124,162,2
0830a4f9,2,2,1,1,0,0,2,2,2,1,1,0,2,3,0
085e71a7,0,0,0,0,0,0,1,1,0,0,0,0,0,9,1
089550f5,44,26,22,14,8,29,51,22,21,4,17,40,84,46,1
08aa9cd1,14,6,6,5,3,4,20,16,16,3,13,5,19,17,0
08f5afaa,1,1,1,0,0,1,2,1,0,0,0,1,2,13,3
091795f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09538fdb,6,1,0,3,3,2,12,10,20,2,18,8,14,35,0
098139eb,11,9,3,6,2,3,6,3,2,1,1,7,18,3,0
0a3065c8,30,18,19,7,4,13,36,23,18,1,17,23,53,49,0
0a447501,6,3,1,1,4,0,1,1,8,0,8,4,10,3,0
0ab1f153,20,15,6,9,5,5,23,18,14,3,11,18,38,11,0
0acda699,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0b5a292a,24,18,9,12,3,14,25,11,15,3,12,21,45,38,0
0cd0e21b,4,3,2,1,1,3,5,2,3,0,3,5,9,2,0
0d077b88,51,28,23,21,7,15,46,31,28,5,23,33,84,32,0
0d82903c,68,45,28,33,7,21,36,15,32,8,24,38,106,71,0
0e21fc3c,22,19,9,10,3,8,30,22,11,1,10,16,38,27,2
0f933743,11,8,8,3,0,4,6,2,1,1,0,4,15,27,0
1079c685,3,2,2,1,0,0,7,7,7,1,6,2,5,4,0
10dc46f0,0,0,0,0,0,0,2,2,0,0,0,2,2,21,1
10e25802,46,29,14,20,12,20,44,24,18,2,16,16,62,12,0
10e7f486,55,38,35,13,7,30,55,25,32,7,25,37,92,109,1
117beb8f,13,7,12,1,0,5,9,4,15,11,4,12,25,42,0
1253a12e,28,16,20,7,1,17,30,13,17,9,8,19,47,96,0
12851227,5,4,4,1,0,5,7,2,0,0,0,1,6,5,0
130a7a3f,15,10,10,2,3,4,25,21,16,0,16,8,23,11,0
13c8e5f6,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
13d820de,11,7,8,2,1,7,11,4,6,3,3,7,18,38,0
144607cc,35,20,19,13,3,13,41,28,30,3,27,20,55,52,0
149c5f5d,7,5,5,2,0,2,8,6,3,1,2,2,9,13,0
14b8fcdf,8,5,5,3,0,2,5,3,19,14,5,16,24,51,1
157d29b6,24,13,5,15,4,5,21,16,14,2,12,1,25,9,0
15d0c248,27,18,20,7,0,13,20,7,27,15,12,26,53,57,1
162efffd,53,33,21,27,5,13,42,29,35,2,33,32,85,28,0
16657b95,63,34,21,35,7,19,49,30,37,5,32,29,92,48,0
16b9d5cf,20,13,14,6,0,6,12,6,16,10,6,28,48,56,1
173061c0,69,45,52,15,2,33,68,35,60,33,27,66,135,213,2
17f3620a,17,10,4,6,7,4,25,21,25,5,20,4,21,34,0
1880614f,6,3,3,3,0,2,11,9,7,0,7,13,19,5,0
