id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0000acda,54,38,18,22,14,17,52,35,52,2,50,28,82,36,0
00528660,19,12,7,7,5,7,17,10,23,6,17,22,41,50,0
00823e9a,11,7,4,6,1,4,8,4,10,0,10,0,11,5,0
00b0bb87,34,27,20,9,5,15,30,15,33,11,22,38,72,99,3
019f4d0d,24,15,16,8,0,15,20,5,16,10,6,23,47,48,1
01b8a2b2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
01efac19,58,38,22,27,9,21,58,37,34,2,32,18,76,26,1
023937a9,55,35,30,22,3,18,48,30,39,16,23,47,102,107,1
02b2937c,18,10,12,5,1,6,12,6,7,1,6,6,24,17,0
02caf6e0,61,47,33,21,7,27,62,35,32,7,25,31,92,73,2
0375723e,33,24,17,13,3,11,43,32,20,1,19,36,69,12,0
03760df0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,4
03f946ed,8,3,2,4,2,1,11,10,14,3,11,4,12,5,0
048877f5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3
0489bb30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05e19d6a,48,34,20,19,9,17,44,27,47,11,36,26,74,45,3
06050480,54,35,35,14,5,29,50,21,31,6,25,41,95,90,0
060606ec,31,22,15,9,7,8,24,16,12,1,11,10,41,8,1
07767f42,56,38,30,20,6,20,65,45,26,7,19,58,114,78,2
07abb358,58,44,23,29,6,13,54,41,29,2,27,43,101,41,0
07ea0ef2,8,4,5,3,0,4,6,2,6,0,6,0,8,3,0
081b6080,23,17,10,10,3,7,25,18,13,4,9,16,39,7,2
0821331c,28,20,22,6,0,11,26,15,19,10,9,27,55,111,0
085e71a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0861b8d6,2,2,1,1,0,2,8,6,4,0,4,1,3,11,2
089550f5,28,21,12,14,2,15,23,8,11,0,11,18,46,30,0
08aa9cd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08f5afaa,1,0,1,0,0,1,1,0,0,0,0,1,2,13,8
09538fdb,10,7,0,8,2,2,7,5,27,4,23,8,18,18,0
09899de8,12,9,10,2,0,4,9,5,12,8,4,7,19,41,2
