id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
008a6e6d,15,9,9,5,1,7,11,4,9,4,5,8,23,34,0
01040647,6,4,1,4,1,2,7,5,4,1,3,4,10,4,0
01a49bd2,54,31,28,24,2,17,42,25,29,15,14,44,98,78,1
01b8a2b2,0,0,0,0,0,0,0,0,2,0,2,3,3,5,1
01c3aff5,34,19,9,20,5,12,33,21,21,3,18,28,62,26,0
01efac19,30,19,8,16,6,14,47,33,26,7,19,12,42,38,1
023937a9,18,15,13,5,0,12,31,19,39,21,18,37,55,114,2
028e70b9,2,2,1,1,0,1,3,2,1,1,0,0,2,1,0
02caf6e0,24,14,15,4,5,14,39,25,22,3,19,18,42,28,0
0375723e,19,12,10,6,3,6,19,13,8,0,8,8,27,2,2
03f946ed,2,0,0,2,0,2,7,5,4,0,4,1,3,7,0
0489bb30,6,2,3,2,1,3,3,0,6,0,6,6,12,6,0
04df29a5,2,1,1,1,0,0,3,3,0,0,0,0,2,3,0
05e19d6a,53,30,28,19,6,20,38,18,47,15,32,46,99,51,0
0728bebe,33,19,15,11,7,11,42,31,25,2,23,34,67,14,0
07767f42,7,5,2,5,0,3,10,7,6,2,4,13,20,10,0
081b6080,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
0821331c,30,16,20,9,1,9,20,11,26,17,9,60,90,94,0
085e71a7,1,0,1,0,0,1,1,0,0,0,0,1,2,13,1
089550f5,4,3,2,2,0,2,3,1,5,1,4,4,8,2,1
08990838,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0
08aa9cd1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0
08f5afaa,0,0,0,0,0,0,1,1,1,0,1,1,1,23,2
09538fdb,13,4,2,8,3,4,19,15,23,1,22,7,20,18,0
099a2de5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a1efd3c,2,1,1,1,0,1,3,2,2,0,2,0,2,5,0
0a3065c8,21,14,15,5,1,12,21,9,17,2,15,17,38,35,0
0a447501,8,3,0,4,4,2,9,7,5,0,5,5,13,8,0
0a483542,35,18,17,12,6,8,28,20,16,5,11,15,50,42,0
0ab1f153,43,25,22,15,6,29,60,31,16,2,14,43,86,22,2
0b5a292a,24,13,17,6,1,17,33,16,17,4,13,28,52,29,1
0c8f27b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cadc46d,3,1,0,2,1,0,8,8,9,2,7,3,6,20,0
0d077b88,6,5,1,4,1,2,7,5,14,6,8,12,18,8,0
0d422df7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0d82903c,37,23,19,13,5,13,25,12,20,4,16,31,68,57,0
0db169ae,28,19,14,13,1,13,28,15,18,5,13,22,50,18,0
0e0e4422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0e21fc3c,13,9,7,4,2,3,15,12,6,1,5,6,19,2,0
0e490f6e,3,1,0,0,3,0,4,4,4,0,4,1,4,0,0
0fee6bda,23,14,16,6,1,11,20,9,22,16,6,41,64,71,2
1079c685,3,2,0,2,1,0,5,5,4,2,2,2,5,6,0
10dc46f0,1,0,1,0,0,1,2,1,0,0,0,0,1,6,2
10e7f486,26,13,19,5,2,19,27,8,26,5,21,31,57,53,0
11e0904f,1,0,0,1,0,1,2,1,2,0,2,1,2,0,0
1295552e,43,20,26,9,8,27,53,26,17,1,16,36,79,41,0
129af0db,17,12,2,10,5,4,28,24,22,2,20,5,22,21,0
12c35abe,7,4,3,3,1,6,10,4,4,0,4,1,8,3,0
130a7a3f,24,12,9,14,1,14,40,26,21,0,21,6,30,9,0
13c8e5f6,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0
144607cc,46,28,22,21,3,21,70,49,22,2,20,33,79,57,1
149c5f5d,34,19,23,9,2,22,41,19,22,9,13,12,46,52,3
14b8fcdf,24,11,10,12,2,10,20,10,15,10,5,15,39,46,0
