id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
0000acda,12,8,7,3,2,9,17,8,9,0,9,8,20,9,0,49
00459419,8,5,2,4,2,1,4,3,9,1,8,2,10,8,0,28
00a17eba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0154d290,6,3,4,1,1,2,7,5,4,1,3,1,7,3,0,26
016ff750,10,5,7,0,3,6,8,2,11,2,9,2,12,18,0,73
01b8a2b2,1,0,1,0,0,0,1,1,0,0,0,0,1,4,0,19
01c3aff5,14,5,3,9,2,5,8,3,15,4,11,11,25,15,1,43
01efac19,15,8,4,5,6,3,8,5,11,1,10,3,18,8,0,52
023937a9,12,4,8,4,0,4,10,6,9,3,6,7,19,9,1,47
028e70b9,3,1,0,1,2,2,5,3,1,1,0,3,6,2,0,10
02caf6e0,26,16,10,12,4,17,30,13,14,3,11,13,39,22,1,60
0375723e,11,7,6,3,2,4,7,3,6,0,6,0,11,2,0,41
039a4fb6,4,3,2,0,2,1,2,1,0,0,0,0,4,1,0,1
03f946ed,6,5,2,3,1,3,4,1,11,3,8,2,8,12,0,35
04df29a5,12,4,0,6,6,3,6,3,16,0,16,2,14,5,0,29
0588a092,4,3,1,3,0,2,3,1,3,0,3,6,10,4,0,20
060606ec,4,4,3,1,0,2,4,2,2,0,2,1,5,3,0,19
0630eb63,1,1,1,0,0,0,1,1,3,0,3,2,3,3,0,40
06b08c45,15,8,13,2,0,8,11,3,7,2,5,4,19,8,0,19
0728bebe,5,4,0,3,2,1,3,2,1,0,1,1,6,1,0,12
07f8bcc8,20,16,7,6,7,7,9,2,9,1,8,1,21,20,0,32
085e71a7,0,0,0,0,0,0,3,3,0,0,0,0,0,12,3,33
08aa9cd1,6,4,0,3,3,2,4,2,15,1,14,2,8,8,0,23
08eb3b58,4,1,1,2,1,2,3,1,5,1,4,2,6,5,0,5
09538fdb,10,4,7,2,1,5,12,7,15,1,14,4,14,12,0,55
0967845b,43,24,26,12,5,23,38,15,31,11,20,23,66,58,0,155
09899de8,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,2
0a447501,7,4,1,3,3,1,5,4,5,2,3,3,10,4,0,40
0a483542,24,10,8,10,6,12,20,8,9,1,8,11,35,13,1,44
0ab1f153,35,23,25,9,1,17,38,21,11,1,10,14,49,19,0,63
0b5a292a,29,18,15,11,3,18,31,13,16,3,13,15,44,22,1,133
0be276c6,21,16,14,6,1,10,14,4,18,12,6,18,39,49,0,66
0d077b88,35,16,13,17,5,17,33,16,28,11,17,26,61,38,0,156
0d422df7,2,1,2,0,0,2,3,1,0,0,0,1,3,7,1,25
0d82903c,23,13,10,12,1,9,14,5,19,8,11,13,36,48,0,112
0db169ae,38,24,23,12,3,16,28,12,19,6,13,21,59,14,1,122
0def2376,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,4
0e0d6c53,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0fdcef0e,7,4,0,5,2,4,4,0,2,0,2,1,8,3,0,24
0fee6bda,20,10,14,5,1,9,16,7,29,18,11,22,42,84,1,83
102e2599,18,8,6,11,1,5,17,12,8,0,8,2,20,3,0,38
108fe016,5,4,3,2,0,5,9,4,2,0,2,3,8,11,0,22
10b9fa99,47,28,20,23,4,12,22,10,30,13,17,27,74,42,0,126
10e7f486,26,15,16,5,5,11,23,12,21,5,16,22,48,47,0,109
12806697,51,24,37,14,0,26,40,14,27,10,17,20,71,57,1,153
1295552e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13b44b02,38,20,24,10,4,23,36,13,15,4,11,10,48,52,0,75
13ea2544,10,9,3,6,1,4,6,2,1,0,1,5,15,4,0,35
149c5f5d,20,9,15,2,3,9,16,7,9,2,7,6,26,26,1,41
14b8fcdf,6,0,5,1,0,3,3,0,4,2,2,4,10,18,0,8
16463a79,5,2,3,2,0,2,2,0,3,1,2,1,6,1,0,18
16657b95,87,46,42,37,8,46,69,23,32,8,24,9,96,32,0,155
16bb656a,29,18,19,9,1,16,19,3,10,7,3,12,41,37,0,75
16ceb862,7,5,2,3,2,1,6,5,8,2,6,2,9,14,0,33
17f3620a,13,7,1,7,5,5,14,9,10,2,8,0,13,25,0,45
18dd3219,5,3,4,0,1,3,3,0,7,5,2,9,14,26,1,39
19cda00b,7,4,2,4,1,3,15,12,7,0,7,4,11,0,0,36
19e4eab9,56,27,41,12,3,31,40,9,33,19,14,16,72,43,1,109
1ac232b8,37,18,16,16,5,9,19,10,16,4,12,7,44,9,0,71
1b9c7401,8,7,6,0,2,4,6,2,5,2,3,8,16,5,0,43
1bfe5ac9,0,0,0,0,0,0,0,0,3,2,1,1,1,7,0,2
1cadaf34,1,0,1,0,0,0,2,2,2,0,2,0,1,5,0,6
1d4e63b6,2,1,2,0,0,0,0,0,3,0,3,0,2,0,0,2
1e9aa637,36,19,20,10,6,21,33,12,21,8,13,28,64,32,1,107
1e9bde92,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,14
1f2d714c,2,1,1,1,0,1,2,1,2,0,2,0,2,2,1,11
1fca9171,19,12,6,6,7,4,12,8,11,0,11,6,25,11,0,54
20094685,30,12,18,10,2,8,36,28,15,3,12,15,45,15,0,105
204ac005,24,13,14,8,2,15,21,6,20,6,14,13,37,22,0,54
20730eae,4,3,1,2,1,3,7,4,2,1,1,11,15,7,0,58
20b3a502,56,35,26,23,7,28,54,26,19,2,17,12,68,17,1,121
2146785a,50,26,23,21,6,28,43,15,14,4,10,17,67,20,0,68
217875a4,2,1,1,1,0,0,0,0,3,3,0,0,2,9,0,3
217c93a1,20,10,5,12,3,11,23,12,7,0,7,8,28,9,0,74
2200181e,10,4,6,4,0,7,7,0,5,4,1,5,15,26,1,28
22051fbe,4,1,2,0,2,3,5,2,3,1,2,4,8,6,0,15
226008f1,16,8,10,3,3,7,16,9,16,8,8,17,33,40,0,62
22ae86f9,19,13,10,9,0,9,15,6,17,5,12,8,27,30,0,53
22bfb57e,16,13,7,7,2,5,8,3,8,2,6,9,25,3,0,39
22cd43d2,8,3,0,7,1,0,1,1,9,1,8,9,17,6,0,19
230a2fac,39,19,20,14,5,17,32,15,21,6,15,19,58,42,0,116
230c3f3a,11,7,6,4,1,3,5,2,3,2,1,7,18,8,0,31
2374aaca,7,4,1,4,2,0,5,5,10,0,10,2,9,4,0,37
244bc2c8,8,3,2,4,2,0,3,3,3,0,3,4,12,12,1,60
246d153b,15,11,5,7,3,8,13,5,11,2,9,9,24,25,0,50
247ed022,42,25,24,16,2,19,39,20,19,2,17,21,63,24,1,111
24eb7ed6,8,3,4,3,1,4,5,1,9,3,6,4,12,13,1,26
26777636,6,3,2,4,0,2,2,0,2,0,2,1,7,1,0,6
26c54058,9,5,6,3,0,2,6,4,1,0,1,14,23,20,0,27
26db8853,59,32,28,24,7,28,62,34,34,9,25,34,93,34,0,215
277da414,1,0,1,0,0,0,0,0,0,0,0,0,1,15,0,43
28f66c2e,8,5,3,5,0,2,7,5,12,0,12,3,11,8,0,50
2990c466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a1beb34,41,20,21,19,1,20,46,26,21,2,19,23,64,41,0,132
2a6cd437,16,14,8,7,1,5,6,1,4,3,1,16,32,31,0,59
2a7d27c1,46,23,16,24,6,15,27,12,17,3,14,10,56,30,0,112
2a82aa85,15,8,4,9,2,2,10,8,8,2,6,4,19,2,0,19
2b8360f1,2,2,0,1,1,0,5,5,3,0,3,2,4,2,0,15
2b9fdeea,1,0,0,1,0,0,1,1,2,0,2,1,2,1,0,4
2bffcbf2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3
2c38b327,2,1,1,1,0,2,4,2,1,0,1,1,3,0,0,24
2cb9486d,2,2,0,1,1,2,2,0,0,0,0,0,2,0,0,1
2cfae697,40,24,18,20,2,17,25,8,30,12,18,29,69,32,1,135
2d22cea7,13,8,2,6,5,5,11,6,12,0,12,9,22,7,0,71
2d970560,21,14,10,7,4,12,15,3,10,0,10,13,34,6,0,33
2df7cc43,32,21,25,7,0,15,23,8,14,5,9,16,48,37,1,80
2ef7c612,16,9,4,11,1,10,21,11,12,2,10,3,19,6,0,43
2f3452eb,25,13,14,7,4,12,20,8,17,6,11,10,35,27,0,81
2f45300d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f69d881,19,6,4,8,7,5,10,5,18,4,14,9,28,10,1,84
2f7acede,14,8,2,10,2,8,21,13,6,4,2,8,22,7,0,54
30f5ffa9,29,18,14,11,4,18,32,14,18,13,5,13,42,46,3,112
31a62dc7,34,16,17,15,2,21,27,6,25,5,20,13,47,29,1,66
32ebfe1e,6,2,4,2,0,4,9,5,0,0,0,8,14,1,0,14
3318286e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33b8d077,14,8,4,10,0,3,11,8,11,3,8,16,30,15,0,62
