id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
0000acda,225,307,3825.0,1171.0,105,131,97,123,19,31,0,0.6,0.6000000000000001,-0.6,5,23,6,0,34
00459419,659,908,8749.0,1621.0,400,514,189,246,23,37,1,3.8,2.1,-2.8,44,30,19,0,68
0154d290,114,152,1530.0,229.0,67,81,34,45,6,7,0,0.6,0.2,-0.6,6,4,4,1,7
01b8a2b2,830,1011,22169.0,14526.0,131,131,434,438,263,433,0,0.1,0.1,-0.1,3,9,0,0,0
01c3aff5,424,565,6664.0,1916.0,231,281,139,182,37,53,0,1.2,0.9,-1.2,20,39,11,2,51
01efac19,876,1107,11982.0,3508.0,520,610,275,331,33,52,4,2.7,3.1,1.3,28,81,22,1,147
023937a9,428,520,8844.0,3454.0,146,163,199,234,76,105,1,1.4,0.9,-0.4,5,33,2,0,32
02caf6e0,859,1014,11935.0,3467.0,507,554,269,324,32,54,3,2.1,2.1,0.9,13,50,15,6,50
0375723e,233,349,4555.0,1714.0,104,123,86,119,37,77,0,1.3,1.6,-1.3,20,32,13,5,38
03f946ed,114,162,1523.0,233.0,73,93,27,38,4,10,1,1.7,1.1,-0.7,10,5,3,0,11
0489bb30,100,148,1612.0,410.0,48,69,36,44,9,15,0,0.2,0.2,-0.2,5,10,5,1,17
04b40c58,6,11,102.0,51.0,1,3,3,5,1,1,0,0.0,0.0,0.0,0,0,0,0,0
05e19d6a,1174,1342,20350.0,4954.0,533,589,521,565,97,129,0,1.7,1.3,-1.7,28,102,19,2,130
0728bebe,404,539,6627.0,1868.0,215,243,145,189,30,61,1,0.8,1.5,0.2,14,37,24,0,78
07767f42,228,255,3913.0,1045.0,111,119,85,90,24,34,0,0.0,0.1,0.0,1,24,1,0,20
07ea0ef2,40,49,548.0,115.0,25,28,14,16,1,3,0,0.0,0.0,0.0,0,3,1,0,3
0821331c,333,469,6336.0,2698.0,123,151,166,201,36,96,0,0.1,0.1,-0.1,3,16,0,0,24
0847b5a5,524,795,8928.0,2978.0,255,303,190,267,57,151,5,4.5,4.9,0.5,35,39,28,13,79
085e71a7,276,345,7422.0,4533.0,50,50,128,136,97,156,0,0.0,0.0,0.0,0,4,0,0,0
08990838,6,6,64.0,30.0,4,4,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0
08aa9cd1,381,636,4696.0,1047.0,241,348,92,157,11,24,2,2.9,1.4,-0.9,29,25,21,3,51
08eb3b58,658,838,10442.0,4383.0,347,398,257,304,40,84,1,1.1,1.1,-0.1,11,57,13,6,74
09538fdb,179,273,2677.0,657.0,103,132,45,70,15,22,4,2.1,1.2,1.9,15,10,13,2,28
0967845b,585,777,9644.0,4062.0,292,323,234,311,46,99,1,0.3,0.5,0.7,9,58,14,1,74
