id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
0000acda,637,848,9837.0,3263.0,322,377,249,315,33,64,1,2.0,2.7,-1.0,31,85,21,9,112
00528660,166,240,2733.0,1236.0,82,94,67,97,12,37,0,0.4,0.6,-0.4,7,12,6,3,19
008a6e6d,507,630,9866.0,3542.0,173,196,260,290,63,122,0,0.5,0.3,-0.5,1,37,6,2,47
00b0bb87,498,644,8799.0,3625.0,216,239,216,272,55,95,2,1.4,1.8,0.6,15,40,20,12,44
01b8a2b2,613,745,18498.0,12751.0,55,55,313,315,243,370,0,0.0,0.0,0.0,0,5,0,0,0
01efac19,148,181,1969.0,421.0,84,99,47,52,2,10,0,0.2,0.1,-0.2,2,12,1,0,11
023937a9,1435,1724,29457.0,8620.0,538,612,600,681,268,370,0,0.7,0.9,-0.7,14,165,13,1,189
02b2937c,132,182,1944.0,583.0,73,87,46,58,6,19,0,0.1,0.1,-0.1,1,17,2,1,14
02caf6e0,1092,1463,15322.0,4727.0,696,789,286,384,61,146,8,5.9,5.0,2.1,55,56,68,57,68
02febfdc,996,1247,20206.0,5556.0,396,444,415,483,175,268,0,1.6,1.2,-1.6,19,87,14,2,129
0375723e,294,369,4450.0,978.0,174,187,77,99,24,44,3,2.0,1.4,1.0,13,21,10,1,37
03760df0,412,585,13335.0,10342.0,51,51,181,182,179,348,0,0.0,0.0,0.0,1,8,1,0,0
03f946ed,600,776,9670.0,1525.0,307,357,184,228,69,98,1,2.2,1.9,-1.2,28,41,19,7,68
0412b9cd,5,7,41.0,1.0,4,6,0,0,0,0,0,0.0,0.0,0.0,2,0,0,0,0
048877f5,596,901,19916.0,16287.0,37,38,229,237,329,623,0,0.0,0.0,0.0,1,2,0,0,0
0497a545,1,2,9.0,10.0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
05e19d6a,1484,1733,23158.0,5873.0,821,887,545,617,85,142,2,2.3,2.9,-0.3,43,136,34,4,191
06050480,77,117,1301.0,457.0,45,54,23,35,7,19,0,0.1,0.1,-0.1,3,5,1,1,8
060606ec,458,664,6424.0,2452.0,277,338,143,205,16,46,2,1.6,2.1,0.4,22,25,13,9,54
07767f42,1165,1320,19940.0,5370.0,554,595,483,531,104,152,0,0.2,0.6,-0.2,6,123,5,0,114
07abb358,824,1100,12232.0,3912.0,473,531,240,336,66,141,3,3.5,3.8,-0.5,36,51,23,14,55
07ea0ef2,457,541,7765.0,2171.0,232,252,172,204,45,69,0,0.1,0.4,-0.1,3,48,7,2,51
07f55871,3,3,56.0,23.0,1,1,2,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0
0821331c,1026,1278,20395.0,8223.0,346,394,514,583,145,252,0,0.8,0.3,-0.8,4,53,3,1,63
0830a4f9,31,39,435.0,179.0,19,22,10,12,2,3,0,0.0,0.0,0.0,0,2,0,0,3
085e71a7,398,593,11647.0,8207.0,42,42,210,214,144,332,0,0.0,0.0,0.0,0,3,0,0,0
089550f5,1927,2217,30664.0,8604.0,1083,1146,623,741,169,232,1,1.8,2.7,-0.8,32,171,40,13,189
08aa9cd1,292,412,4237.0,707.0,169,220,84,113,19,24,3,0.5,0.6,2.5,16,21,9,2,31
